Rank,Name,Team,Position,Played,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints,Year,Category
61.0,Andre Johnson,IND,WR,16.0,77.0,41.0,53.2,503.0,4.0,35.0,6.5,12.3,0.0,0.0,0.0,0.0,0.0,0.0,4.6,74.3,2015.0,Receiving
61.0,Vincent Jackson,TB,WR,10.0,62.0,33.0,53.2,543.0,3.0,36.0,8.8,16.5,0.0,0.0,0.0,0.0,0.0,0.0,7.4,74.3,2015.0,Receiving
63.0,Corey Brown,CAR,WR,15.0,54.0,31.0,57.4,447.0,4.0,39.0,8.3,14.4,6.0,38.0,6.3,0.0,0.0,0.0,4.8,72.5,2015.0,Receiving
64.0,Malcom Floyd,LAC,WR,15.0,69.0,30.0,43.5,561.0,3.0,70.0,8.1,18.7,0.0,0.0,0.0,0.0,1.0,1.0,4.8,72.1,2015.0,Receiving
65.0,Robert Woods,BUF,WR,14.0,80.0,47.0,58.8,552.0,3.0,37.0,6.9,11.7,1.0,0.0,0.0,0.0,2.0,1.0,5.1,71.2,2015.0,Receiving
66.0,Devante Parker,MIA,WR,15.0,51.0,27.0,52.9,529.0,3.0,49.0,10.4,19.6,0.0,0.0,0.0,0.0,0.0,0.0,4.7,70.9,2015.0,Receiving
67.0,Jerricho Cotchery,CAR,WR,14.0,54.0,39.0,72.2,485.0,3.0,59.0,9.0,12.4,1.0,16.0,16.0,0.0,0.0,0.0,4.9,68.1,2015.0,Receiving
68.0,Cecil Shorts,HOU,WR,11.0,75.0,42.0,56.0,484.0,2.0,42.0,6.5,11.5,10.0,47.0,4.7,0.0,3.0,1.0,6.2,67.94,2015.0,Receiving
69.0,Steve Johnson,LAC,WR,10.0,65.0,45.0,69.2,497.0,3.0,34.0,7.6,11.0,0.0,0.0,0.0,0.0,1.0,0.0,6.8,67.7,2015.0,Receiving
70.0,Dwayne Harris,NYG,WR,15.0,57.0,36.0,63.2,396.0,4.0,38.0,6.9,11.0,2.0,12.0,6.0,0.0,3.0,0.0,4.3,64.8,2015.0,Receiving
71.0,Dontrelle Inman,LAC,WR,14.0,63.0,35.0,55.6,486.0,3.0,68.0,7.7,13.9,0.0,0.0,0.0,0.0,2.0,1.0,4.6,64.6,2015.0,Receiving
72.0,Brian Hartline,CLE,WR,12.0,77.0,46.0,59.7,523.0,2.0,41.0,6.8,11.4,0.0,0.0,0.0,0.0,1.0,0.0,5.4,64.3,2015.0,Receiving
73.0,Kenny Stills,MIA,WR,16.0,63.0,27.0,42.9,440.0,3.0,47.0,7.0,16.3,0.0,0.0,0.0,0.0,0.0,0.0,3.9,62.0,2015.0,Receiving
74.0,Kendall Wright,TEN,WR,10.0,60.0,36.0,60.0,408.0,3.0,52.0,6.8,11.3,5.0,17.0,3.4,0.0,0.0,0.0,6.0,60.5,2015.0,Receiving
75.0,Mike Wallace,MIN,WR,16.0,72.0,39.0,54.2,473.0,2.0,34.0,6.6,12.1,1.0,6.0,6.0,0.0,0.0,0.0,3.7,59.9,2015.0,Receiving
76.0,Albert Wilson,KC,WR,14.0,57.0,35.0,61.4,451.0,2.0,44.0,7.9,12.9,5.0,26.0,5.2,0.0,0.0,0.0,4.3,59.7,2015.0,Receiving
77.0,Mohamed Sanu,CIN,WR,16.0,49.0,33.0,67.3,394.0,0.0,52.0,8.0,11.9,10.0,71.0,7.1,2.0,2.0,0.0,3.7,58.5,2015.0,Receiving
78.0,Dez Bryant,DAL,WR,9.0,72.0,31.0,43.1,401.0,3.0,51.0,5.6,12.9,0.0,0.0,0.0,0.0,0.0,0.0,6.5,58.1,2015.0,Receiving
79.0,Chris Hogan,BUF,WR,16.0,59.0,36.0,61.0,450.0,2.0,46.0,7.6,12.5,1.0,4.0,4.0,0.0,0.0,0.0,3.6,57.56,2015.0,Receiving
80.0,Brandon Coleman,NO,WR,16.0,49.0,30.0,61.2,454.0,2.0,31.0,9.3,15.1,0.0,0.0,0.0,0.0,0.0,0.0,3.6,57.4,2015.0,Receiving
81.0,Roddy White,ATL,WR,16.0,70.0,43.0,61.4,506.0,1.0,25.0,7.2,11.8,0.0,0.0,0.0,0.0,0.0,0.0,3.5,56.6,2015.0,Receiving
82.0,Davante Adams,GB,WR,13.0,94.0,50.0,53.2,483.0,1.0,40.0,5.1,9.7,0.0,0.0,0.0,0.0,0.0,0.0,4.3,56.3,2015.0,Receiving
83.0,Lance Moore,DET,WR,14.0,43.0,29.0,67.4,337.0,4.0,42.0,7.8,11.6,0.0,0.0,0.0,0.0,1.0,1.0,4.0,55.7,2015.0,Receiving
84.0,Brandon LaFell,NE,WR,11.0,74.0,37.0,50.0,515.0,0.0,54.0,7.0,13.9,2.0,9.0,4.5,0.0,0.0,0.0,4.8,52.4,2015.0,Receiving
84.0,Marquess Wilson,CHI,WR,11.0,51.0,28.0,54.9,464.0,1.0,50.0,9.1,16.6,0.0,0.0,0.0,0.0,0.0,0.0,4.8,52.4,2015.0,Receiving
86.0,Leonard Hankerson,BUF,WR,10.0,46.0,26.0,56.5,327.0,3.0,55.0,7.1,12.6,0.0,0.0,0.0,0.0,0.0,0.0,5.1,50.7,2015.0,Receiving
87.0,Harry Douglas,TEN,WR,14.0,72.0,36.0,50.0,411.0,2.0,51.0,5.7,11.4,1.0,-6.0,-6.0,0.0,2.0,1.0,3.6,50.5,2015.0,Receiving
88.0,Josh Huff,PHI,WR,15.0,40.0,27.0,67.5,312.0,3.0,41.0,7.8,11.6,0.0,0.0,0.0,0.0,0.0,0.0,3.3,49.2,2015.0,Receiving
89.0,Quinton Patton,SF,WR,16.0,57.0,30.0,52.6,394.0,1.0,41.0,6.9,13.1,1.0,5.0,5.0,0.0,0.0,0.0,2.9,45.9,2015.0,Receiving
90.0,Jarius Wright,MIN,WR,16.0,50.0,34.0,68.0,442.0,0.0,52.0,8.8,13.0,1.0,29.0,29.0,0.0,1.0,1.0,2.8,45.1,2015.0,Receiving
91.0,Riley Cooper,PHI,WR,16.0,41.0,21.0,51.2,327.0,2.0,62.0,8.0,15.6,0.0,0.0,0.0,0.0,0.0,0.0,2.8,44.7,2015.0,Receiving
92.0,Andre Holmes,OAK,WR,16.0,33.0,14.0,42.4,201.0,4.0,49.0,6.1,14.4,0.0,0.0,0.0,0.0,0.0,0.0,2.8,44.1,2015.0,Receiving
93.0,Darrius Heyward-Bey,PIT,WR,16.0,39.0,21.0,53.8,314.0,2.0,66.0,8.1,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,43.4,2015.0,Receiving
94.0,Chris Givens,BAL,WR,16.0,54.0,20.0,37.0,353.0,1.0,48.0,6.5,17.6,4.0,18.0,4.5,0.0,0.0,0.0,2.7,43.1,2015.0,Receiving
95.0,Bryan Walters,JAX,WR,11.0,45.0,32.0,71.1,368.0,1.0,31.0,8.2,11.5,0.0,0.0,0.0,0.0,0.0,0.0,3.9,42.8,2015.0,Receiving
96.0,JJ Nelson,ARI,WR,11.0,27.0,11.0,40.7,299.0,2.0,64.0,11.1,27.2,1.0,0.0,0.0,0.0,1.0,1.0,3.6,39.9,2015.0,Receiving
97.0,Ryan Grant,WAS,WR,16.0,42.0,23.0,54.8,268.0,2.0,35.0,6.4,11.7,0.0,0.0,0.0,0.0,0.0,0.0,2.4,38.8,2015.0,Receiving
98.0,Keshawn Martin,NE,WR,9.0,37.0,24.0,64.9,269.0,2.0,39.0,7.3,11.2,1.0,6.0,6.0,0.0,1.0,1.0,4.2,37.5,2015.0,Receiving
99.0,Jeremy Butler,BAL,WR,8.0,44.0,31.0,70.5,363.0,0.0,41.0,8.2,11.7,0.0,0.0,0.0,0.0,1.0,0.0,4.5,36.3,2015.0,Receiving
100.0,Josh Bellamy,CHI,WR,16.0,34.0,19.0,55.9,224.0,2.0,48.0,6.6,11.8,0.0,0.0,0.0,0.0,0.0,0.0,2.2,34.4,2015.0,Receiving
101.0,Jaelen Strong,HOU,WR,10.0,24.0,14.0,58.3,161.0,3.0,42.0,6.7,11.5,0.0,0.0,0.0,0.0,0.0,0.0,3.4,34.1,2015.0,Receiving
102.0,Justin Hunter,TEN,WR,9.0,31.0,22.0,71.0,264.0,1.0,29.0,8.5,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,32.4,2015.0,Receiving
103.0,Nelson Agholor,PHI,WR,13.0,44.0,23.0,52.3,283.0,1.0,53.0,6.4,12.3,0.0,0.0,0.0,0.0,1.0,1.0,2.5,32.3,2015.0,Receiving
104.0,Adam Humphries,TB,WR,13.0,40.0,27.0,67.5,260.0,1.0,27.0,6.5,9.6,0.0,0.0,0.0,0.0,0.0,0.0,2.5,32.0,2015.0,Receiving
105.0,Quincy Enunwa,NYJ,WR,12.0,46.0,22.0,47.8,315.0,0.0,48.0,6.8,14.3,0.0,0.0,0.0,0.0,0.0,0.0,2.6,31.5,2015.0,Receiving
106.0,Percy Harvin,BUF,WR,5.0,30.0,19.0,63.3,218.0,1.0,51.0,7.3,11.5,5.0,31.0,6.2,0.0,1.0,0.0,6.2,30.9,2015.0,Receiving
107.0,Eddie Royal,CHI,WR,9.0,50.0,37.0,74.0,238.0,1.0,30.0,4.8,6.4,1.0,-1.0,-1.0,0.0,1.0,0.0,3.3,29.7,2015.0,Receiving
108.0,Marqise Lee,JAX,WR,10.0,32.0,15.0,46.9,191.0,1.0,30.0,6.0,12.7,5.0,38.0,7.6,0.0,0.0,0.0,2.9,28.9,2015.0,Receiving
109.0,Miles Austin,PHI,WR,11.0,31.0,13.0,41.9,224.0,1.0,39.0,7.2,17.2,0.0,0.0,0.0,0.0,0.0,0.0,2.6,28.4,2015.0,Receiving
110.0,Phillip Dorsett,IND,WR,11.0,39.0,18.0,46.2,225.0,1.0,35.0,5.8,12.5,3.0,17.0,5.7,0.0,2.0,1.0,2.6,28.2,2015.0,Receiving
111.0,Nick Williams,ATL,WR,14.0,25.0,17.0,68.0,159.0,2.0,29.0,6.4,9.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,27.9,2015.0,Receiving
112.0,Marc Mariani,CHI,WR,16.0,33.0,22.0,66.7,300.0,0.0,26.0,9.1,13.6,1.0,-3.0,-3.0,0.0,3.0,1.0,1.7,27.7,2015.0,Receiving
113.0,Andrew Hawkins,CLE,WR,8.0,43.0,27.0,62.8,276.0,0.0,25.0,6.4,10.2,0.0,0.0,0.0,0.0,1.0,1.0,3.4,27.6,2015.0,Receiving
114.0,De'Anthony Thomas,KC,WR,10.0,24.0,17.0,70.8,140.0,1.0,36.0,5.8,8.2,9.0,34.0,3.8,1.0,2.0,1.0,2.7,27.4,2015.0,Receiving
115.0,Jeremy Kerley,NYJ,WR,16.0,26.0,16.0,61.5,152.0,2.0,25.0,5.8,9.5,0.0,0.0,0.0,0.0,1.0,0.0,1.7,27.2,2015.0,Receiving
116.0,Greg Jennings,MIA,WR,16.0,36.0,19.0,52.8,208.0,1.0,31.0,5.8,10.9,0.0,0.0,0.0,0.0,0.0,0.0,1.7,26.8,2015.0,Receiving
117.0,Chris Conley,KC,WR,16.0,31.0,17.0,54.8,199.0,1.0,44.0,6.4,11.7,0.0,0.0,0.0,0.0,0.0,0.0,1.6,25.9,2015.0,Receiving
118.0,Brice Butler,DAL,WR,7.0,26.0,12.0,46.2,258.0,0.0,67.0,9.9,21.5,0.0,0.0,0.0,0.0,0.0,0.0,3.7,25.8,2015.0,Receiving
119.0,Rashad Ross,WAS,WR,13.0,13.0,8.0,61.5,184.0,1.0,71.0,14.2,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,24.4,2015.0,Receiving
120.0,Stedman Bailey,LAR,WR,8.0,25.0,12.0,48.0,182.0,1.0,68.0,7.3,15.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,24.2,2015.0,Receiving
121.0,Taylor Gabriel,CLE,WR,13.0,48.0,28.0,58.3,241.0,0.0,56.0,5.0,8.6,0.0,0.0,0.0,0.0,1.0,1.0,1.9,24.1,2015.0,Receiving
122.0,Adam Thielen,MIN,WR,16.0,18.0,12.0,66.7,144.0,0.0,30.0,8.0,12.0,4.0,89.0,22.2,0.0,0.0,0.0,1.5,23.3,2015.0,Receiving
123.0,Griff Whalen,IND,WR,14.0,27.0,20.0,74.1,214.0,1.0,38.0,7.9,10.7,0.0,0.0,0.0,0.0,5.0,3.0,1.5,21.4,2015.0,Receiving
124.0,Rashad Greene,JAX,WR,9.0,35.0,19.0,54.3,93.0,2.0,18.0,2.7,4.9,0.0,0.0,0.0,0.0,1.0,0.0,2.4,21.3,2015.0,Receiving
125.0,Chris Matthews,BAL,WR,13.0,25.0,13.0,52.0,151.0,1.0,21.0,6.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,1.6,21.1,2015.0,Receiving
126.0,Jordan Norwood,DEN,WR,11.0,32.0,22.0,68.8,207.0,0.0,34.0,6.5,9.4,0.0,0.0,0.0,0.0,1.0,0.0,1.9,20.7,2015.0,Receiving
127.0,Jaron Brown,ARI,WR,16.0,23.0,11.0,47.8,144.0,1.0,39.0,6.3,13.1,0.0,0.0,0.0,0.0,1.0,0.0,1.3,20.4,2015.0,Receiving
128.0,Bennie Fowler,DEN,WR,16.0,25.0,16.0,64.0,203.0,0.0,41.0,8.1,12.7,0.0,0.0,0.0,0.0,0.0,0.0,1.3,20.3,2015.0,Receiving
129.0,Louis Murphy,TB,WR,6.0,18.0,10.0,55.6,198.0,0.0,54.0,11.0,19.8,0.0,0.0,0.0,0.0,0.0,0.0,3.3,19.8,2015.0,Receiving
130.0,Andre Caldwell,DEN,WR,14.0,22.0,10.0,45.5,72.0,2.0,24.0,3.3,7.2,1.0,3.0,3.0,0.0,0.0,0.0,1.4,19.5,2015.0,Receiving
131.0,Justin Hardy,ATL,WR,9.0,36.0,21.0,58.3,194.0,0.0,23.0,5.4,9.2,0.0,0.0,0.0,0.0,0.0,0.0,2.2,19.4,2015.0,Receiving
132.0,Donteea Dye,TB,WR,10.0,30.0,11.0,36.7,132.0,1.0,44.0,4.4,12.0,0.0,0.0,0.0,0.0,1.0,0.0,1.9,19.2,2015.0,Receiving
133.0,Javontee Herndon,LAC,WR,8.0,33.0,24.0,72.7,195.0,0.0,21.0,5.9,8.1,1.0,13.0,13.0,0.0,2.0,1.0,2.4,18.8,2015.0,Receiving
134.0,TJ Jones,DET,WR,10.0,18.0,10.0,55.6,132.0,1.0,29.0,7.3,13.2,1.0,-3.0,-3.0,0.0,2.0,1.0,1.7,16.9,2015.0,Receiving
135.0,Kenbrell Thompkins,NYJ,WR,7.0,33.0,17.0,51.5,165.0,0.0,43.0,5.0,9.7,0.0,0.0,0.0,0.0,0.0,0.0,2.4,16.5,2015.0,Receiving
136.0,Devin Smith,NYJ,WR,10.0,28.0,9.0,32.1,115.0,1.0,22.0,4.1,12.8,0.0,0.0,0.0,0.0,1.0,1.0,1.6,15.5,2015.0,Receiving
137.0,Devin Street,DAL,WR,15.0,13.0,7.0,53.8,114.0,1.0,25.0,8.8,16.3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,15.4,2015.0,Receiving
138.0,Tyrell Williams,LAC,WR,7.0,6.0,2.0,33.3,90.0,1.0,80.0,15.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,15.0,2015.0,Receiving
139.0,M White,NYG,WR,12.0,20.0,7.0,35.0,88.0,1.0,28.0,4.4,12.6,0.0,0.0,0.0,0.0,0.0,0.0,1.2,14.8,2015.0,Receiving
140.0,Marlon Moore,CLE,WR,14.0,10.0,7.0,70.0,81.0,1.0,20.0,8.1,11.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.1,2015.0,Receiving
140.0,Aaron Dobson,NE,WR,8.0,21.0,13.0,61.9,141.0,0.0,24.0,6.7,10.8,0.0,0.0,0.0,0.0,0.0,0.0,1.8,14.1,2015.0,Receiving
142.0,Bruce Ellington,SF,WR,13.0,19.0,13.0,68.4,153.0,0.0,44.0,8.1,11.8,1.0,7.0,7.0,0.0,3.0,1.0,1.1,14.0,2015.0,Receiving
143.0,Andre Roberts,WAS,WR,9.0,22.0,11.0,50.0,135.0,0.0,38.0,6.1,12.3,0.0,0.0,0.0,0.0,1.0,0.0,1.5,13.5,2015.0,Receiving
144.0,Ricardo Lockette,SEA,WR,8.0,7.0,4.0,57.1,69.0,1.0,40.0,9.9,17.2,0.0,0.0,0.0,0.0,0.0,0.0,1.6,12.9,2015.0,Receiving
144.0,Keith Mumphery,HOU,WR,16.0,32.0,14.0,43.8,129.0,0.0,26.0,4.0,9.2,0.0,0.0,0.0,0.0,3.0,0.0,0.8,12.9,2015.0,Receiving
146.0,Charles Johnson,MIN,WR,11.0,13.0,9.0,69.2,127.0,0.0,35.0,9.8,14.1,0.0,0.0,0.0,0.0,0.0,0.0,1.2,12.7,2015.0,Receiving
147.0,Cody Latimer,DEN,WR,14.0,11.0,6.0,54.5,59.0,1.0,15.0,5.4,9.8,2.0,1.0,0.5,0.0,0.0,0.0,0.9,12.0,2015.0,Receiving
147.0,Cameron Meredith,CHI,WR,11.0,16.0,11.0,68.8,120.0,0.0,22.0,7.5,10.9,0.0,0.0,0.0,0.0,0.0,0.0,1.1,12.0,2015.0,Receiving
149.0,Jason Avant,KC,WR,16.0,24.0,15.0,62.5,119.0,0.0,20.0,5.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.7,11.9,2015.0,Receiving
149.0,Brandon Tate,CIN,WR,16.0,3.0,2.0,66.7,59.0,1.0,55.0,19.7,29.5,0.0,0.0,0.0,0.0,1.0,0.0,0.7,11.9,2015.0,Receiving
149.0,Bradley Marquez,LAR,WR,16.0,23.0,14.0,60.9,119.0,0.0,14.0,5.2,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.7,11.9,2015.0,Receiving
152.0,Marcus Easley,BUF,WR,13.0,3.0,1.0,33.3,58.0,1.0,58.0,19.3,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,11.8,2015.0,Receiving
153.0,Darius Jennings,CLE,WR,4.0,21.0,14.0,66.7,117.0,0.0,16.0,5.6,8.4,0.0,0.0,0.0,0.0,1.0,0.0,2.9,11.7,2015.0,Receiving
154.0,Jerome Simpson,SF,WR,6.0,19.0,5.0,26.3,54.0,1.0,16.0,2.8,10.8,0.0,0.0,0.0,0.0,0.0,0.0,1.9,11.4,2015.0,Receiving
155.0,Marlon Brown,BAL,WR,10.0,30.0,14.0,46.7,112.0,0.0,22.0,3.7,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,11.2,2015.0,Receiving
155.0,Michael Campanaro,BAL,WR,4.0,6.0,5.0,83.3,35.0,0.0,11.0,5.8,7.0,2.0,17.0,8.5,1.0,0.0,0.0,2.8,11.2,2015.0,Receiving
157.0,Jared Abbrederis,GB,WR,10.0,16.0,9.0,56.2,111.0,0.0,32.0,6.9,12.3,0.0,0.0,0.0,0.0,1.0,0.0,1.1,11.1,2015.0,Receiving
158.0,Lucky Whitehead,DAL,WR,15.0,8.0,6.0,75.0,16.0,0.0,8.0,2.0,2.7,10.0,107.0,10.7,0.0,1.0,1.0,0.7,10.3,2015.0,Receiving
159.0,Wes Welker,LAR,WR,8.0,22.0,13.0,59.1,102.0,0.0,14.0,4.6,7.8,0.0,0.0,0.0,0.0,0.0,0.0,1.3,10.2,2015.0,Receiving
159.0,Brian Quick,LAR,WR,13.0,32.0,10.0,31.2,102.0,0.0,37.0,3.2,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.8,10.2,2015.0,Receiving
161.0,Brenton Bersin,CAR,WR,9.0,11.0,9.0,81.8,119.0,0.0,30.0,10.8,13.2,0.0,0.0,0.0,0.0,1.0,1.0,1.1,9.9,2015.0,Receiving
162.0,Russell Shepard,TB,WR,13.0,9.0,3.0,33.3,28.0,1.0,18.0,3.1,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.7,8.8,2015.0,Receiving
163.0,Deonte Thompson,CHI,WR,7.0,3.0,2.0,66.7,81.0,0.0,45.0,27.0,40.5,0.0,0.0,0.0,0.0,0.0,0.0,1.2,8.1,2015.0,Receiving
164.0,Chris Owusu,NYJ,WR,3.0,13.0,6.0,46.2,80.0,0.0,43.0,6.2,13.3,0.0,0.0,0.0,0.0,0.0,0.0,2.7,8.0,2015.0,Receiving
165.0,Jeff Janis,GB,WR,16.0,12.0,2.0,16.7,79.0,0.0,46.0,6.6,39.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,7.9,2015.0,Receiving
166.0,Tre McBride,TEN,WR,7.0,4.0,2.0,50.0,8.0,1.0,7.0,2.0,4.0,1.0,8.0,8.0,0.0,1.0,0.0,1.1,7.6,2015.0,Receiving
167.0,Daniel Brown,BAL,WR,6.0,11.0,6.0,54.5,64.0,0.0,31.0,5.8,10.7,0.0,0.0,0.0,0.0,0.0,0.0,1.1,6.4,2015.0,Receiving
168.0,Corey Fuller,DET,WR,12.0,9.0,4.0,44.4,76.0,0.0,48.0,8.4,19.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,5.6,2015.0,Receiving
169.0,Hakeem Nicks,NYG,WR,6.0,14.0,7.0,50.0,54.0,0.0,19.0,3.9,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.9,5.4,2015.0,Receiving
170.0,Dwayne Bowe,CLE,WR,7.0,13.0,5.0,38.5,53.0,0.0,16.0,4.1,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.8,5.3,2015.0,Receiving
171.0,Preston Parker,NYG,WR,2.0,12.0,5.0,41.7,43.0,0.0,15.0,3.6,8.6,0.0,0.0,0.0,0.0,0.0,0.0,2.2,4.3,2015.0,Receiving
171.0,Kevin Smith,SEA,WR,7.0,5.0,3.0,60.0,43.0,0.0,21.0,8.6,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.6,4.3,2015.0,Receiving
173.0,Greg Salas,BUF,WR,2.0,5.0,3.0,60.0,41.0,0.0,20.0,8.2,13.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.1,2015.0,Receiving
173.0,Terrelle Pryor,CLE,WR,3.0,8.0,1.0,12.5,42.0,0.0,42.0,5.2,42.0,1.0,-1.0,-1.0,0.0,0.0,0.0,1.4,4.1,2015.0,Receiving
175.0,Paul Richardson,SEA,WR,1.0,1.0,1.0,100.0,40.0,0.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2015.0,Receiving
176.0,Jeremy Ross,OAK,WR,11.0,14.0,9.0,64.3,88.0,0.0,18.0,6.3,9.8,1.0,2.0,2.0,0.0,4.0,3.0,0.3,3.0,2015.0,Receiving
177.0,Andrew Turzilli,TEN,WR,3.0,2.0,2.0,100.0,25.0,0.0,18.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2.5,2015.0,Receiving
178.0,TJ Graham,NO,WR,4.0,4.0,4.0,100.0,24.0,0.0,18.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2.4,2015.0,Receiving
178.0,Marquise Goodwin,BUF,WR,2.0,2.0,2.0,100.0,24.0,0.0,14.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2.4,2015.0,Receiving
180.0,Vincent Brown,LAC,WR,1.0,2.0,1.0,50.0,22.0,0.0,22.0,11.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,2.2,2015.0,Receiving
181.0,Geremy Davis,NYG,WR,10.0,3.0,2.0,66.7,21.0,0.0,16.0,7.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.1,2015.0,Receiving
182.0,Deandrew White,SF,WR,4.0,2.0,2.0,100.0,18.0,0.0,10.0,9.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,1.8,2015.0,Receiving
183.0,Tyler Murphy,PIT,WR,2.0,1.0,1.0,100.0,16.0,0.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.6,2015.0,Receiving
184.0,Eric Weems,ATL,WR,16.0,1.0,1.0,100.0,11.0,0.0,11.0,11.0,11.0,1.0,4.0,4.0,0.0,0.0,0.0,0.1,1.5,2015.0,Receiving
184.0,Mario Alford,CIN,WR,1.0,1.0,1.0,100.0,15.0,0.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,2015.0,Receiving
186.0,Chandler Worthy,HOU,WR,3.0,4.0,3.0,75.0,14.0,0.0,12.0,3.5,4.7,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1.4,2015.0,Receiving
187.0,Kasen Williams,SEA,WR,2.0,1.0,1.0,100.0,8.0,0.0,8.0,8.0,8.0,1.0,5.0,5.0,0.0,0.0,0.0,0.6,1.3,2015.0,Receiving
188.0,Jonathan Krause,PHI,WR,2.0,4.0,2.0,50.0,11.0,0.0,7.0,2.8,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.1,2015.0,Receiving
188.0,Sammie Coates,PIT,WR,7.0,2.0,1.0,50.0,11.0,0.0,11.0,5.5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.1,2015.0,Receiving
190.0,Ben Edwards,NYG,WR,2.0,2.0,1.0,50.0,9.0,0.0,9.0,4.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.9,2015.0,Receiving
191.0,Rod Streater,OAK,WR,1.0,1.0,1.0,100.0,8.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,2015.0,Receiving
191.0,Tony Washington,JAX,WR,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,8.0,0.0,0.0,0.0,0.2,0.8,2015.0,Receiving
193.0,Damaris Johnson,TEN,WR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,0.0,0.0,0.0,0.6,0.6,2015.0,Receiving
194.0,Cordarrelle Patterson,MIN,WR,16.0,2.0,2.0,100.0,10.0,0.0,9.0,5.0,5.0,2.0,15.0,7.5,0.0,1.0,1.0,0.0,0.5,2015.0,Receiving
194.0,Brittan Golden,ARI,WR,14.0,1.0,1.0,100.0,5.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,2015.0,Receiving
196.0,Seyi Ajirotutu,PHI,WR,13.0,3.0,1.0,33.3,4.0,0.0,4.0,1.3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2015.0,Receiving
197.0,Devin Hester,ATL,WR,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,Receiving
197.0,Matthew Slater,NE,WR,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,Receiving
197.0,Joseph Morgan,BAL,WR,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,Receiving
197.0,Nick Toon,LAR,WR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,Receiving
197.0,Saalim Hakim,KC,WR,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,Receiving
197.0,Rico Richardson,TEN,WR,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015.0,Receiving
