Rank,Name,Team,Position,Played,SoloTackles,AssistedTackles,TacklesForLoss,Sacks,SackYards,QuarterbackHits,PassesDefended,Interceptions,FumblesForced,FumblesRecovered,DefensiveTouchdowns,FantasyPointsPerGame,FantasyPoints,Year
235,Vinny Curry,PHI,DE,16,25,17,11.0,3.0,25.0,17,0,0,0,0,0,4.4,70.0,2017
235,John Simon,IND,DE,9,28,14,6.5,3.0,15.0,11,1,1,0,0,1,7.8,70.0,2017
235,Hayes Pullard,LAC,ILB,13,47,25,3.5,0.0,0.0,0,1,1,0,1,0,5.4,70.0,2017
235,Derrick Kindred,CLE,SS,14,42,13,10.5,0.0,0.0,2,6,1,0,0,0,5.0,70.0,2017
239,Bashaud Breeland,WAS,CB,15,35,13,0.0,0.0,0.0,0,19,1,0,0,1,4.6,69.5,2017
239,Martrell Spaight,WAS,OLB,15,44,30,4.5,0.0,0.0,1,2,0,0,1,0,4.6,69.5,2017
239,Ryan Smith,TB,CB,15,50,11,0.0,0.0,0.0,0,5,0,2,1,0,4.6,69.5,2017
242,Logan Ryan,TEN,CB,15,50,12,2.0,0.0,0.0,0,11,0,0,0,0,4.6,69.0,2017
243,Denico Autry,OAK,DT,16,23,13,9.0,5.0,44.5,9,7,0,0,0,0,4.3,68.95,2017
244,Marcus Gilchrist,HOU,FS,16,45,11,2.5,1.0,8.0,1,6,1,1,0,0,4.3,68.8,2017
245,Chris Long,PHI,DE,16,19,9,4.0,5.0,17.0,20,0,0,3,0,0,4.3,68.2,2017
245,Brian Poole,ATL,CB,15,49,14,2.0,1.0,12.0,3,4,0,0,0,0,4.5,68.2,2017
247,Paul Posluszny,JAX,ILB,16,43,18,7.0,1.5,6.0,3,2,0,0,0,0,4.2,67.6,2017
247,AJ Klein,NO,OLB,12,37,17,6.0,2.0,21.0,3,4,0,1,0,0,5.6,67.6,2017
249,Robert McClain,TB,CB,14,41,8,2.5,0.0,0.0,0,5,3,0,0,1,4.8,67.5,2017
250,Xavier Rhodes,MIN,CB,16,44,12,1.0,0.0,0.0,0,10,2,0,0,0,4.2,67.0,2017
250,Nickell Robey,LAR,CB,15,39,10,2.0,0.0,0.0,0,9,2,1,1,0,4.5,67.0,2017
252,Solomon Thomas,SF,DE,14,34,7,8.5,3.0,9.0,11,0,0,0,1,0,4.8,66.9,2017
253,Olsen Pierre,ARI,DT,14,22,8,10.0,5.5,57.0,9,2,0,1,0,0,4.8,66.7,2017
254,Korey Toomer,LAC,ILB,15,32,18,2.5,1.0,9.0,2,3,1,2,0,1,4.4,66.4,2017
255,Ross Cockrell,NYG,DB,16,37,13,2.5,0.0,0.0,0,11,3,0,0,0,4.1,66.0,2017
255,Jourdan Lewis,DAL,CB,15,48,6,2.0,0.0,0.0,0,10,1,0,0,0,4.4,66.0,2017
257,Willie Henry,BAL,DT,14,24,9,6.0,3.5,23.0,11,5,0,0,2,0,4.7,65.8,2017
258,Manti Te'o,NO,ILB,16,42,19,8.0,0.0,0.0,0,3,0,0,1,0,4.1,65.5,2017
258,Bradley Roby,DEN,CB,16,35,7,1.0,1.0,0.0,1,17,1,0,1,0,4.1,65.5,2017
260,Johnathan Joseph,HOU,CB,16,37,10,2.0,0.0,0.0,0,9,2,0,0,1,4.1,65.0,2017
261,Connor Barwin,LAR,OLB,14,26,8,6.5,5.0,31.0,12,0,0,0,1,0,4.6,64.6,2017
262,Stephon Gilmore,NE,CB,13,47,3,1.0,0.0,0.0,0,9,2,0,0,0,5.0,64.5,2017
263,Brad McDougald,SEA,SS,16,45,23,3.0,0.0,0.0,0,4,0,0,0,0,4.0,63.5,2017
264,Devon Kennard,NYG,OLB,15,25,17,7.5,4.0,24.0,7,2,0,0,1,0,4.2,63.4,2017
265,Carl Lawson,CIN,DE,16,10,5,9.5,8.0,51.0,20,0,0,0,0,0,3.9,63.1,2017
266,DJ Hayden,DET,CB,16,35,7,1.0,0.5,4.5,1,9,0,0,2,1,3.9,62.95,2017
267,Takk McKinley,ATL,DE,16,15,5,10.5,6.0,28.0,10,1,0,2,1,0,3.9,62.8,2017
268,Calvin Munson,NYG,LB,14,35,22,7.0,2.0,5.0,2,0,0,1,0,0,4.5,62.5,2017
269,David Irving,DAL,DT,8,13,9,9.5,7.0,51.0,10,6,0,0,0,0,7.8,62.1,2017
269,Nick Kwiatkoski,CHI,ILB,11,40,11,3.0,2.0,16.0,3,2,0,1,0,0,5.6,62.1,2017
271,Brock Coyle,SF,ILB,16,37,26,4.0,0.5,0.5,3,1,0,1,0,0,3.9,62.05,2017
272,Leonard Johnson,BUF,CB,15,41,12,2.0,0.0,0.0,0,7,0,1,1,0,4.1,62.0,2017
272,Janoris Jenkins,NYG,CB,9,27,4,0.0,0.0,0.0,0,9,3,1,0,2,6.9,62.0,2017
274,Muhammad Wilkerson,NYJ,DE,13,26,20,4.5,3.5,13.5,6,4,1,0,0,0,4.8,61.85,2017
275,Kyle Williams,BUF,DT,16,21,20,3.0,3.0,17.0,9,2,0,0,1,0,3.9,61.8,2017
276,Lardarius Webb,BAL,FS,16,37,2,4.0,2.0,17.0,2,3,2,1,0,0,3.9,61.7,2017
277,Sheldon Richardson,SEA,DT,15,27,17,3.5,1.0,5.0,7,1,1,1,2,0,4.1,61.5,2017
277,Matt Milano,BUF,OLB,16,31,16,3.5,0.0,0.0,2,2,1,1,1,1,3.8,61.5,2017
279,Shelby Harris,DEN,NT,16,22,12,7.0,5.5,33.0,9,3,0,0,0,0,3.8,61.3,2017
280,Tramon Williams,ARI,FS,13,39,2,0.0,0.0,0.0,0,12,2,0,1,0,4.7,61.0,2017
280,Jimmy Smith,BAL,CB,12,26,2,1.0,0.0,0.0,0,9,3,0,1,2,5.1,61.0,2017
282,Robert Ayers Jr,TB,DE,12,21,11,5.0,2.0,14.0,18,0,0,2,0,0,5.1,60.9,2017
283,Bobby McCain,MIA,CB,16,34,12,3.5,1.0,13.0,1,7,2,0,0,0,3.8,60.8,2017
284,Eli Apple,NYG,CB,11,41,8,0.5,0.0,0.0,1,8,0,0,2,0,5.5,60.5,2017
284,Nicholas Morrow,OAK,OLB,16,39,21,5.0,0.0,0.0,2,4,0,0,0,0,3.8,60.5,2017
286,Lawrence Guy,NE,DT,16,34,24,6.5,1.0,3.0,4,1,0,0,0,0,3.7,59.8,2017
286,Deatrich Wise Jr,NE,DE,16,16,10,5.0,5.0,38.0,19,1,0,0,0,0,3.7,59.8,2017
288,Bennie Logan,KC,DT,15,34,17,9.0,1.5,9.5,3,1,0,0,0,0,4.0,59.45,2017
289,Emmanuel Ogbah,CLE,DE,10,18,11,8.0,4.0,18.0,6,6,0,1,1,0,5.9,59.3,2017
290,Tyrone Crawford,DAL,DT,16,18,9,5.5,4.0,30.0,12,2,0,1,1,0,3.7,59.0,2017
290,Cory James,OAK,OLB,10,42,14,6.0,0.0,0.0,0,1,0,1,0,0,5.9,59.0,2017
292,Jaquiski Tartt,SF,SS,9,37,17,4.0,0.5,3.0,2,3,1,0,0,0,6.5,58.8,2017
293,Jayon Brown,TEN,ILB,16,37,14,1.5,1.5,1.5,3,4,0,0,1,0,3.7,58.65,2017
294,Byron Maxwell,SEA,CB,9,39,7,0.0,0.0,0.0,0,7,1,2,0,0,6.5,58.5,2017
294,Nevin Lawson,DET,CB,15,38,7,0.0,0.0,0.0,1,4,0,1,1,1,3.9,58.5,2017
296,Stephon Tuitt,PIT,DE,12,19,6,9.5,3.0,22.0,13,2,0,1,0,0,4.8,57.7,2017
296,Matt Longacre,LAR,OLB,14,16,6,6.0,5.5,27.0,13,0,0,1,1,0,4.1,57.7,2017
298,Prince Amukamara,CHI,CB,14,46,3,0.0,0.0,0.0,0,7,0,0,1,0,4.1,57.5,2017
298,Zach Vigil,WAS,ILB,7,41,18,2.5,0.0,0.0,0,2,0,0,1,0,8.2,57.5,2017
300,Vic Beasley,ATL,DE,14,23,6,8.0,5.0,30.0,5,2,0,1,0,0,4.1,57.0,2017
