Rank,Name,Team,Position,Played,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints,Year,Category
166.0,De'Angelo Henderson,NYJ,RB,1.0,2.0,19.0,9.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.1,-0.1,2018.0,Rushing
167.0,Robert Turbin,IND,RB,2.0,4.0,10.0,2.5,0.0,2.0,1.0,3.0,0.0,1.0,1.0,-0.4,-0.7,2018.0,Rushing
1.0,Todd Gurley,LAR,RB,15.0,279.0,1305.0,4.7,13.0,87.0,64.0,788.0,6.0,5.0,2.0,21.3,319.3,2017.0,Rushing
2.0,Le'Veon Bell,PIT,RB,15.0,321.0,1291.0,4.0,9.0,106.0,85.0,655.0,2.0,3.0,2.0,17.1,256.6,2017.0,Rushing
3.0,Kareem Hunt,KC,RB,16.0,272.0,1327.0,4.9,8.0,63.0,53.0,455.0,3.0,1.0,1.0,15.1,242.2,2017.0,Rushing
4.0,Alvin Kamara,NO,RB,16.0,120.0,728.0,6.1,8.0,100.0,81.0,826.0,5.0,1.0,1.0,14.6,233.4,2017.0,Rushing
5.0,Melvin Gordon,LAC,RB,16.0,284.0,1105.0,3.9,8.0,83.0,58.0,476.0,4.0,1.0,0.0,14.4,230.1,2017.0,Rushing
6.0,Mark Ingram,NO,RB,16.0,230.0,1124.0,4.9,12.0,71.0,58.0,416.0,0.0,3.0,3.0,13.8,220.0,2017.0,Rushing
7.0,LeSean McCoy,BUF,RB,16.0,287.0,1138.0,4.0,6.0,77.0,59.0,448.0,2.0,3.0,1.0,12.8,204.6,2017.0,Rushing
8.0,Leonard Fournette,JAX,RB,13.0,268.0,1040.0,3.9,9.0,48.0,36.0,302.0,1.0,2.0,0.0,14.9,194.2,2017.0,Rushing
9.0,Ezekiel Elliott,DAL,RB,10.0,242.0,983.0,4.1,7.0,38.0,26.0,269.0,2.0,1.0,1.0,17.7,177.2,2017.0,Rushing
10.0,Jordan Howard,CHI,RB,16.0,276.0,1122.0,4.1,9.0,32.0,23.0,125.0,0.0,1.0,1.0,11.0,176.7,2017.0,Rushing
11.0,Carlos Hyde,SF,RB,16.0,240.0,938.0,3.9,8.0,88.0,59.0,350.0,0.0,2.0,1.0,10.9,174.8,2017.0,Rushing
12.0,Dion Lewis,NE,RB,16.0,180.0,896.0,5.0,6.0,36.0,32.0,214.0,3.0,0.0,0.0,10.3,165.0,2017.0,Rushing
13.0,Devonta Freeman,ATL,RB,14.0,196.0,865.0,4.4,7.0,47.0,36.0,317.0,1.0,4.0,1.0,11.7,164.2,2017.0,Rushing
14.0,Lamar Miller,HOU,RB,16.0,238.0,888.0,3.7,3.0,45.0,36.0,327.0,3.0,1.0,0.0,9.8,157.5,2017.0,Rushing
15.0,Christian McCaffrey,CAR,RB,16.0,117.0,435.0,3.7,2.0,113.0,80.0,651.0,5.0,2.0,1.0,9.3,148.6,2017.0,Rushing
16.0,Alex Collins,BAL,RB,15.0,212.0,973.0,4.6,6.0,36.0,23.0,187.0,0.0,4.0,2.0,9.9,148.0,2017.0,Rushing
17.0,CJ Anderson,DEN,RB,16.0,245.0,1007.0,4.1,3.0,40.0,28.0,224.0,1.0,1.0,1.0,9.2,147.1,2017.0,Rushing
18.0,Frank Gore,IND,RB,16.0,261.0,961.0,3.7,3.0,38.0,29.0,245.0,1.0,3.0,0.0,9.0,144.6,2017.0,Rushing
19.0,Marshawn Lynch,OAK,RB,15.0,207.0,891.0,4.3,7.0,31.0,20.0,151.0,0.0,1.0,1.0,9.6,144.2,2017.0,Rushing
20.0,Latavius Murray,MIN,RB,16.0,216.0,842.0,3.9,8.0,17.0,15.0,103.0,0.0,1.0,0.0,8.9,142.5,2017.0,Rushing
21.0,Duke Johnson,CLE,RB,16.0,82.0,348.0,4.2,4.0,93.0,74.0,693.0,3.0,4.0,2.0,8.9,142.1,2017.0,Rushing
22.0,Tevin Coleman,ATL,RB,15.0,156.0,628.0,4.0,5.0,39.0,27.0,299.0,3.0,1.0,0.0,9.4,140.7,2017.0,Rushing
23.0,DeMarco Murray,TEN,RB,15.0,184.0,659.0,3.6,6.0,47.0,39.0,266.0,1.0,1.0,1.0,8.8,132.5,2017.0,Rushing
24.0,Jerick McKinnon,MIN,RB,16.0,150.0,570.0,3.8,3.0,68.0,51.0,421.0,2.0,3.0,2.0,7.9,127.1,2017.0,Rushing
25.0,Derrick Henry,TEN,RB,16.0,176.0,744.0,4.2,5.0,17.0,11.0,136.0,1.0,1.0,0.0,7.8,124.0,2017.0,Rushing
26.0,Bilal Powell,NYJ,RB,15.0,178.0,772.0,4.3,5.0,33.0,23.0,170.0,0.0,1.0,1.0,8.1,122.2,2017.0,Rushing
27.0,Javorius Allen,BAL,RB,16.0,153.0,591.0,3.9,4.0,60.0,46.0,250.0,2.0,0.0,0.0,7.5,120.1,2017.0,Rushing
28.0,Orleans Darkwa,NYG,RB,15.0,171.0,751.0,4.4,5.0,28.0,19.0,116.0,0.0,1.0,0.0,7.9,118.7,2017.0,Rushing
29.0,Jamaal Williams,GB,RB,16.0,153.0,556.0,3.6,4.0,34.0,25.0,262.0,2.0,0.0,0.0,7.4,117.8,2017.0,Rushing
30.0,Isaiah Crowell,CLE,RB,16.0,206.0,853.0,4.1,2.0,42.0,28.0,182.0,0.0,1.0,1.0,7.2,115.5,2017.0,Rushing
31.0,Chris Thompson,WAS,RB,10.0,64.0,294.0,4.6,2.0,54.0,39.0,510.0,4.0,3.0,2.0,11.2,112.4,2017.0,Rushing
32.0,Joe Mixon,CIN,RB,14.0,178.0,626.0,3.5,4.0,34.0,30.0,287.0,0.0,3.0,2.0,8.0,111.3,2017.0,Rushing
33.0,Jay Ajayi,PHI,RB,14.0,208.0,873.0,4.2,1.0,34.0,24.0,158.0,1.0,3.0,2.0,7.9,111.1,2017.0,Rushing
34.0,Kenyan Drake,MIA,RB,16.0,133.0,644.0,4.8,3.0,48.0,32.0,239.0,1.0,2.0,2.0,6.9,110.3,2017.0,Rushing
35.0,Jonathan Stewart,CAR,RB,15.0,198.0,680.0,3.4,6.0,15.0,8.0,52.0,1.0,3.0,3.0,7.3,109.2,2017.0,Rushing
36.0,Giovani Bernard,CIN,RB,16.0,105.0,458.0,4.4,2.0,60.0,43.0,389.0,2.0,0.0,0.0,6.8,108.7,2017.0,Rushing
37.0,Theo Riddick,DET,RB,16.0,84.0,286.0,3.4,3.0,71.0,53.0,444.0,2.0,1.0,1.0,6.3,101.0,2017.0,Rushing
38.0,Rex Burkhead,NE,RB,10.0,64.0,264.0,4.1,5.0,36.0,30.0,254.0,3.0,1.0,0.0,10.0,99.8,2017.0,Rushing
39.0,LeGarrette Blount,PHI,RB,16.0,173.0,766.0,4.4,2.0,8.0,8.0,50.0,1.0,1.0,1.0,6.2,99.6,2017.0,Rushing
40.0,Ameer Abdullah,DET,RB,14.0,165.0,552.0,3.3,4.0,35.0,25.0,162.0,1.0,2.0,1.0,7.1,99.4,2017.0,Rushing
41.0,Tarik Cohen,CHI,RB,16.0,87.0,370.0,4.3,2.0,71.0,53.0,353.0,1.0,3.0,2.0,5.7,91.14,2017.0,Rushing
42.0,Samaje Perine,WAS,RB,16.0,175.0,603.0,3.4,1.0,24.0,22.0,182.0,1.0,2.0,2.0,5.4,86.5,2017.0,Rushing
43.0,Matt Forte,NYJ,RB,12.0,103.0,381.0,3.7,2.0,45.0,37.0,293.0,1.0,1.0,1.0,7.0,83.4,2017.0,Rushing
44.0,Matt Breida,SF,RB,16.0,105.0,465.0,4.4,2.0,36.0,21.0,180.0,1.0,1.0,0.0,5.2,82.5,2017.0,Rushing
45.0,Corey Clement,PHI,RB,16.0,74.0,321.0,4.3,4.0,15.0,10.0,123.0,2.0,0.0,0.0,5.2,82.4,2017.0,Rushing
46.0,Marlon Mack,IND,RB,14.0,93.0,358.0,3.8,3.0,33.0,21.0,225.0,1.0,1.0,0.0,5.9,82.3,2017.0,Rushing
47.0,Austin Ekeler,LAC,RB,16.0,47.0,260.0,5.5,2.0,35.0,27.0,279.0,3.0,2.0,2.0,5.0,79.9,2017.0,Rushing
48.0,James White,NE,RB,14.0,43.0,171.0,4.0,0.0,72.0,56.0,429.0,3.0,0.0,0.0,5.6,78.0,2017.0,Rushing
49.0,Rod Smith,DAL,RB,15.0,55.0,232.0,4.2,4.0,23.0,19.0,202.0,1.0,0.0,0.0,4.9,73.4,2017.0,Rushing
50.0,Aaron Jones,GB,RB,12.0,81.0,448.0,5.5,4.0,18.0,9.0,22.0,0.0,0.0,0.0,5.9,71.0,2017.0,Rushing
51.0,Wayne Gallman,NYG,RB,13.0,111.0,476.0,4.3,0.0,48.0,34.0,193.0,1.0,3.0,1.0,5.5,70.9,2017.0,Rushing
52.0,Peyton Barber,TB,RB,16.0,108.0,423.0,3.9,3.0,19.0,16.0,114.0,0.0,2.0,1.0,4.4,69.7,2017.0,Rushing
53.0,Ty Montgomery,GB,RB,8.0,71.0,273.0,3.8,3.0,31.0,23.0,173.0,1.0,0.0,0.0,8.6,68.6,2017.0,Rushing
54.0,Adrian Peterson,ARI,RB,10.0,156.0,529.0,3.4,2.0,19.0,11.0,70.0,0.0,3.0,2.0,6.8,67.9,2017.0,Rushing
55.0,Mike Gillislee,NE,RB,9.0,104.0,383.0,3.7,5.0,1.0,1.0,15.0,0.0,1.0,1.0,7.5,67.8,2017.0,Rushing
56.0,Doug Martin,TB,RB,11.0,138.0,406.0,2.9,3.0,18.0,9.0,84.0,0.0,1.0,1.0,6.1,67.0,2017.0,Rushing
57.0,Alfred Morris,DAL,RB,14.0,115.0,547.0,4.8,1.0,9.0,7.0,45.0,0.0,0.0,0.0,4.7,65.2,2017.0,Rushing
58.0,Chris Ivory,JAX,RB,14.0,112.0,382.0,3.4,1.0,28.0,21.0,175.0,1.0,2.0,2.0,4.6,63.7,2017.0,Rushing
59.0,JD McKissic,SEA,RB,13.0,46.0,187.0,4.1,1.0,46.0,34.0,266.0,2.0,0.0,0.0,4.9,63.3,2017.0,Rushing
60.0,Devontae Booker,DEN,RB,13.0,79.0,299.0,3.8,1.0,38.0,30.0,275.0,0.0,1.0,1.0,4.7,61.4,2017.0,Rushing
61.0,Elijah McGuire,NYJ,RB,16.0,88.0,315.0,3.6,1.0,26.0,17.0,177.0,1.0,2.0,2.0,3.7,59.2,2017.0,Rushing
62.0,Jalen Richard,OAK,RB,16.0,56.0,275.0,4.9,1.0,36.0,27.0,256.0,1.0,8.0,3.0,3.7,59.1,2017.0,Rushing
63.0,Kerwynn Williams,ARI,RB,16.0,120.0,426.0,3.6,1.0,15.0,10.0,93.0,0.0,0.0,0.0,3.6,57.9,2017.0,Rushing
64.0,TJ Yeldon,JAX,RB,10.0,49.0,253.0,5.2,2.0,41.0,30.0,224.0,0.0,2.0,1.0,5.8,57.7,2017.0,Rushing
65.0,Dalvin Cook,MIN,RB,4.0,74.0,354.0,4.8,2.0,16.0,11.0,90.0,0.0,1.0,1.0,13.6,54.4,2017.0,Rushing
66.0,Deandre Washington,OAK,RB,15.0,57.0,153.0,2.7,2.0,45.0,34.0,197.0,1.0,2.0,1.0,3.4,51.0,2017.0,Rushing
66.0,D'Onta Foreman,HOU,RB,10.0,78.0,327.0,4.2,2.0,8.0,6.0,83.0,0.0,2.0,1.0,5.1,51.0,2017.0,Rushing
68.0,Andre Ellington,HOU,RB,12.0,20.0,55.0,2.8,1.0,59.0,39.0,369.0,0.0,0.0,0.0,4.0,48.4,2017.0,Rushing
69.0,Charcandrick West,KC,RB,13.0,18.0,72.0,4.0,2.0,34.0,27.0,150.0,2.0,1.0,0.0,3.6,46.2,2017.0,Rushing
70.0,Jamaal Charles,DEN,RB,14.0,69.0,296.0,4.3,1.0,28.0,23.0,129.0,0.0,2.0,2.0,3.2,44.5,2017.0,Rushing
71.0,Shane Vereen,NYG,RB,16.0,45.0,164.0,3.6,0.0,53.0,44.0,253.0,0.0,0.0,0.0,2.5,39.7,2017.0,Rushing
72.0,Damien Williams,MIA,RB,11.0,46.0,181.0,3.9,0.0,28.0,20.0,155.0,1.0,0.0,0.0,3.6,39.6,2017.0,Rushing
73.0,Rob Kelley,WAS,RB,7.0,62.0,194.0,3.1,3.0,7.0,4.0,18.0,0.0,0.0,0.0,5.6,39.2,2017.0,Rushing
74.0,Corey Grant,JAX,RB,16.0,30.0,248.0,8.3,2.0,4.0,3.0,41.0,0.0,1.0,1.0,2.4,38.9,2017.0,Rushing
75.0,Charles Sims,TB,RB,16.0,21.0,95.0,4.5,0.0,47.0,35.0,249.0,1.0,1.0,1.0,2.4,38.4,2017.0,Rushing
76.0,Jacquizz Rodgers,TB,RB,16.0,64.0,244.0,3.8,1.0,11.0,9.0,74.0,0.0,0.0,0.0,2.4,37.8,2017.0,Rushing
77.0,Alfred Blue,HOU,RB,11.0,71.0,262.0,3.7,1.0,9.0,7.0,54.0,0.0,0.0,0.0,3.4,37.6,2017.0,Rushing
78.0,Mike Davis,SEA,RB,6.0,68.0,240.0,3.5,0.0,18.0,15.0,131.0,0.0,0.0,0.0,6.2,37.1,2017.0,Rushing
79.0,Benjamin Cunningham,CHI,RB,14.0,9.0,29.0,3.2,0.0,26.0,20.0,240.0,2.0,1.0,1.0,2.6,36.9,2017.0,Rushing
80.0,Kyle Juszczyk,SF,FB,14.0,7.0,31.0,4.4,0.0,42.0,33.0,315.0,1.0,2.0,2.0,2.6,36.6,2017.0,Rushing
81.0,Mike Tolbert,BUF,FB,12.0,66.0,247.0,3.7,1.0,17.0,14.0,78.0,0.0,2.0,1.0,3.0,36.5,2017.0,Rushing
82.0,Malcolm Brown,LAR,RB,11.0,63.0,246.0,3.9,1.0,11.0,9.0,53.0,0.0,1.0,0.0,3.3,35.9,2017.0,Rushing
83.0,Wendell Smallwood,PHI,RB,8.0,47.0,174.0,3.7,1.0,18.0,13.0,103.0,0.0,0.0,0.0,4.2,33.7,2017.0,Rushing
84.0,Chris Carson,SEA,RB,4.0,49.0,208.0,4.2,0.0,8.0,7.0,59.0,1.0,0.0,0.0,8.2,32.7,2017.0,Rushing
85.0,Tion Green,DET,RB,5.0,42.0,165.0,3.9,2.0,2.0,2.0,14.0,0.0,0.0,0.0,6.0,29.9,2017.0,Rushing
86.0,Elijhaa Penny,ARI,RB,16.0,31.0,124.0,4.0,2.0,6.0,4.0,38.0,0.0,0.0,0.0,1.8,28.2,2017.0,Rushing
87.0,Kapri Bibbs,WAS,RB,3.0,21.0,79.0,3.8,0.0,17.0,14.0,128.0,1.0,0.0,0.0,8.9,26.7,2017.0,Rushing
88.0,Terrance West,BAL,RB,5.0,39.0,138.0,3.5,2.0,4.0,2.0,23.0,0.0,1.0,1.0,5.2,26.1,2017.0,Rushing
89.0,Danny Woodhead,BAL,RB,8.0,14.0,56.0,4.0,0.0,39.0,33.0,200.0,0.0,0.0,0.0,3.2,25.6,2017.0,Rushing
90.0,Thomas Rawls,SEA,RB,12.0,58.0,157.0,2.7,0.0,13.0,9.0,94.0,0.0,1.0,1.0,1.9,23.1,2017.0,Rushing
91.0,Tommy Bohanon,JAX,FB,16.0,5.0,5.0,1.0,2.0,11.0,6.0,43.0,1.0,0.0,0.0,1.4,22.8,2017.0,Rushing
92.0,Eddie Lacy,SEA,RB,9.0,69.0,179.0,2.6,0.0,6.0,6.0,47.0,0.0,0.0,0.0,2.5,22.6,2017.0,Rushing
93.0,Travaris Cadet,BUF,RB,9.0,23.0,96.0,4.2,0.0,19.0,16.0,119.0,0.0,0.0,0.0,2.4,21.5,2017.0,Rushing
94.0,Patrick Ricard,BAL,FB,16.0,0.0,0.0,0.0,0.0,4.0,4.0,12.0,2.0,0.0,0.0,1.2,19.2,2017.0,Rushing
95.0,Kenjon Barner,PHI,RB,13.0,16.0,57.0,3.6,1.0,8.0,5.0,56.0,0.0,3.0,0.0,1.3,17.3,2017.0,Rushing
96.0,Robert Turbin,IND,RB,6.0,23.0,53.0,2.3,1.0,11.0,9.0,56.0,0.0,0.0,0.0,2.8,16.9,2017.0,Rushing
97.0,Stevan Ridley,PIT,RB,2.0,26.0,108.0,4.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,16.8,2017.0,Rushing
98.0,Nick Bellore,DET,RB,13.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.3,16.6,2017.0,Rushing
99.0,Chris Johnson,ARI,RB,4.0,45.0,114.0,2.5,0.0,6.0,5.0,43.0,0.0,0.0,0.0,3.9,15.7,2017.0,Rushing
99.0,Cameron Artis-Payne,CAR,RB,13.0,18.0,95.0,5.3,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.2,15.7,2017.0,Rushing
101.0,DJ Foster,ARI,RB,7.0,6.0,19.0,3.2,0.0,28.0,17.0,133.0,0.0,0.0,0.0,2.2,15.2,2017.0,Rushing
102.0,Anthony Sherman,KC,FB,16.0,14.0,40.0,2.9,1.0,8.0,6.0,47.0,0.0,0.0,0.0,0.9,14.7,2017.0,Rushing
103.0,James Conner,PIT,RB,14.0,32.0,144.0,4.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,14.4,2017.0,Rushing
104.0,CJ Ham,MIN,RB,16.0,7.0,13.0,1.9,1.0,8.0,7.0,68.0,0.0,0.0,0.0,0.9,14.1,2017.0,Rushing
105.0,Jamize Olawale,OAK,FB,12.0,9.0,43.0,4.8,1.0,7.0,6.0,33.0,0.0,1.0,0.0,1.1,13.6,2017.0,Rushing
105.0,Paul Perkins,NYG,RB,11.0,41.0,90.0,2.2,0.0,10.0,8.0,46.0,0.0,0.0,0.0,1.2,13.6,2017.0,Rushing
107.0,Jeremy Hill,CIN,RB,7.0,37.0,116.0,3.1,0.0,5.0,4.0,16.0,0.0,1.0,0.0,1.9,13.2,2017.0,Rushing
108.0,Roosevelt Nix,PIT,RB,16.0,3.0,0.0,0.0,1.0,3.0,2.0,6.0,1.0,0.0,0.0,0.8,12.6,2017.0,Rushing
109.0,Fozzy Whittaker,CAR,RB,12.0,7.0,18.0,2.6,0.0,6.0,5.0,47.0,1.0,0.0,0.0,1.0,12.5,2017.0,Rushing
110.0,Terron Ward,ATL,RB,14.0,30.0,129.0,4.3,0.0,3.0,3.0,14.0,0.0,1.0,1.0,0.9,12.3,2017.0,Rushing
111.0,Darren Sproles,PHI,RB,3.0,15.0,61.0,4.1,0.0,12.0,7.0,73.0,0.0,1.0,1.0,3.8,11.4,2017.0,Rushing
112.0,Lance Dunbar,LAR,RB,4.0,11.0,51.0,4.6,1.0,3.0,1.0,1.0,0.0,0.0,0.0,2.8,11.2,2017.0,Rushing
113.0,CJ Prosise,SEA,RB,5.0,11.0,23.0,2.1,0.0,11.0,6.0,87.0,0.0,0.0,0.0,2.2,11.0,2017.0,Rushing
114.0,Branden Oliver,LAC,RB,8.0,35.0,83.0,2.4,0.0,11.0,6.0,26.0,0.0,0.0,0.0,1.4,10.9,2017.0,Rushing
114.0,De'Angelo Henderson,DEN,RB,5.0,7.0,13.0,1.9,0.0,2.0,2.0,36.0,1.0,0.0,0.0,2.2,10.9,2017.0,Rushing
116.0,Trey Edmunds,NO,RB,16.0,9.0,48.0,5.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,10.8,2017.0,Rushing
117.0,Andy Janovich,DEN,FB,16.0,6.0,12.0,2.0,1.0,6.0,4.0,35.0,0.0,0.0,0.0,0.7,10.7,2017.0,Rushing
118.0,Zach Line,NO,FB,12.0,7.0,28.0,4.0,0.0,5.0,2.0,8.0,1.0,0.0,0.0,0.8,9.6,2017.0,Rushing
119.0,Zach Zenner,DET,RB,8.0,14.0,26.0,1.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1,8.6,2017.0,Rushing
120.0,Brandon Bolden,NE,RB,16.0,13.0,67.0,5.2,0.0,4.0,1.0,7.0,0.0,0.0,0.0,0.5,7.4,2017.0,Rushing
121.0,Brian Hill,CIN,RB,7.0,11.0,37.0,3.4,0.0,2.0,2.0,36.0,0.0,0.0,0.0,1.0,7.3,2017.0,Rushing
122.0,David Johnson,ARI,RB,1.0,11.0,23.0,2.1,0.0,9.0,6.0,67.0,0.0,2.0,1.0,7.0,7.0,2017.0,Rushing
123.0,Byron Marshall,WAS,RB,4.0,9.0,32.0,3.6,0.0,8.0,6.0,36.0,0.0,0.0,0.0,1.7,6.8,2017.0,Rushing
124.0,Tre Madden,SEA,RB,8.0,0.0,0.0,0.0,0.0,2.0,2.0,65.0,0.0,0.0,0.0,0.8,6.5,2017.0,Rushing
125.0,Jalston Fowler,TEN,RB,10.0,2.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,6.4,2017.0,Rushing
126.0,Derek Watt,LAC,FB,16.0,6.0,24.0,4.0,0.0,3.0,2.0,35.0,0.0,0.0,0.0,0.4,5.9,2017.0,Rushing
127.0,Dwayne Washington,DET,RB,5.0,20.0,44.0,2.2,0.0,2.0,2.0,14.0,0.0,0.0,0.0,1.2,5.8,2017.0,Rushing
127.0,Alan Cross,TB,FB,8.0,0.0,0.0,0.0,0.0,6.0,5.0,58.0,0.0,0.0,0.0,0.7,5.8,2017.0,Rushing
129.0,Akeem Hunt,KC,RB,15.0,8.0,23.0,2.9,0.0,7.0,4.0,31.0,0.0,0.0,0.0,0.4,5.4,2017.0,Rushing
130.0,Aaron Ripkowski,GB,FB,16.0,5.0,13.0,2.6,0.0,10.0,7.0,39.0,0.0,0.0,0.0,0.3,5.2,2017.0,Rushing
131.0,Tyler Ervin,HOU,RB,4.0,4.0,12.0,3.0,0.0,11.0,8.0,38.0,0.0,0.0,0.0,1.2,5.0,2017.0,Rushing
132.0,Marcus Murphy,BUF,RB,1.0,7.0,41.0,5.9,0.0,2.0,2.0,7.0,0.0,0.0,0.0,4.8,4.8,2017.0,Rushing
133.0,Lawrence Thomas,NYJ,RB,14.0,2.0,1.0,0.5,0.0,7.0,6.0,43.0,0.0,0.0,0.0,0.3,4.4,2017.0,Rushing
134.0,Matt Dayes,CLE,RB,16.0,5.0,13.0,2.6,0.0,5.0,4.0,29.0,0.0,0.0,0.0,0.3,4.2,2017.0,Rushing
135.0,Mack Brown,MIN,RB,4.0,8.0,29.0,3.6,0.0,1.0,1.0,11.0,0.0,0.0,0.0,1.0,4.0,2017.0,Rushing
136.0,James Develin,NE,RB,16.0,0.0,0.0,0.0,0.0,10.0,6.0,38.0,0.0,0.0,0.0,0.2,3.8,2017.0,Rushing
137.0,Fitzgerald Toussaint,PIT,RB,6.0,6.0,25.0,4.2,0.0,3.0,2.0,9.0,0.0,0.0,0.0,0.6,3.4,2017.0,Rushing
138.0,Senorise Perry,MIA,RB,16.0,8.0,30.0,3.8,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.2,3.3,2017.0,Rushing
139.0,Jay Prosch,HOU,FB,16.0,0.0,0.0,0.0,0.0,4.0,4.0,31.0,0.0,0.0,0.0,0.2,3.1,2017.0,Rushing
140.0,Derrick Coleman,ATL,FB,16.0,2.0,8.0,4.0,0.0,7.0,2.0,20.0,0.0,0.0,0.0,0.2,2.8,2017.0,Rushing
141.0,De'Veon Smith,MIA,RB,5.0,0.0,0.0,0.0,0.0,3.0,3.0,27.0,0.0,0.0,0.0,0.5,2.7,2017.0,Rushing
142.0,Patrick DiMarco,BUF,FB,16.0,2.0,-2.0,-1.0,0.0,10.0,7.0,28.0,0.0,0.0,0.0,0.2,2.6,2017.0,Rushing
142.0,Keith Smith,DAL,FB,16.0,0.0,0.0,0.0,0.0,5.0,5.0,26.0,0.0,0.0,0.0,0.2,2.6,2017.0,Rushing
144.0,Andre Williams,LAC,RB,8.0,9.0,25.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.5,2017.0,Rushing
145.0,David Fluellen,TEN,RB,16.0,4.0,21.0,5.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,2.1,2017.0,Rushing
145.0,Josh Ferguson,IND,RB,10.0,1.0,5.0,5.0,0.0,4.0,3.0,16.0,0.0,0.0,0.0,0.2,2.1,2017.0,Rushing
147.0,Bobby Rainey,BAL,RB,4.0,1.0,2.0,2.0,0.0,7.0,5.0,18.0,0.0,0.0,0.0,0.5,2.0,2017.0,Rushing
148.0,Dan Vitale,CLE,FB,15.0,0.0,0.0,0.0,0.0,5.0,3.0,19.0,0.0,0.0,0.0,0.1,1.9,2017.0,Rushing
149.0,Michael Burton,CHI,FB,16.0,4.0,9.0,2.2,0.0,4.0,2.0,8.0,0.0,0.0,0.0,0.1,1.7,2017.0,Rushing
150.0,Matt Jones,IND,RB,5.0,5.0,14.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.4,2017.0,Rushing
150.0,Leshun Daniels Jr.,WAS,RB,4.0,3.0,14.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.4,2017.0,Rushing
152.0,Taiwan Jones,BUF,RB,8.0,0.0,0.0,0.0,0.0,2.0,1.0,11.0,0.0,0.0,0.0,0.1,1.1,2017.0,Rushing
153.0,Raheem Mostert,SF,RB,11.0,6.0,30.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,1.0,2017.0,Rushing
154.0,Terrell Watson,PIT,RB,10.0,5.0,8.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.8,2017.0,Rushing
155.0,Joe Kerridge,GB,FB,4.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.1,0.3,2017.0,Rushing
156.0,John Kuhn,NO,FB,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,2017.0,Rushing
157.0,Justin Davis,LAR,RB,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2017.0,Rushing
158.0,CJ Spiller,KC,RB,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,Rushing
158.0,Jordan Todman,HOU,RB,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,Rushing
158.0,Joe Banyard,BUF,RB,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,Rushing
158.0,Terrence Magee,ATL,RB,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,Rushing
158.0,Daniel Lasco,NO,RB,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,Rushing
158.0,Taniela Tupou,ATL,FB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,Rushing
158.0,Jeremy McNichols,SF,RB,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,Rushing
158.0,Alex Armah,CAR,RB,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,Rushing
158.0,Marquez Williams,CLE,FB,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,Rushing
158.0,Elijah Hood,OAK,RB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,Rushing
158.0,Taquan Mizzell,CHI,RB,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,Rushing
