Rank,PlayerID,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,3807,Ben Roethlisberger,PIT,QB,2,SF,369,3,0,-1,0,0,0,0,0,30.7,30.66
2,5571,Larry Fitzgerald,ARI,WR,2,CHI,0,0,0,0,0,8,112,3,0,29.2,29.2
3,4314,Tom Brady,NE,QB,2,BUF,466,3,0,-4,0,0,0,0,1,28.2,28.24
4,11056,Antonio Brown,PIT,WR,2,SF,0,0,0,0,0,9,195,1,0,27.5,27.5
4,16263,Allen Robinson,JAX,WR,2,MIA,0,0,0,0,0,6,155,2,0,27.5,27.5
6,13320,Cam Newton,CAR,QB,2,HOU,195,2,1,76,1,0,0,0,0,27.4,27.4
7,7580,DeAngelo Williams,PIT,RB,2,SF,0,0,0,77,3,4,15,0,0,27.2,27.2
8,13443,Colin Kaepernick,SF,QB,2,PIT,335,2,0,51,0,0,0,0,1,26.5,26.5
9,16311,Derek Carr,OAK,QB,2,BAL,351,3,1,23,0,0,0,0,0,26.3,26.34
10,12831,Tyrod Taylor,BUF,QB,2,NE,242,3,3,43,1,0,0,0,0,26,25.98
11,16856,Matt Jones,WAS,RB,2,LAR,0,0,0,123,2,3,23,0,1,24.6,24.6
12,13799,Ryan Tannehill,MIA,QB,2,JAX,359,2,0,17,0,0,0,0,0,24.1,24.06
13,13887,Travis Benjamin,CLE,WR,2,TEN,0,0,0,0,0,3,115,2,0,23.5,23.5
14,8355,Julian Edelman,NE,WR,2,BUF,0,0,0,12,0,11,97,2,0,22.9,22.9
15,2593,Aaron Rodgers,GB,QB,2,SEA,249,2,0,23,0,0,0,0,0,22.3,22.26
16,14536,Russell Wilson,SEA,QB,2,GB,206,2,1,78,0,0,0,0,0,22,22.04
17,16245,Blake Bortles,JAX,QB,2,MIA,273,2,0,27,0,0,0,0,0,21.6,21.62
18,611,Joe Flacco,BAL,QB,2,OAK,384,2,1,2,0,0,0,0,0,21.6,21.56
18,12841,Andy Dalton,CIN,QB,2,LAC,214,3,0,10,0,0,0,0,0,21.6,21.56
20,2428,Carson Palmer,ARI,QB,2,CHI,185,4,1,-2,0,0,0,0,0,21.2,21.2
21,16083,Crockett Gillmore,BAL,TE,2,OAK,0,0,0,0,0,5,88,2,0,20.8,20.8
22,11063,Emmanuel Sanders,DEN,WR,2,KC,0,0,0,0,0,8,87,2,0,20.7,20.7
23,16389,Odell Beckham Jr,NYG,WR,2,ATL,0,0,0,0,0,7,146,1,0,20.6,20.6
24,7328,Peyton Manning,DEN,QB,2,KC,256,3,1,0,0,0,0,0,0,20.2,20.24
25,12830,Torrey Smith,SF,WR,2,PIT,0,0,0,0,0,6,120,1,0,20,20
26,4932,Eli Manning,NYG,QB,2,ATL,292,2,0,23,0,0,0,0,1,20,19.98
27,9038,Matthew Stafford,DET,QB,2,MIN,286,2,1,20,0,0,0,0,0,19.4,19.44
28,16762,Jameis Winston,TB,QB,2,NO,207,1,0,23,1,0,0,0,1,18.6,18.58
29,732,Matt Ryan,ATL,QB,2,NYG,363,1,0,-1,0,0,0,0,0,18.4,18.42
30,12771,Ryan Mallett,HOU,QB,2,CAR,244,1,1,6,1,0,0,0,0,18.4,18.36
31,16497,Teddy Bridgewater,MIN,QB,2,DET,153,1,0,21,1,0,0,0,0,18.2,18.22
32,16232,Donte Moncrief,IND,WR,2,NYJ,0,0,0,0,0,7,122,1,0,18.2,18.2
33,12708,Dion Lewis,NE,RB,2,BUF,0,0,0,40,1,6,98,0,1,17.8,17.8
34,10974,Rob Gronkowski,NE,TE,2,BUF,0,0,0,0,0,7,113,1,0,17.3,17.3
35,4807,Adrian Peterson,MIN,RB,2,DET,0,0,0,134,0,2,58,0,1,17.2,17.2
36,9331,Michael Crabtree,OAK,WR,2,BAL,0,0,0,0,0,9,111,1,0,17.1,17.1
37,16765,Amari Cooper,OAK,WR,2,BAL,0,0,0,0,0,7,109,1,0,16.9,16.9
38,8283,Ryan Fitzpatrick,NYJ,QB,2,IND,244,2,1,6,0,0,0,0,0,16.4,16.36
39,16763,Marcus Mariota,TEN,QB,2,CLE,257,2,0,19,0,0,0,0,2,16.2,16.18
40,11667,Brandon Marshall,NYJ,WR,2,IND,0,0,0,0,0,7,101,1,0,16.1,16.1
41,11182,Eric Decker,NYJ,WR,2,IND,0,0,0,0,0,8,97,1,0,15.7,15.7
42,13460,Doug Baldwin,SEA,WR,2,GB,0,0,0,0,0,7,92,1,0,15.2,15.2
43,4358,Steve Smith,BAL,WR,2,OAK,0,0,0,0,0,10,150,0,0,15,15
44,16135,Johnny Manziel,CLE,QB,2,TEN,172,2,0,1,0,0,0,0,0,15,14.98
45,7969,Jamaal Charles,KC,RB,2,DEN,0,0,0,125,1,4,2,0,2,14.7,14.7
45,15071,Latavius Murray,OAK,RB,2,BAL,0,0,0,65,1,3,22,0,0,14.7,14.7
47,1545,Anthony Fasano,TEN,TE,2,CLE,0,0,0,0,0,5,84,1,0,14.4,14.4
47,15088,Terrance Williams,DAL,WR,2,PHI,0,0,0,0,0,4,84,1,0,14.4,14.4
49,6029,Calvin Johnson,DET,WR,2,MIN,0,0,0,0,0,10,83,1,0,14.3,14.3
50,8244,Philip Rivers,LAC,QB,2,CIN,241,2,1,5,0,0,0,0,1,14.1,14.14
51,15974,Jordan Matthews,PHI,WR,2,DAL,0,0,0,0,0,6,80,1,0,14,14
52,14916,Giovani Bernard,CIN,RB,2,LAC,0,0,0,123,0,3,16,0,0,13.9,13.9
53,8771,Darrius Heyward-Bey,PIT,WR,2,SF,0,0,0,0,0,4,77,1,0,13.7,13.7
53,13162,Leonard Hankerson,ATL,WR,2,NYG,0,0,0,0,0,6,77,1,0,13.7,13.7
55,13291,Julio Jones,ATL,WR,2,NYG,0,0,0,0,0,13,135,0,0,13.5,13.5
56,16127,Isaiah Crowell,CLE,RB,2,TEN,0,0,0,72,1,0,0,0,0,13.2,13.2
57,11220,Dexter McCluster,TEN,RB,2,CLE,0,0,0,98,0,4,26,0,0,12.4,12.4
58,14252,Kirk Cousins,WAS,QB,2,LAR,203,1,0,0,0,0,0,0,0,12.1,12.12
59,7242,Drew Brees,NO,QB,2,TB,255,1,1,-1,0,0,0,0,0,12.1,12.1
60,11712,Anquan Boldin,SF,WR,2,PIT,0,0,0,0,0,6,60,1,0,12,12
60,14871,Robert Woods,BUF,WR,2,NE,0,0,0,0,0,3,60,1,0,12,12
60,16003,Sammy Watkins,BUF,WR,2,NE,0,0,0,0,0,6,60,1,0,12,12
63,16524,Devonta Freeman,ATL,RB,2,NYG,0,0,0,25,1,4,34,0,0,11.9,11.9
64,16553,Corey Brown,CAR,WR,2,HOU,0,0,0,0,0,3,57,1,0,11.7,11.7
65,11197,Demaryius Thomas,DEN,WR,2,KC,0,0,0,0,0,8,116,0,0,11.6,11.6
65,11932,LeSean McCoy,BUF,RB,2,NE,0,0,0,89,0,3,27,0,0,11.6,11.6
65,13227,Randall Cobb,GB,WR,2,SEA,0,0,0,0,0,8,116,0,0,11.6,11.6
65,16020,Jarvis Landry,MIA,WR,2,JAX,0,0,0,6,0,8,110,0,0,11.6,11.6
69,7711,Malcom Floyd,LAC,WR,2,CIN,0,0,0,0,0,2,55,1,0,11.5,11.5
69,13788,Rishard Matthews,MIA,WR,2,JAX,0,0,0,0,0,6,115,0,0,11.5,11.5
71,3519,Vincent Jackson,TB,WR,2,NO,0,0,0,0,0,3,54,1,0,11.4,11.4
72,13870,Marvin Jones,CIN,WR,2,LAC,0,0,0,3,0,2,48,1,0,11.1,11.1
73,14918,Tyler Eifert,CIN,TE,2,LAC,0,0,0,0,0,4,49,1,0,10.9,10.9
74,14795,Josh Bellamy,CHI,WR,2,ARI,0,0,0,0,0,1,48,1,0,10.8,10.8
75,16099,Lorenzo Taliaferro,BAL,RB,2,OAK,0,0,0,34,1,3,12,0,0,10.6,10.6
76,2699,Matt Forte,CHI,RB,2,ARI,0,0,0,61,0,4,44,0,0,10.5,10.5
76,2950,Steve Johnson,LAC,WR,2,CIN,0,0,0,0,0,5,45,1,0,10.5,10.5
76,12845,AJ Green,CIN,WR,2,LAC,0,0,0,0,0,3,45,1,0,10.5,10.5
76,16847,David Johnson,ARI,RB,2,CHI,0,0,0,42,1,1,3,0,0,10.5,10.5
80,8532,Kenny Britt,LAR,WR,2,WAS,0,0,0,0,0,2,44,1,0,10.4,10.4
80,12317,Danny Woodhead,LAC,RB,2,CIN,0,0,0,36,0,6,68,0,0,10.4,10.4
82,16451,Eric Ebron,DET,TE,2,MIN,0,0,0,0,0,5,43,1,0,10.3,10.3
82,16491,Richard Rodgers,GB,TE,2,SEA,0,0,0,0,0,3,23,1,0,10.3,10.3
