Rank,PlayerID,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,17050,Thomas Rawls,SEA,RB,11,SF,0,0,0,209,1,3,46,1,0,37.5,37.5
2,13320,Cam Newton,CAR,QB,11,WAS,246,5,0,16,0,0,0,0,0,31.4,31.44
3,16762,Jameis Winston,TB,QB,11,PHI,246,5,0,0,0,0,0,0,0,29.8,29.84
4,14536,Russell Wilson,SEA,QB,11,SF,260,3,0,30,0,0,0,0,0,25.4,25.4
5,2428,Carson Palmer,ARI,QB,11,CIN,317,4,2,-1,0,0,0,0,0,24.6,24.58
6,14986,DeAndre Hopkins,HOU,WR,11,NYJ,0,0,0,0,0,5,118,2,0,23.8,23.8
7,14385,Doug Martin,TB,RB,11,PHI,0,0,0,235,0,0,0,0,0,23.5,23.5
8,15261,Spencer Ware,KC,RB,11,LAC,0,0,0,96,2,1,5,0,0,22.1,22.1
9,12841,Andy Dalton,CIN,QB,11,ARI,315,2,0,34,0,0,0,0,1,22,22
10,9038,Matthew Stafford,DET,QB,11,OAK,282,0,0,31,1,0,0,0,0,20.4,20.38
11,16919,JJ Nelson,ARI,WR,11,CIN,0,0,0,0,0,4,142,1,0,20.2,20.2
12,16497,Teddy Bridgewater,MIN,QB,11,GB,296,1,0,43,0,0,0,0,0,20.1,20.14
13,2593,Aaron Rodgers,GB,QB,11,MIN,212,2,0,6,0,0,0,0,0,19.1,19.08
14,6302,James Jones,GB,WR,11,MIN,0,0,0,0,0,6,109,1,0,18.9,18.9
15,14053,Brock Osweiler,DEN,QB,11,CHI,250,2,0,4,0,0,0,0,0,18.4,18.4
16,11932,LeSean McCoy,BUF,RB,11,NE,0,0,0,82,1,6,41,0,0,18.3,18.3
17,16763,Marcus Mariota,TEN,QB,11,JAX,231,0,0,29,1,0,0,0,0,18.1,18.14
18,732,Matt Ryan,ATL,QB,11,IND,280,3,3,7,0,0,0,0,0,17.9,17.9
19,5451,Jonathan Stewart,CAR,RB,11,WAS,0,0,0,102,0,1,12,1,0,17.4,17.4
20,16830,Tyler Lockett,SEA,WR,11,SF,0,0,0,5,0,4,48,2,0,17.3,17.3
21,2220,Ahmad Bradshaw,IND,RB,11,ATL,0,0,0,32,0,4,20,2,0,17.2,17.2
22,12982,Blaine Gabbert,SF,QB,11,SEA,264,1,0,22,0,0,0,0,0,16.8,16.76
23,13275,Kyle Rudolph,MIN,TE,11,GB,0,0,0,0,0,6,106,1,0,16.6,16.6
23,16056,James White,NE,RB,11,BUF,0,0,0,14,1,2,32,1,0,16.6,16.6
25,16112,Jeremy Hill,CIN,RB,11,ARI,0,0,0,45,2,0,0,0,0,16.5,16.5
26,13291,Julio Jones,ATL,WR,11,IND,0,0,0,0,0,9,160,0,0,16,16
27,8283,Ryan Fitzpatrick,NYJ,QB,11,HOU,216,1,2,12,1,0,0,0,0,15.8,15.84
28,16189,Alfred Blue,HOU,RB,11,NYJ,0,0,0,58,0,3,34,1,0,15.2,15.2
29,8066,Darren McFadden,DAL,RB,11,MIA,0,0,0,129,0,3,20,0,0,14.9,14.9
30,13799,Ryan Tannehill,MIA,QB,11,DAL,188,2,1,13,0,0,0,0,0,14.8,14.82
31,3943,DeSean Jackson,WAS,WR,11,CAR,0,0,0,0,0,5,87,1,0,14.7,14.7
32,12956,TJ Yates,HOU,QB,11,NYJ,229,2,0,-5,0,0,0,0,1,14.7,14.66
33,14916,Giovani Bernard,CIN,RB,11,ARI,0,0,0,18,0,8,128,0,0,14.6,14.6
34,14918,Tyler Eifert,CIN,TE,11,ARI,0,0,0,0,0,3,22,2,0,14.2,14.2
35,14786,Patrick DiMarco,ATL,FB,11,IND,0,0,0,0,0,3,21,2,0,14.1,14.1
36,15088,Terrance Williams,DAL,WR,11,MIA,0,0,0,0,0,4,79,1,0,13.9,13.9
37,8415,Mark Sanchez,PHI,QB,11,TB,261,2,3,14,0,0,0,0,0,13.8,13.84
38,6739,Alex Smith,KC,QB,11,LAC,253,0,0,33,0,0,0,0,0,13.4,13.42
39,1034,Matt Hasselbeck,IND,QB,11,ATL,213,2,2,8,0,0,0,0,0,13.3,13.32
