Rank,PlayerID,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,16867,Jeremy Langford,CHI,RB,10,LAR,0,0,0,73,1,7,109,1,0,30.2,30.2
2,14252,Kirk Cousins,WAS,QB,10,NO,324,4,0,0,0,0,0,0,0,29,28.96
3,16307,Charcandrick West,KC,RB,10,DEN,0,0,0,69,1,3,92,1,0,28.1,28.1
4,11056,Antonio Brown,PIT,WR,10,CLE,0,0,0,0,0,10,139,2,0,27.9,27.9
5,4807,Adrian Peterson,MIN,RB,10,OAK,0,0,0,203,1,2,13,0,0,27.6,27.6
6,3807,Ben Roethlisberger,PIT,QB,10,CLE,379,3,1,-2,0,0,0,0,0,27,26.96
7,8972,Jay Cutler,CHI,QB,10,LAR,258,3,0,24,0,0,0,0,0,24.7,24.72
8,16856,Matt Jones,WAS,RB,10,NO,0,0,0,56,0,3,131,1,0,24.7,24.7
9,14478,Michael Floyd,ARI,WR,10,SEA,0,0,0,0,0,7,113,2,0,23.3,23.3
10,16568,Brandin Cooks,NO,WR,10,WAS,0,0,0,11,0,5,98,2,0,22.9,22.9
11,12415,Zach Miller,CHI,TE,10,LAR,0,0,0,0,0,5,107,2,0,22.7,22.7
12,2593,Aaron Rodgers,GB,QB,10,DET,333,2,0,8,0,0,0,0,0,22.1,22.12
13,16146,Martavis Bryant,PIT,WR,10,CLE,0,0,0,0,0,6,178,1,1,21.8,21.8
14,4932,Eli Manning,NYG,QB,10,NE,361,2,0,10,0,0,0,0,1,21.4,21.44
15,13320,Cam Newton,CAR,QB,10,TEN,217,1,0,23,1,0,0,0,0,21,20.98
16,611,Joe Flacco,BAL,QB,10,JAX,316,3,2,17,0,0,0,0,1,20.3,20.34
17,2428,Carson Palmer,ARI,QB,10,SEA,363,3,1,-2,0,0,0,0,2,20.3,20.32
18,13460,Doug Baldwin,SEA,WR,10,ARI,0,0,0,0,0,7,134,1,0,19.4,19.4
19,4314,Tom Brady,NE,QB,10,NYG,334,2,1,9,0,0,0,0,1,18.3,18.26
20,10974,Rob Gronkowski,NE,TE,10,NYG,0,0,0,0,0,5,113,1,0,17.3,17.3
21,16311,Derek Carr,OAK,QB,10,MIN,302,2,2,12,0,0,0,0,0,17.3,17.28
22,14536,Russell Wilson,SEA,QB,10,ARI,240,1,1,52,0,0,0,0,0,16.8,16.8
23,16135,Johnny Manziel,CLE,QB,10,PIT,372,1,1,17,0,0,0,0,1,16.6,16.58
24,13799,Ryan Tannehill,MIA,QB,10,PHI,217,2,0,-2,0,0,0,0,0,16.5,16.48
25,16389,Odell Beckham Jr,NYG,WR,10,NE,0,0,0,0,0,4,104,1,0,16.4,16.4
26,16245,Blake Bortles,JAX,QB,10,BAL,188,2,1,25,0,0,0,0,0,16,16.02
27,11932,LeSean McCoy,BUF,RB,10,NYJ,0,0,0,112,0,5,47,0,0,15.9,15.9
28,9038,Matthew Stafford,DET,QB,10,GB,242,2,1,1,0,0,0,0,0,15.8,15.78
29,6739,Alex Smith,KC,QB,10,DEN,204,1,0,33,0,0,0,0,0,15.5,15.46
30,13791,Lamar Miller,MIA,RB,10,PHI,0,0,0,43,0,6,50,1,0,15.3,15.3
31,5451,Jonathan Stewart,CAR,RB,10,TEN,0,0,0,91,1,0,0,0,0,15.1,15.1
32,15100,Jordan Reed,WAS,TE,10,NO,0,0,0,0,0,3,29,2,0,14.9,14.9
32,16771,Todd Gurley,LAR,RB,10,CHI,0,0,0,45,1,3,44,0,0,14.9,14.9
34,15224,Andre Ellington,ARI,RB,10,SEA,0,0,0,61,1,3,27,0,0,14.8,14.8
35,8283,Ryan Fitzpatrick,NYJ,QB,10,BUF,193,2,2,30,0,0,0,0,0,14.7,14.72
