Rank,PlayerID,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,16524,Devonta Freeman,ATL,RB,3,DAL,0,0,0,141,3,5,52,0,0,37.3,37.3
2,2593,Aaron Rodgers,GB,QB,3,KC,333,5,0,16,0,0,0,0,0,34.9,34.92
3,12845,AJ Green,CIN,WR,3,BAL,0,0,0,0,0,10,227,2,0,34.7,34.7
4,4358,Steve Smith,BAL,WR,3,CIN,0,0,0,0,0,13,186,2,0,30.6,30.6
5,12841,Andy Dalton,CIN,QB,3,BAL,383,3,1,10,1,0,0,0,1,30.3,30.32
6,13320,Cam Newton,CAR,QB,3,NO,315,2,0,33,1,0,0,0,0,29.9,29.9
7,15085,Joseph Randle,DAL,RB,3,ATL,0,0,0,87,3,2,18,0,0,28.5,28.5
8,13291,Julio Jones,ATL,WR,3,DAL,0,0,0,0,0,12,164,2,0,28.4,28.4
9,13227,Randall Cobb,GB,WR,3,KC,0,0,0,12,0,7,91,3,0,28.3,28.3
10,12296,LeGarrette Blount,NE,RB,3,JAX,0,0,0,78,3,1,14,0,0,27.2,27.2
11,6828,Chris Johnson,ARI,RB,3,SF,0,0,0,110,2,1,40,0,0,27,27
12,7969,Jamaal Charles,KC,RB,3,GB,0,0,0,49,3,5,33,0,0,26.2,26.2
13,1658,Greg Olsen,CAR,TE,3,NO,0,0,0,0,0,8,134,2,0,25.4,25.4
13,5571,Larry Fitzgerald,ARI,WR,3,SF,0,0,0,0,0,9,134,2,0,25.4,25.4
15,15076,Keenan Allen,LAC,WR,3,MIN,0,0,0,0,0,12,133,2,0,25.3,25.3
16,4807,Adrian Peterson,MIN,RB,3,LAC,0,0,0,126,2,0,0,0,0,24.6,24.6
17,12831,Tyrod Taylor,BUF,QB,3,MIA,277,3,0,12,0,0,0,0,0,24.3,24.28
18,13788,Rishard Matthews,MIA,WR,3,BUF,0,0,0,0,0,6,113,2,0,23.3,23.3
19,732,Matt Ryan,ATL,QB,3,DAL,285,2,0,17,0,0,0,0,0,23.1,23.1
20,4314,Tom Brady,NE,QB,3,JAX,358,2,0,4,0,0,0,0,0,22.7,22.72
21,5820,Frank Gore,IND,RB,3,TEN,0,0,0,86,2,1,8,0,0,21.4,21.4
22,15071,Latavius Murray,OAK,RB,3,CLE,0,0,0,139,1,1,10,0,0,20.9,20.9
23,611,Joe Flacco,BAL,QB,3,CIN,362,2,1,0,0,0,0,0,0,20.5,20.48
24,16311,Derek Carr,OAK,QB,3,CLE,314,2,0,-1,0,0,0,0,0,20.5,20.46
25,8914,Jeremy Maclin,KC,WR,3,GB,0,0,0,0,0,8,141,1,0,20.1,20.1
26,6302,James Jones,GB,WR,3,KC,0,0,0,0,0,7,139,1,0,19.9,19.9
26,16189,Alfred Blue,HOU,RB,3,TB,0,0,0,139,1,0,0,0,0,19.9,19.9
28,5282,Josh McCown,CLE,QB,3,OAK,341,2,1,0,0,0,0,0,0,19.6,19.64
29,14967,Le'Veon Bell,PIT,RB,3,LAR,0,0,0,62,1,7,70,0,0,19.2,19.2
30,4932,Eli Manning,NYG,QB,3,WAS,279,2,0,0,0,0,0,0,0,19.2,19.16
31,6739,Alex Smith,KC,QB,3,GB,290,1,1,33,0,0,0,0,0,18.9,18.9
32,7328,Peyton Manning,DEN,QB,3,DET,324,2,1,-1,0,0,0,0,0,18.9,18.86
33,16763,Marcus Mariota,TEN,QB,3,IND,367,2,2,0,0,0,0,0,0,18.7,18.68
34,2428,Carson Palmer,ARI,QB,3,SF,311,2,1,1,0,0,0,0,0,18.5,18.54
35,14242,Rueben Randle,NYG,WR,3,WAS,0,0,0,0,0,7,116,1,0,17.6,17.6
36,16915,Karlos Williams,BUF,RB,3,MIA,0,0,0,110,1,0,0,0,0,17,17
37,11256,Ryan Mathews,PHI,RB,3,NYJ,0,0,0,108,0,2,20,1,1,16.8,16.8
37,13957,Kendall Wright,TEN,WR,3,IND,0,0,0,13,0,7,95,1,0,16.8,16.8
39,4577,Gary Barnidge,CLE,TE,3,OAK,0,0,0,0,0,6,105,1,0,16.5,16.5
39,14008,Andrew Luck,IND,QB,3,TEN,260,2,2,21,0,0,0,0,0,16.5,16.5
41,16245,Blake Bortles,JAX,QB,3,NE,242,2,1,7,0,0,0,0,0,16.4,16.38
42,14536,Russell Wilson,SEA,QB,3,CHI,235,1,0,28,0,0,0,0,0,16.2,16.2
43,14986,DeAndre Hopkins,HOU,WR,3,TB,0,0,0,0,0,8,101,1,0,16.1,16.1
44,13337,Mark Ingram,NO,RB,3,CAR,0,0,0,50,1,5,49,0,0,15.9,15.9
45,13799,Ryan Tannehill,MIA,QB,3,BUF,297,2,3,-1,0,0,0,0,0,15.8,15.78
46,13870,Marvin Jones,CIN,WR,3,BAL,0,0,0,0,0,5,94,1,0,15.4,15.4
47,11667,Brandon Marshall,NYJ,WR,3,PHI,0,0,0,0,0,10,109,1,1,14.9,14.9
48,14252,Kirk Cousins,WAS,QB,3,NYG,316,1,2,0,0,0,0,0,0,14.6,14.64
49,8283,Ryan Fitzpatrick,NYJ,QB,3,PHI,283,2,3,13,0,0,0,0,0,14.6,14.62
