Rank,PlayerID,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,16668,Carlos Hyde,SF,RB,1,MIN,0,0,0,168,2,2,14,0,0,30.2,30.2
2,4314,Tom Brady,NE,QB,1,PIT,288,4,0,1,0,0,0,0,0,27.6,27.62
3,10974,Rob Gronkowski,NE,TE,1,PIT,0,0,0,0,0,5,94,3,0,27.4,27.4
4,13291,Julio Jones,ATL,WR,1,PHI,0,0,0,0,0,9,141,2,0,26.1,26.1
5,2428,Carson Palmer,ARI,QB,1,NO,307,3,0,14,0,0,0,0,0,25.7,25.68
6,16763,Marcus Mariota,TEN,QB,1,TB,209,4,0,6,0,0,0,0,0,25,24.96
7,14986,DeAndre Hopkins,HOU,WR,1,KC,0,0,0,0,0,9,98,2,0,23.8,23.8
8,6739,Alex Smith,KC,QB,1,HOU,243,3,0,15,0,0,0,0,0,23.2,23.22
9,2593,Aaron Rodgers,GB,QB,1,CHI,189,3,0,35,0,0,0,0,0,23.1,23.06
10,16608,Austin Seferian-Jenkins,TB,TE,1,TEN,0,0,0,0,0,5,110,2,0,23,23
11,2699,Matt Forte,CHI,RB,1,GB,0,0,0,141,1,5,25,0,0,22.6,22.6
11,15048,Travis Kelce,KC,TE,1,HOU,0,0,0,0,0,6,106,2,0,22.6,22.6
13,14918,Tyler Eifert,CIN,TE,1,OAK,0,0,0,0,0,9,104,2,0,22.4,22.4
14,3867,Tony Romo,DAL,QB,1,NYG,356,3,2,-1,0,0,0,0,0,22.1,22.14
15,12239,Chris Ivory,NYJ,RB,1,CLE,0,0,0,91,2,1,9,0,0,22,22
16,16178,Bishop Sankey,TEN,RB,1,TB,0,0,0,74,1,2,12,1,0,20.6,20.6
17,8244,Philip Rivers,LAC,QB,1,DET,403,2,2,-2,0,0,0,0,0,19.9,19.92
18,11056,Antonio Brown,PIT,WR,1,NE,0,0,0,0,0,9,133,1,0,19.3,19.3
19,13723,Nick Foles,LAR,QB,1,SEA,297,1,0,11,1,0,0,0,2,19,18.98
20,12841,Andy Dalton,CIN,QB,1,OAK,269,2,0,1,0,0,0,0,0,18.9,18.86
21,16112,Jeremy Hill,CIN,RB,1,OAK,0,0,0,63,2,0,0,0,0,18.3,18.3
22,12317,Danny Woodhead,LAC,RB,1,DET,0,0,0,43,2,3,19,0,0,18.2,18.2
23,3807,Ben Roethlisberger,PIT,QB,1,NE,351,1,1,0,0,0,0,0,0,18,18.04
24,722,Jason Witten,DAL,TE,1,NYG,0,0,0,0,0,8,60,2,0,18,18
25,14008,Andrew Luck,IND,QB,1,BUF,243,2,2,20,0,0,0,0,0,17.7,17.72
26,6302,James Jones,GB,WR,1,CHI,0,0,0,0,0,4,51,2,0,17.1,17.1
27,732,Matt Ryan,ATL,QB,1,PHI,298,2,2,7,0,0,0,0,0,16.6,16.62
28,15076,Keenan Allen,LAC,WR,1,DET,0,0,0,0,0,15,166,0,0,16.6,16.6
29,7242,Drew Brees,NO,QB,1,ARI,355,1,1,3,0,0,0,0,0,16.5,16.5
30,7969,Jamaal Charles,KC,RB,1,HOU,0,0,0,57,0,5,46,1,0,16.3,16.3
31,13957,Kendall Wright,TEN,WR,1,TB,0,0,0,0,0,4,101,1,0,16.1,16.1
32,12831,Tyrod Taylor,BUF,QB,1,IND,195,1,0,41,0,0,0,0,0,15.9,15.9
32,15138,Eddie Lacy,GB,RB,1,CHI,0,0,0,85,1,2,14,0,0,15.9,15.9
34,16815,Ameer Abdullah,DET,RB,1,LAC,0,0,0,50,1,4,44,0,0,15.4,15.4
35,14536,Russell Wilson,SEA,QB,1,LAR,251,1,1,31,0,0,0,0,0,15.1,15.14
36,13887,Travis Benjamin,CLE,WR,1,NYJ,0,0,0,0,0,3,89,1,0,14.9,14.9
