Rank,PlayerID,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,13320,Cam Newton,CAR,QB,17,TB,293,2,0,10,2,0,0,0,0,32.7,32.72
2,9038,Matthew Stafford,DET,QB,17,CHI,298,3,0,10,0,0,0,0,0,24.9,24.92
3,3807,Ben Roethlisberger,PIT,QB,17,CLE,349,3,2,-2,0,0,0,0,0,23.8,23.76
4,13799,Ryan Tannehill,MIA,QB,17,NE,350,2,0,17,0,0,0,0,0,23.7,23.7
5,8649,Rashad Jennings,NYG,RB,17,PHI,0,0,0,170,1,2,6,0,0,23.6,23.6
6,14219,Kellen Moore,DAL,QB,17,WAS,435,3,2,0,0,0,0,0,1,23.4,23.4
7,11056,Antonio Brown,PIT,WR,17,CLE,0,0,0,0,0,13,187,1,1,22.7,22.7
8,14536,Russell Wilson,SEA,QB,17,ARI,197,3,0,13,0,0,0,0,0,21.2,21.18
9,6029,Calvin Johnson,DET,WR,17,CHI,0,0,0,0,0,10,137,1,0,19.7,19.7
10,732,Matt Ryan,ATL,QB,17,NO,334,2,1,0,0,0,0,0,0,19.4,19.36
11,14252,Kirk Cousins,WAS,QB,17,DAL,176,3,0,0,0,0,0,0,0,19,19.04
12,4932,Eli Manning,NYG,QB,17,PHI,302,2,0,9,0,0,0,0,1,19,18.98
13,14046,Ronnie Hillman,DEN,RB,17,LAC,0,0,0,117,1,2,10,0,0,18.7,18.7
14,11527,Sam Bradford,PHI,QB,17,NYG,320,2,1,-2,0,0,0,0,0,18.6,18.6
14,11667,Brandon Marshall,NYJ,WR,17,BUF,0,0,0,0,0,8,126,1,0,18.6,18.6
16,12831,Tyrod Taylor,BUF,QB,17,NYJ,182,0,0,51,1,0,0,0,0,18.4,18.38
17,11197,Demaryius Thomas,DEN,WR,17,LAC,0,0,0,0,0,5,117,1,0,17.7,17.7
18,16112,Jeremy Hill,CIN,RB,17,BAL,0,0,0,96,1,2,19,0,0,17.5,17.5
19,14719,Jonathan Grimes,HOU,RB,17,JAX,0,0,0,26,1,4,28,1,0,17.4,17.4
19,15974,Jordan Matthews,PHI,WR,17,NYG,0,0,0,0,0,7,54,2,0,17.4,17.4
21,14141,Cole Beasley,DAL,WR,17,WAS,0,0,0,0,0,5,53,2,0,17.3,17.3
21,15088,Terrance Williams,DAL,WR,17,WAS,0,0,0,0,0,8,173,0,0,17.3,17.3
23,2699,Matt Forte,CHI,RB,17,DET,0,0,0,76,0,3,34,1,0,17,17
24,16866,Jamison Crowder,WAS,WR,17,DAL,0,0,0,0,0,5,109,1,0,16.9,16.9
25,12982,Blaine Gabbert,SF,QB,17,LAR,354,1,1,7,0,0,0,0,0,16.9,16.86
26,2262,Tim Hightower,NO,RB,17,ATL,0,0,0,66,1,5,41,0,0,16.7,16.7
27,16775,Devante Parker,MIA,WR,17,NE,0,0,0,0,0,5,106,1,0,16.6,16.6
28,7242,Drew Brees,NO,QB,17,ATL,323,1,0,-5,0,0,0,0,0,16.4,16.42
29,16762,Jameis Winston,TB,QB,17,CAR,325,0,2,14,1,0,0,0,0,16.4,16.4
30,6739,Alex Smith,KC,QB,17,OAK,156,2,2,61,0,0,0,0,0,16.3,16.34
31,16802,Devin Funchess,CAR,WR,17,TB,0,0,0,0,0,7,120,1,1,16,16
32,8244,Philip Rivers,LAC,QB,17,DEN,228,2,1,5,0,0,0,0,0,15.6,15.62
33,12985,DuJuan Harris,SF,RB,17,LAR,0,0,0,67,0,8,86,0,0,15.3,15.3
34,14856,Zach Ertz,PHI,TE,17,NYG,0,0,0,0,0,9,152,0,0,15.2,15.2
35,17048,Tyrell Williams,LAC,WR,17,DEN,0,0,0,0,0,2,90,1,0,15,15
36,13291,Julio Jones,ATL,WR,17,NO,0,0,0,0,0,9,149,0,0,14.9,14.9
37,13997,Coby Fleener,IND,TE,17,TEN,0,0,0,0,0,7,88,1,0,14.8,14.8
38,16116,AJ McCarron,CIN,QB,17,BAL,160,2,0,2,0,0,0,0,0,14.6,14.6
39,14242,Rueben Randle,NYG,WR,17,PHI,0,0,0,0,0,4,79,1,0,13.9,13.9
40,15261,Spencer Ware,KC,RB,17,OAK,0,0,0,76,1,0,0,0,0,13.6,13.6
40,16003,Sammy Watkins,BUF,WR,17,NYJ,0,0,0,0,0,11,136,0,0,13.6,13.6
42,16524,Devonta Freeman,ATL,RB,17,NO,0,0,0,76,0,2,18,1,1,13.4,13.4
43,16898,David Cobb,TEN,RB,17,IND,0,0,0,73,1,0,0,0,0,13.3,13.3
44,8914,Jeremy Maclin,KC,WR,17,OAK,0,0,0,18,0,3,54,1,0,13.2,13.2
45,11712,Anquan Boldin,SF,WR,17,LAR,0,0,0,0,0,5,71,1,0,13.1,13.1
45,15659,Rashad Ross,WAS,WR,17,DAL,0,0,0,0,0,2,71,1,0,13.1,13.1
47,7175,Delanie Walker,TEN,TE,17,IND,0,0,0,36,0,9,94,0,0,13,13
47,15020,CJ Anderson,DEN,RB,17,LAC,0,0,0,95,1,1,-5,0,1,13,13
49,8972,Jay Cutler,CHI,QB,17,DET,245,2,3,11,0,0,0,0,0,12.9,12.9
50,2593,Aaron Rodgers,GB,QB,17,MIN,291,1,1,12,0,0,0,0,1,12.8,12.84
51,4807,Adrian Peterson,MIN,RB,17,GB,0,0,0,67,1,1,1,0,0,12.8,12.8
52,17754,Will Tye,NYG,TE,17,PHI,0,0,0,0,0,5,67,1,0,12.7,12.7
53,8066,Darren McFadden,DAL,RB,17,WAS,0,0,0,92,0,5,53,0,1,12.5,12.5
54,16934,Cameron Artis-Payne,CAR,RB,17,TB,0,0,0,44,1,2,17,0,0,12.1,12.1
55,12771,Ryan Mallett,BAL,QB,17,CIN,292,1,2,4,0,0,0,0,0,12.1,12.08
56,8358,Brian Hoyer,HOU,QB,17,JAX,249,1,1,0,0,0,0,0,0,12,11.96
57,11756,Benjamin Watson,NO,TE,17,ATL,0,0,0,0,0,6,59,1,0,11.9,11.9
57,16491,Richard Rodgers,GB,TE,17,MIN,0,0,0,0,0,7,59,1,0,11.9,11.9
59,722,Jason Witten,DAL,TE,17,WAS,0,0,0,0,0,6,58,1,0,11.8,11.8
60,14973,Markus Wheaton,PIT,WR,17,CLE,0,0,0,0,0,3,57,1,0,11.7,11.7
61,1652,Steven Jackson,NE,RB,17,MIA,0,0,0,35,1,1,20,0,0,11.5,11.5
61,5571,Larry Fitzgerald,ARI,WR,17,SEA,0,0,0,0,0,6,55,1,0,11.5,11.5
