Rank,PlayerID,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,13320,Cam Newton,CAR,QB,15,NYG,340,5,0,100,0,0,0,0,1,41.6,41.6
2,16847,David Johnson,ARI,RB,15,PHI,0,0,0,187,3,4,42,0,0,40.9,40.9
3,14252,Kirk Cousins,WAS,QB,15,BUF,319,4,0,11,1,0,0,0,0,35.9,35.86
4,16497,Teddy Bridgewater,MIN,QB,15,CHI,231,4,0,17,1,0,0,0,0,32.9,32.94
5,11056,Antonio Brown,PIT,WR,15,DEN,0,0,0,0,0,16,189,2,0,30.9,30.9
6,12317,Danny Woodhead,LAC,RB,15,MIA,0,0,0,10,1,6,50,3,0,30,30
7,14053,Brock Osweiler,DEN,QB,15,PIT,296,3,1,19,1,0,0,0,0,29.7,29.74
8,12831,Tyrod Taylor,BUF,QB,15,WAS,235,2,0,79,0,0,0,0,0,27.3,27.3
9,7242,Drew Brees,NO,QB,15,DET,341,3,0,11,0,0,0,0,0,26.7,26.74
10,14536,Russell Wilson,SEA,QB,15,CLE,249,3,0,46,0,0,0,0,0,26.6,26.56
11,11063,Emmanuel Sanders,DEN,WR,15,PIT,0,0,0,24,0,10,181,1,0,26.5,26.5
12,16245,Blake Bortles,JAX,QB,15,ATL,297,1,1,44,1,0,0,0,0,24.3,24.28
13,4932,Eli Manning,NYG,QB,15,CAR,245,4,1,4,0,0,0,0,0,24.2,24.2
14,16765,Amari Cooper,OAK,WR,15,GB,0,0,0,0,0,6,120,2,0,24,24
15,16003,Sammy Watkins,BUF,WR,15,WAS,0,0,0,0,0,5,111,2,0,23.1,23.1
16,3807,Ben Roethlisberger,PIT,QB,15,DEN,380,3,2,-3,0,0,0,0,0,22.9,22.9
17,9038,Matthew Stafford,DET,QB,15,NO,254,3,0,-1,0,0,0,0,0,22.1,22.06
18,15974,Jordan Matthews,PHI,WR,15,ARI,0,0,0,0,0,8,159,1,0,21.9,21.9
19,3943,DeSean Jackson,WAS,WR,15,BUF,0,0,0,0,0,6,153,1,0,21.3,21.3
20,12109,Ted Ginn,CAR,WR,15,NYG,0,0,0,0,0,6,85,2,0,20.5,20.5
21,8244,Philip Rivers,LAC,QB,15,MIA,311,3,2,0,0,0,0,0,0,20.4,20.44
22,15100,Jordan Reed,WAS,TE,15,BUF,0,0,0,0,0,7,84,2,0,20.4,20.4
23,15215,Tavon Austin,LAR,WR,15,TB,0,0,0,32,1,3,41,1,0,19.3,19.3
24,16311,Derek Carr,OAK,QB,15,GB,276,2,2,42,0,0,0,0,0,19.2,19.24
25,16762,Jameis Winston,TB,QB,15,LAR,363,2,1,5,0,0,0,0,1,19,19.02
26,12722,Kamar Aiken,BAL,WR,15,KC,0,0,0,0,0,8,128,1,0,18.8,18.8
27,4314,Tom Brady,NE,QB,15,TEN,267,2,0,0,0,0,0,0,0,18.7,18.68
28,7175,Delanie Walker,TEN,TE,15,NE,0,0,0,0,0,2,64,2,0,18.4,18.4
28,16568,Brandin Cooks,NO,WR,15,DET,0,0,0,0,0,10,124,1,0,18.4,18.4
30,11447,Jimmy Clausen,BAL,QB,15,KC,281,2,2,30,0,0,0,0,0,18.2,18.24
