Rank,PlayerID,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,5282,Josh McCown,CLE,QB,5,BAL,457,2,0,12,1,0,0,0,0,35.5,35.48
2,14385,Doug Martin,TB,RB,5,JAX,0,0,0,123,2,3,35,1,0,33.8,33.8
3,4932,Eli Manning,NYG,QB,5,SF,441,3,1,11,0,0,0,0,0,28.7,28.74
4,16245,Blake Bortles,JAX,QB,5,TB,303,4,1,21,0,0,0,0,0,28.2,28.22
5,12841,Andy Dalton,CIN,QB,5,SEA,331,2,1,18,1,0,0,0,0,27,27.04
6,16524,Devonta Freeman,ATL,RB,5,WAS,0,0,0,153,1,7,44,0,0,25.7,25.7
7,4314,Tom Brady,NE,QB,5,DAL,275,2,0,3,1,0,0,0,0,25.3,25.3
8,611,Joe Flacco,BAL,QB,5,CLE,210,1,0,2,2,0,0,0,0,24.6,24.6
9,9369,Justin Forsett,BAL,RB,5,CLE,0,0,0,121,1,4,49,0,0,23,23
10,17050,Thomas Rawls,SEA,RB,5,CIN,0,0,0,169,1,0,0,0,0,22.9,22.9
11,12831,Tyrod Taylor,BUF,QB,5,TEN,109,1,0,76,1,1,4,0,0,22.4,22.36
12,7884,Antonio Gates,LAC,TE,5,PIT,0,0,0,0,0,9,92,2,0,21.2,21.2
13,14918,Tyler Eifert,CIN,TE,5,SEA,0,0,0,0,0,8,90,2,0,21,21
14,13443,Colin Kaepernick,SF,QB,5,NYG,262,2,0,23,0,0,0,0,0,20.8,20.78
15,8244,Philip Rivers,LAC,QB,5,PIT,365,2,1,0,0,0,0,0,0,20.6,20.6
16,4577,Gary Barnidge,CLE,TE,5,BAL,0,0,0,0,0,8,139,1,0,19.9,19.9
17,8358,Brian Hoyer,HOU,QB,5,IND,312,2,1,14,0,0,0,0,0,19.9,19.88
18,2429,Andre Johnson,IND,WR,5,HOU,0,0,0,0,0,6,77,2,0,19.7,19.7
19,16263,Allen Robinson,JAX,WR,5,TB,0,0,0,0,0,7,72,2,0,19.2,19.2
20,13291,Julio Jones,ATL,WR,5,WAS,0,0,0,0,2,5,67,0,0,18.7,18.7
20,14967,Le'Veon Bell,PIT,RB,5,LAC,0,0,0,111,1,4,16,0,0,18.7,18.7
22,16389,Odell Beckham Jr,NYG,WR,5,SF,0,0,0,3,0,7,121,1,0,18.4,18.4
23,2428,Carson Palmer,ARI,QB,5,DET,161,3,0,-1,0,0,0,0,0,18.3,18.34
24,8355,Julian Edelman,NE,WR,5,DAL,0,0,0,0,0,4,120,1,0,18,18
24,13124,DeMarco Murray,PHI,RB,5,NO,0,0,0,83,1,7,37,0,0,18,18
26,11527,Sam Bradford,PHI,QB,5,NO,333,2,2,3,0,0,0,0,0,17.6,17.62
27,16253,Allen Hurns,JAX,WR,5,TB,0,0,0,0,0,5,116,1,0,17.6,17.6
28,8972,Jay Cutler,CHI,QB,5,KC,252,2,0,15,0,0,0,0,1,17.6,17.58
29,16831,Jaelen Strong,HOU,WR,5,IND,0,0,0,0,0,2,53,2,0,17.3,17.3
30,12780,Shane Vereen,NYG,RB,5,SF,0,0,0,24,0,8,86,1,0,17,17
31,2699,Matt Forte,CHI,RB,5,KC,0,0,0,71,0,5,38,1,0,16.9,16.9
31,14986,DeAndre Hopkins,HOU,WR,5,IND,0,0,0,0,0,11,169,0,0,16.9,16.9
33,11712,Anquan Boldin,SF,WR,5,NYG,0,0,0,0,0,8,107,1,0,16.7,16.7
33,16568,Brandin Cooks,NO,WR,5,PHI,0,0,0,0,0,5,107,1,0,16.7,16.7
35,1034,Matt Hasselbeck,IND,QB,5,HOU,213,2,0,-3,0,0,0,0,0,16.2,16.22
36,16771,Todd Gurley,LAR,RB,5,GB,0,0,0,159,0,0,0,0,0,15.9,15.9
37,5820,Frank Gore,IND,RB,5,HOU,0,0,0,98,1,0,0,0,0,15.8,15.8
38,16668,Carlos Hyde,SF,RB,5,NYG,0,0,0,93,1,1,4,0,0,15.7,15.7
39,11256,Ryan Mathews,PHI,RB,5,NO,0,0,0,73,1,3,23,0,0,15.6,15.6
40,2593,Aaron Rodgers,GB,QB,5,LAR,241,2,2,39,0,0,0,0,1,15.5,15.54
41,7242,Drew Brees,NO,QB,5,PHI,335,2,1,-1,0,0,0,0,2,15.3,15.3
41,12708,Dion Lewis,NE,RB,5,DAL,0,0,0,34,0,8,59,1,0,15.3,15.3
43,16762,Jameis Winston,TB,QB,5,JAX,209,1,0,9,0,0,0,0,0,15.3,15.26
44,16127,Isaiah Crowell,CLE,RB,5,BAL,0,0,0,49,0,2,38,1,0,14.7,14.7
45,15118,Marquess Wilson,CHI,WR,5,KC,0,0,0,0,0,6,85,1,0,14.5,14.5
46,16141,Willie Snead,NO,WR,5,PHI,0,0,0,0,0,6,141,0,0,14.1,14.1
47,15971,Josh Huff,PHI,WR,5,NO,0,0,0,0,0,4,78,1,0,13.8,13.8
48,6302,James Jones,GB,WR,5,LAR,0,0,0,0,0,2,77,1,0,13.7,13.7
49,16609,Charles Sims,TB,RB,5,JAX,0,0,0,51,0,4,85,0,0,13.6,13.6
50,6739,Alex Smith,KC,QB,5,CHI,181,1,0,21,0,0,0,0,0,13.3,13.34
51,16640,John Brown,ARI,WR,5,DET,0,0,0,0,0,4,73,1,0,13.3,13.3
52,14973,Markus Wheaton,PIT,WR,5,LAC,0,0,0,0,0,1,72,1,0,13.2,13.2
53,14536,Russell Wilson,SEA,QB,5,CIN,213,1,1,21,0,0,0,0,0,12.6,12.62
54,16847,David Johnson,ARI,RB,5,DET,0,0,0,6,2,0,0,0,0,12.6,12.6
55,9447,Michael Vick,PIT,QB,5,LAC,203,1,1,24,0,0,0,0,0,12.5,12.52
56,15224,Andre Ellington,ARI,RB,5,DET,0,0,0,63,1,0,0,0,0,12.3,12.3
