Rank,PlayerID,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,16524,Devonta Freeman,ATL,RB,4,HOU,0,0,0,68,3,5,81,0,0,32.9,32.9
2,8244,Philip Rivers,LAC,QB,4,CLE,358,3,0,-1,0,0,0,0,0,26.2,26.22
3,11527,Sam Bradford,PHI,QB,4,WAS,270,3,0,14,0,0,0,0,0,24.2,24.2
4,16112,Jeremy Hill,CIN,RB,4,KC,0,0,0,40,3,0,0,0,0,24,24
5,15215,Tavon Austin,LAR,WR,4,ARI,0,0,0,20,0,6,96,2,0,23.6,23.6
6,12239,Chris Ivory,NYJ,RB,4,MIA,0,0,0,166,1,0,0,0,0,22.6,22.6
7,7242,Drew Brees,NO,QB,4,DAL,359,2,0,0,0,0,0,0,0,22.4,22.36
8,5282,Josh McCown,CLE,QB,4,LAC,356,2,0,0,0,0,0,0,1,22.2,22.24
9,14252,Kirk Cousins,WAS,QB,4,PHI,290,1,0,1,1,0,0,0,0,21.7,21.7
10,14967,Le'Veon Bell,PIT,RB,4,BAL,0,0,0,129,1,7,21,0,0,21,21
11,3519,Vincent Jackson,TB,WR,4,CAR,0,0,0,0,0,10,147,1,0,20.7,20.7
12,14385,Doug Martin,TB,RB,4,CAR,0,0,0,106,1,5,37,0,0,20.3,20.3
13,16245,Blake Bortles,JAX,QB,4,IND,298,1,0,31,0,0,0,0,0,19,19.02
14,13723,Nick Foles,LAR,QB,4,ARI,171,3,0,-1,0,0,0,0,0,18.7,18.74
15,12841,Andy Dalton,CIN,QB,4,KC,321,1,0,16,0,0,0,0,0,18.4,18.44
16,4932,Eli Manning,NYG,QB,4,BUF,212,3,1,-2,0,0,0,0,0,18.3,18.28
17,6739,Alex Smith,KC,QB,4,CIN,386,0,0,25,0,0,0,0,0,17.9,17.94
18,16253,Allen Hurns,JAX,WR,4,IND,0,0,0,0,0,11,116,1,0,17.6,17.6
18,16838,Duke Johnson,CLE,RB,4,LAC,0,0,0,31,0,9,85,1,0,17.6,17.6
20,8358,Brian Hoyer,HOU,QB,4,ATL,232,2,0,0,0,0,0,0,0,17.3,17.28
21,8972,Jay Cutler,CHI,QB,4,OAK,281,2,1,0,0,0,0,0,0,17.2,17.24
