Rank,Name,Team,Position,Played,SoloTackles,AssistedTackles,TacklesForLoss,Sacks,SackYards,QuarterbackHits,PassesDefended,Interceptions,FumblesForced,FumblesRecovered,DefensiveTouchdowns,FantasyPointsPerGame,FantasyPoints
280,Danny McCray,DAL,SS,15,43,20,1,0,0,0,2,1,0,0,0,3.9,59
280,Daniel Te'o-Nesheim,TB,DE,16,24,15,8,4,35,8,0,0,0,0,0,3.7,59
280,Akeem Dent,ATL,OLB,16,40,22,5,0,0,1,2,0,0,0,0,3.7,59
283,Ahtyba Rubin,CLE,DT,13,30,14,4,2,13,4,2,0,2,0,0,4.5,58.3
284,Adam Jones,CIN,CB,16,32,5,2,1,6,1,9,0,1,0,0,3.6,58.1
285,Kaluka Maiava,CLE,ILB,16,30,18,1,2,9,4,3,0,2,0,0,3.6,57.9
286,O'Brien Schofield,ARI,OLB,9,26,8,6,4,37,9,0,0,0,0,0,6.3,56.7
287,Albert McClellan,BAL,LB,14,29,13,6,1,11,1,2,0,1,2,0,4,56.6
288,Nolan Carroll,MIA,CB,14,41,6,2,1,5,0,5,0,1,0,0,4,56.5
289,Jerry Hughes,IND,DE,16,23,11,7,4,18,10,1,0,0,0,0,3.5,56.3
290,Evander Hood,PIT,DT,16,25,17,4,3,1,3,3,0,0,2,0,3.5,55.6
291,Corey Lynch,LAC,SS,16,32,7,4,0,0,0,7,2,0,1,0,3.5,55.5
291,Kyle Wilson,NYJ,CB,16,41,7,1,0,0,0,4,1,1,0,0,3.5,55.5
291,Kavell Conner,IND,ILB,14,35,17,4,1,0,2,4,0,0,0,0,4,55.5
294,Kamerion Wimbley,TEN,OLB,16,16,14,4,6,42,9,0,0,1,0,0,3.4,55.2
295,Tony Carter,DEN,CB,15,20,4,0,0,0,0,12,2,0,1,2,3.7,55
296,Matt Shaughnessy,OAK,DE,16,25,6,9,3.5,29,8,0,0,0,0,0,3.4,54.9
297,Sen'Derrick Marks,TEN,DE,14,30,11,3,1.5,12,6,3,0,1,0,0,3.9,54.7
297,Will Witherspoon,TEN,OLB,14,28,17,1,1,2,1,2,1,1,0,1,3.9,54.7
299,Randy Starks,MIA,DE,16,18,9,5,4.5,21,9,4,1,0,0,0,3.4,54.6
300,Ray McDonald,SF,DT,16,28,10,5,2.5,15,4,1,0,1,0,0,3.4,54.5
