Rank,Name,Team,Position,Played,SoloTackles,AssistedTackles,TacklesForLoss,Sacks,SackYards,QuarterbackHits,PassesDefended,Interceptions,FumblesForced,FumblesRecovered,DefensiveTouchdowns,FantasyPointsPerGame,FantasyPoints
274,Jabaal Sheard,NE,DE,15,19,13,7.5,5,34,9,4,0,0,0,0,4,59.4
274,Neville Hewitt,MIA,ILB,16,36,22,5.5,1,9,1,0,0,0,1,0,3.7,59.4
276,Noah Spence,TB,DE,16,16,6,4,5.5,33.5,11,2,0,3,0,0,3.7,59.35
277,Nolan Carroll,PHI,CB,16,40,14,0,0,0,0,9,1,0,0,0,3.7,59
277,Shareece Wright,BAL,CB,12,42,8,4,0,0,0,6,0,0,1,0,4.9,59
279,Maurice Alexander,LAR,SS,14,38,12,1,1,9,1,4,2,0,0,0,4.2,58.9
280,Maliek Collins,DAL,DT,16,17,6,6,5,36,13,0,0,1,1,0,3.7,58.6
281,Clay Matthews,GB,ILB,12,20,4,8,5,35,9,3,0,1,0,0,4.9,58.5
281,Nickell Robey,BUF,CB,16,27,3,2,0,0,0,7,2,0,1,2,3.7,58.5
283,David Parry,IND,DT,16,33,13,4,3,7,8,0,0,0,0,0,3.6,58.2
284,Bobby McCain,MIA,CB,16,32,13,2.5,1,11,2,6,1,1,0,0,3.6,58.1
285,Phillip Gaines,KC,CB,11,41,2,0,0,0,0,7,1,2,0,0,5.3,58
286,Danny Shelton,CLE,DT,16,32,27,2,1.5,13,6,0,0,0,0,0,3.6,57.8
286,Malcom Brown,NE,NT,16,24,27,3.5,3,28,5,0,0,1,0,0,3.6,57.8
288,Andre Hal,HOU,FS,15,31,15,2.5,1,7,1,7,2,0,0,0,3.8,57.7
289,Dominique Easley,LAR,DT,16,24,11,7,3.5,21.5,5,1,0,2,0,0,3.6,57.65
290,Ken Crawley,NO,CB,15,40,3,2,0,0,0,8,0,1,1,0,3.8,57.5
291,Buster Skrine,NYJ,DB,14,39,8,1,1,14,1,6,1,0,0,0,4.1,57.4
292,Kyle Van Noy,NE,LB,14,31,20,2.5,1,8,2,3,1,1,0,0,4.1,57.3
293,Darrelle Revis,NYJ,CB,15,43,10,1,0,0,0,5,1,0,0,0,3.8,57
294,Charles Johnson,CAR,DE,13,14,12,2.5,4,24.5,13,2,0,3,0,0,4.4,56.95
295,Michael Wilhoite,SF,OLB,16,42,9,0,0.5,4,1,2,0,1,1,0,3.6,56.9
296,Jason Jones,MIA,DE,14,22,14,3,3.5,12,12,1,0,0,1,0,4,56.2
297,Tyrone Crawford,DAL,DT,14,16,12,8.5,4.5,26,8,0,0,0,2,0,4,56.1
298,Alan Branch,NE,DT,16,26,23,8.5,1.5,0.5,2,2,0,1,0,0,3.5,56.05
299,Brian Cushing,HOU,ILB,13,38,27,2.5,0,0,2,0,0,0,0,0,4.3,56
299,Corey Liuget,LAC,DT,16,29,8,11,0,0,6,3,0,0,1,0,3.5,56
