Rank,Name,Team,Position,Played,SoloTackles,AssistedTackles,TacklesForLoss,Sacks,SackYards,QuarterbackHits,PassesDefended,Interceptions,FumblesForced,FumblesRecovered,DefensiveTouchdowns,FantasyPointsPerGame,FantasyPoints
162,Terrell Edmunds,PIT,SS,16,55,23,1,1,9,3,4,1,0,1,0,5.2,83.4
164,Robert Quinn,MIA,DE,16,25,13,11,6.5,48,16,0,0,2,0,0,5.1,82.3
164,Jaire Alexander,GB,CB,13,61,5,2.5,0.5,3,1,11,1,0,0,0,6.3,82.3
164,Da'ron Payne,WAS,NT,16,35,21,7,5,28,8,3,0,1,1,0,5.1,82.3
167,Stephon Gilmore,NE,CB,16,40,5,1,1,7,1,20,2,2,1,0,5.1,82.2
168,Carl Nassib,TB,DE,15,22,7,15,6.5,46,16,2,0,2,0,0,5.5,82.1
168,Mike Hilton,PIT,CB,15,44,13,7,1,6,5,8,1,0,2,0,5.5,82.1
170,Patrick Chung,NE,SS,15,52,32,1.5,0.5,5,2,3,1,0,1,0,5.5,82
171,Thomas Davis,CAR,OLB,12,46,33,5,0,0,2,6,0,0,2,0,6.8,81.5
171,PJ Williams,NO,CB,15,44,9,4,1,10,2,9,1,2,0,1,5.4,81.5
173,Sam Hubbard,CIN,DE,16,27,12,9.5,6,39.5,9,2,0,1,1,1,5.1,81.45
174,Chidobe Awuzie,DAL,CB,15,57,14,0,0,0,0,11,1,1,0,0,5.4,81
174,Denzel Ward,CLE,CB,13,41,12,5,0,0,0,11,3,1,2,0,6.2,81
176,Leonard Williams,NYJ,DE,16,26,16,10.5,5,43.5,20,2,0,0,0,0,5.1,80.85
177,Jon Bostic,PIT,ILB,16,46,27,7.5,2.5,18,4,3,0,0,0,0,5,80.8
178,Olivier Vernon,NYG,DE,11,23,7,7,7,42.5,22,1,0,1,1,0,7.3,80.75
179,Mike Adams,CAR,FS,16,47,28,3.5,0,0,1,6,3,0,0,0,5,80.5
179,Johnathan Joseph,HOU,CB,14,49,9,2,0,0,0,13,2,0,0,1,5.8,80.5
179,Joe Haden,PIT,CB,15,51,12,2.5,0,0,0,12,2,1,0,0,5.4,80.5
179,Benson Mayowa,ARI,DE,15,32,6,13,4,35,11,4,0,1,1,0,5.4,80.5
183,Tre Flowers,SEA,CB,15,55,12,0,0,0,0,7,0,3,1,0,5.3,80
184,Romeo Okwara,DET,DE,15,28,11,9.5,7.5,38,14,1,0,1,0,0,5.3,79.8
185,Jason McCourty,NE,CB,16,54,16,1.5,0,0,0,10,1,1,0,0,5,79.5
185,Alex Anzalone,NO,ILB,16,45,15,5,2,10,6,2,1,2,0,0,5,79.5
187,Justin Coleman,SEA,CB,16,41,14,0.5,0.5,5.5,1,10,1,1,2,1,4.9,79.05
188,Morris Claiborne,NYJ,CB,15,44,13,2.5,0,0,0,14,2,0,0,1,5.3,79
189,Eric Reid,CAR,SS,13,50,21,4,1,0,1,5,1,1,0,0,6,78.5
189,Foyesade Oluokun,ATL,OLB,16,56,35,2,0,0,2,1,0,0,0,0,4.9,78.5
191,Rodney Gunter,ARI,DT,16,30,14,12,4.5,32,10,1,0,2,0,0,4.9,78.2
192,Jonathan Jones,NE,DB,16,44,12,2,1.5,11,3,7,3,1,0,0,4.9,78.1
193,Byron Jones,DAL,CB,16,56,11,2.5,0,0,0,14,0,0,0,0,4.9,78
194,Desmond Trufant,ATL,CB,16,55,11,1,1,11,1,12,0,0,0,0,4.8,77.6
195,Henry Anderson,NYJ,DE,16,22,13,9,7,59.5,16,4,0,0,0,0,4.8,77.45
196,Jordan Whitehead,TB,FS,15,61,15,4,0,0,0,4,0,0,0,0,5.1,76.5
197,Genard Avery,CLE,OLB,16,29,10,6.5,4.5,26.5,14,4,0,1,1,0,4.8,76.15
198,Jahleel Addae,LAC,FS,16,52,23,1,1,13,1,3,1,0,1,0,4.7,75.8
199,Brandon Graham,PHI,DE,16,31,8,11.5,4,22,11,2,0,1,1,0,4.7,75.7
200,Shaquill Griffin,SEA,CB,16,54,8,3.5,0,0,0,8,2,0,0,0,4.7,75.5
201,Christian Jones,DET,OLB,16,49,20,3.5,1,9,4,3,0,1,0,0,4.7,75.4
202,Glover Quin,DET,FS,16,58,16,1.5,1,6,2,3,0,0,0,0,4.7,75.1
203,Reggie Ragland,KC,ILB,16,46,40,3,0.5,0,1,1,1,0,0,0,4.7,75
203,BJ Goodson,NYG,ILB,15,44,17,5.5,0.5,0,3,4,2,0,1,0,5,75
205,Buster Skrine,NYJ,DB,14,52,6,4.5,0.5,4.5,1,7,0,1,1,0,5.4,74.95
206,BW Webb,NYG,CB,16,52,7,2,1,12,2,6,1,1,0,0,4.7,74.7
207,Chris Harris,DEN,CB,12,40,9,1,1,9,1,10,3,0,0,1,6.2,74.4
208,Marcus Williams,NO,FS,16,49,10,1.5,1,6,1,3,2,1,1,0,4.6,74.1
209,Tavon Young,BAL,CB,15,35,2,5,2,7,2,5,1,0,2,2,4.9,73.7
