Rank,Name,Team,Position,Played,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
46,Robert Turbin,IND,RB,15,47,164,3.5,7,35,26,179,1,0,0,5.5,82.3
47,DeAngelo Williams,PIT,RB,9,98,343,3.5,4,27,18,118,2,0,0,9.1,82.1
48,Shaun Draughn,SF,RB,16,74,196,2.6,4,39,29,263,2,1,1,5,79.9
49,Jacquizz Rodgers,TB,RB,10,129,560,4.3,2,16,13,98,0,0,0,7.8,77.8
50,Zach Zenner,DET,RB,14,88,334,3.8,4,23,18,196,0,1,1,5.4,75
51,Chris Ivory,JAX,RB,11,117,439,3.8,3,28,20,186,0,6,3,6.8,74.5
52,Kenneth Dixon,BAL,RB,12,88,382,4.3,2,41,30,162,1,1,0,6,72.4
53,Doug Martin,TB,RB,8,144,421,2.9,3,16,14,134,0,1,1,8.9,71.5
54,Damien Williams,MIA,RB,15,35,115,3.3,3,31,23,249,3,1,1,4.7,70.4
55,Deandre Washington,OAK,RB,14,87,467,5.4,2,23,17,115,0,1,1,4.9,68.2
56,Matt Jones,WAS,RB,7,99,460,4.6,3,8,8,73,0,3,2,9.6,67.3
57,Charcandrick West,KC,RB,15,88,293,3.3,1,34,28,188,2,0,0,4.4,66.1
58,Thomas Rawls,SEA,RB,9,109,349,3.2,3,17,13,96,0,0,0,6.9,62.5
59,Paul Perkins,NYG,RB,14,112,456,4.1,0,24,15,162,0,1,0,4.4,61.8
60,Rex Burkhead,CIN,RB,16,74,344,4.6,2,20,17,145,0,1,1,3.7,58.9
61,Jeremy Langford,CHI,RB,12,62,200,3.2,4,27,19,142,0,2,2,4.5,54.2
62,Travaris Cadet,NO,RB,15,4,19,4.8,0,54,40,281,4,0,0,3.6,54
63,Alfred Blue,HOU,RB,14,100,420,4.2,1,16,12,40,0,2,1,3.6,50
64,Fozzy Whittaker,CAR,RB,16,57,265,4.6,0,33,25,226,0,1,1,2.9,47.1
65,Jamize Olawale,OAK,FB,16,17,47,2.8,2,14,12,227,1,0,0,2.8,45.4
66,CJ Prosise,SEA,RB,6,30,172,5.7,1,19,17,208,0,0,0,7.3,44
67,Charles Sims,TB,RB,7,51,149,2.9,1,32,24,190,1,1,1,6.3,43.9
68,Justin Forsett,DEN,RB,9,87,291,3.3,1,27,20,85,0,2,1,4.6,41.6
69,John Kuhn,NO,FB,16,18,37,2.1,4,20,16,70,1,0,0,2.5,40.7
69,Wendell Smallwood,PHI,RB,13,77,312,4.1,1,13,6,55,0,1,1,3.1,40.7
71,James Starks,GB,RB,9,63,145,2.3,0,25,19,134,2,1,0,4.4,39.9
72,Eddie Lacy,GB,RB,5,71,360,5.1,0,7,4,28,0,0,0,7.8,38.8
73,Dwayne Washington,DET,RB,12,90,265,2.9,1,15,10,62,0,0,0,3.2,38.7
74,Dion Lewis,NE,RB,7,64,283,4.4,0,24,17,94,0,1,0,5.4,37.7
75,Aaron Ripkowski,GB,FB,16,34,150,4.4,2,10,9,46,1,0,0,2.4,37.6
76,Alfred Morris,DAL,RB,14,69,243,3.5,2,6,3,11,0,0,0,2.7,37.4
77,Kyle Juszczyk,BAL,FB,16,5,22,4.4,1,49,37,266,0,0,0,2.3,36.8
78,Kenyan Drake,MIA,RB,16,33,179,5.4,2,10,9,46,0,1,0,2.2,34.5
79,Corey Grant,JAX,RB,11,32,164,5.1,1,7,4,35,1,0,0,2.9,31.9
80,Peyton Barber,TB,RB,15,55,223,4.1,1,6,5,28,0,0,0,2.1,31.1
81,Kenjon Barner,PHI,RB,13,27,129,4.8,2,11,5,42,0,0,0,2.2,29.1
82,Kerwynn Williams,ARI,RB,10,18,157,8.7,2,2,1,6,0,0,0,2.8,28.3
83,Cameron Artis-Payne,CAR,RB,3,36,144,4,2,1,1,11,0,0,0,9.2,27.5
84,DuJuan Harris,SF,RB,9,38,138,3.6,0,9,8,115,1,2,2,3,27.3
85,Shane Vereen,NYG,RB,5,33,158,4.8,1,19,11,94,0,2,2,5.4,27.2
86,Alex Collins,SEA,RB,11,31,125,4,1,11,11,84,0,2,1,2.3,24.9
87,Mike Tolbert,CAR,FB,16,35,114,3.3,0,15,10,72,1,0,0,1.5,24.6
88,Orleans Darkwa,NYG,RB,10,30,111,3.7,2,4,2,12,0,0,0,2.4,24.3
89,Kapri Bibbs,DEN,RB,12,22,107,4.9,0,3,2,75,1,0,0,2,24.2
89,Kenneth Farrow,LAC,RB,13,60,192,3.2,0,16,13,70,0,2,1,1.9,24.2
91,Ronnie Hillman,LAC,RB,8,41,131,3.2,0,15,7,93,0,0,0,2.8,22.4
92,Ameer Abdullah,DET,RB,2,18,101,5.6,0,5,5,57,1,0,0,10.9,21.8
93,Lance Dunbar,DAL,RB,13,9,31,3.4,1,24,16,122,0,1,0,1.6,21.3
94,Danny Woodhead,LAC,RB,2,19,116,6.1,0,8,6,35,1,0,0,10.6,21.1
95,Jonathan Grimes,HOU,RB,10,23,105,4.6,0,18,13,94,0,0,0,2,19.9
96,Bobby Rainey,NYG,RB,15,17,63,3.7,0,25,20,153,0,1,1,1.3,19.6
97,Benjamin Cunningham,LAR,RB,11,21,101,4.8,0,21,16,91,0,1,0,1.7,19.2
98,Andre Ellington,ARI,RB,16,34,96,2.8,0,19,12,85,0,0,0,1.1,18.1
98,Ka'Deem Carey,CHI,RB,12,32,126,3.9,0,7,5,55,0,0,0,1.5,18.1
100,Reggie Bush,BUF,RB,13,12,-3,-0.2,1,10,7,90,0,1,0,1.3,16.7
101,Denard Robinson,JAX,RB,13,41,144,3.5,0,5,3,22,0,0,0,1.3,16.6
102,Terron Ward,ATL,RB,5,31,151,4.9,0,2,1,11,0,0,0,3.2,16.2
103,Josh Ferguson,IND,RB,16,15,20,1.3,0,26,20,136,0,1,0,1,15.6
104,Chris Johnson,ARI,RB,4,25,95,3.8,1,1,0,0,0,0,0,3.9,15.5
105,Mack Brown,WAS,RB,9,8,82,10.2,1,1,1,-2,0,0,0,1.6,14
106,Akeem Hunt,HOU,RB,8,20,109,5.4,0,4,3,29,0,2,0,1.7,13.8
107,Andy Janovich,DEN,FB,11,4,33,8.2,1,7,5,44,0,0,0,1.2,13.7
108,Arian Foster,MIA,RB,4,22,55,2.5,0,10,6,78,0,1,0,3.3,13.3
109,CJ Spiller,NYJ,RB,6,6,18,3,0,13,6,50,1,1,0,2.1,12.8
110,Mike Davis,SF,RB,8,19,50,2.6,1,5,3,25,0,1,1,1.4,11.5
111,Jamaal Charles,KC,RB,3,12,40,3.3,1,3,2,14,0,0,0,3.8,11.4
111,Jonathan Williams,BUF,RB,11,27,94,3.5,1,2,1,0,0,2,2,1,11.4
113,Patrick DiMarco,ATL,FB,16,0,0,0,0,10,7,52,1,0,0,0.7,11.2
114,Darren McFadden,DAL,RB,3,24,87,3.6,0,5,3,17,0,0,0,3.5,10.4
114,Antone Smith,TB,RB,3,10,47,4.7,0,9,6,77,0,2,1,3.5,10.4
116,David Johnson,PIT,RB,16,0,0,0,0,11,7,80,0,0,0,0.6,10
117,Alan Cross,TB,FB,14,0,0,0,0,10,6,38,1,0,0,0.7,9.8
118,George Atkinson,CLE,RB,16,7,34,4.9,1,0,0,0,0,1,0,0.6,9.4
119,Terrell Watson,PHI,RB,1,9,28,3.1,1,1,1,5,0,0,0,9.3,9.3
120,Marcel Reece,SEA,FB,4,2,0,0,0,5,5,72,0,0,0,2.3,9.2
121,Fitzgerald Toussaint,PIT,RB,16,14,58,4.1,0,3,3,33,0,0,0,0.6,9.1
122,Andre Williams,LAC,RB,1,18,87,4.8,0,2,0,0,0,0,0,8.7,8.7
122,Derek Watt,LAC,FB,16,2,4,2,0,4,4,83,0,0,0,0.5,8.7
124,Juwan Thompson,DEN,RB,8,8,26,3.2,1,1,0,0,0,0,0,1.1,8.6
125,Byron Marshall,PHI,RB,3,19,64,3.4,0,5,3,10,0,0,0,2.5,7.4
126,Jerome Felton,BUF,FB,15,8,13,1.6,0,9,6,57,0,0,0,0.5,7
127,Malcolm Brown,LAR,RB,16,18,39,2.2,0,3,3,46,0,1,1,0.4,6.5
128,Adrian Peterson,MIN,RB,3,37,72,1.9,0,6,3,8,0,1,1,2,6
129,Jordan Todman,IND,RB,16,9,59,6.6,0,1,0,0,0,0,0,0.4,5.9
130,Knile Davis,KC,RB,11,18,28,1.6,0,7,5,25,0,0,0,0.5,5.3
131,Javorius Allen,BAL,RB,8,9,34,3.8,0,4,3,15,0,0,0,0.6,4.9
131,Troymaine Pope,SEA,RB,4,12,44,3.7,0,2,1,5,0,0,0,1.2,4.9
133,Brandon Wilds,NYJ,RB,4,10,27,2.7,0,2,2,20,0,0,0,1.2,4.7
134,Daniel Lasco,NO,RB,7,11,32,2.9,0,4,2,11,0,0,0,0.6,4.3
135,Mike James,TB,RB,4,4,19,4.8,0,4,4,22,0,0,0,1,4.1
136,Dexter McCluster,LAC,RB,6,3,2,0.7,0,11,7,36,0,0,0,0.6,3.8
137,Taiwan Jones,OAK,RB,13,1,-8,-8,0,4,4,43,0,1,0,0.3,3.5
138,Don Jackson,GB,RB,3,10,32,3.2,0,1,0,0,0,0,0,1.1,3.2
139,Isaiah Pead,MIA,RB,3,8,22,2.8,0,1,1,6,0,0,0,0.9,2.8
140,Dan Vitale,CLE,FB,9,0,0,0,0,5,4,27,0,0,0,0.3,2.7
141,Malcolm Johnson,CLE,FB,7,1,2,2,0,7,5,44,0,1,1,0.4,2.6
141,DJ Foster,NE,RB,3,7,24,3.4,0,2,1,2,0,0,0,0.9,2.6
143,Keith Smith,DAL,FB,16,2,5,2.5,0,3,3,20,0,0,0,0.2,2.5
143,Lawrence Thomas,NYJ,RB,3,0,0,0,0,0,0,0,0,0,0,0.8,2.5
145,Brandon Bolden,NE,RB,14,1,4,4,0,4,2,15,0,0,0,0.1,1.9
146,James Develin,NE,RB,16,0,0,0,0,6,3,18,0,0,0,0.1,1.8
146,JD McKissic,SEA,RB,1,1,2,2,0,2,2,16,0,0,0,1.8,1.8
148,Jalston Fowler,TEN,RB,16,1,3,3,0,2,1,14,0,0,0,0.1,1.7
149,Cedric Peerman,CIN,RB,6,6,15,2.5,0,1,0,0,0,0,0,0.2,1.5
149,Zach Line,MIN,FB,15,7,15,2.1,0,3,0,0,0,0,0,0.1,1.5
149,Antonio Andrews,TEN,RB,16,2,15,7.5,0,0,0,0,0,0,0,0.1,1.5
149,Jay Prosch,HOU,FB,15,4,9,2.2,0,1,1,6,0,0,0,0.1,1.5
153,Stepfan Taylor,ARI,RB,15,4,12,3,0,0,0,0,0,0,0,0.1,1.2
153,Terrence Magee,SEA,RB,2,3,12,4,0,0,0,0,0,0,0,0.6,1.2
155,Anthony Sherman,KC,FB,16,0,0,0,0,6,4,11,0,0,0,0.1,1.1
155,Bronson Hill,JAX,RB,3,2,11,5.5,0,1,0,0,0,0,0,0.4,1.1
155,Paul Lasike,CHI,RB,10,3,8,2.7,0,1,1,3,0,0,0,0.1,1.1
158,Lorenzo Taliaferro,BAL,RB,3,1,0,0,0,3,3,10,0,0,0,0.3,1
159,Stevan Ridley,ATL,RB,1,3,7,2.3,0,0,0,0,0,0,0,0.7,0.7
159,Joe Banyard,JAX,RB,1,2,7,3.5,0,0,0,0,0,0,0,0.7,0.7
159,Daryl Richardson,JAX,RB,3,2,7,3.5,0,0,0,0,0,0,0,0.2,0.7
162,Raheem Mostert,SF,RB,3,1,6,6,0,0,0,0,0,0,0,0.2,0.6
163,Roosevelt Nix,PIT,RB,10,0,0,0,0,2,2,5,0,0,0,0,0.5
164,Joique Bell,DET,RB,7,3,6,2,0,1,1,-2,0,0,0,0.1,0.4
164,Chase Reynolds,LAR,RB,16,0,0,0,0,1,1,4,0,0,0,0,0.4
164,Rod Smith,DAL,RB,7,0,0,0,0,1,1,4,0,0,0,0.1,0.4
167,Marcus Murphy,NO,RB,3,0,0,0,0,1,1,3,0,0,0,0.1,0.3
168,Will Tukuafu,SEA,FB,7,2,2,1,0,1,0,0,0,0,0,0,0.2
168,Khiry Robinson,NYJ,RB,1,8,22,2.8,0,0,0,0,0,1,1,0.2,0.2
170,Austin Johnson,TB,FB,1,0,0,0,0,0,0,0,0,0,0,0,0
170,Michael Burton,DET,FB,15,0,0,0,0,1,0,0,0,0,0,0,0
170,Julian Howsare,NYJ,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
170,Russell Hansbrough,TB,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
170,Aaron Green,LAR,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
170,Glenn Gronkowski,BUF,FB,1,0,0,0,0,0,0,0,0,0,0,0,0
170,Joe Kerridge,GB,FB,8,1,0,0,0,0,0,0,0,0,0,0,0
170,Taniela Tupou,SEA,FB,1,0,0,0,0,0,0,0,0,0,0,0,0
178,Brandon Burks,NYJ,RB,1,2,-4,-2,0,0,0,0,0,0,0,-0.4,-0.4
179,Tyler Ervin,HOU,RB,12,1,3,3,0,5,3,18,0,3,2,-0.2,-1.9
