Rank,Name,Team,Position,Played,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
48,Doug Martin,TB,RB,11,135,494,3.7,2,20,13,64,0,0,0,6.2,67.8
49,Jerick McKinnon,MIN,RB,11,113,538,4.8,0,41,27,135,0,0,0,6.1,67.3
50,Reggie Bush,DET,RB,11,76,297,3.9,2,56,40,253,0,0,0,6.1,67
50,Ben Tate,MIN,RB,11,119,370,3.1,4,12,9,60,0,0,0,6.1,67
52,Antone Smith,ATL,RB,10,23,144,6.3,2,15,13,222,3,1,1,6.5,64.6
53,Lorenzo Taliaferro,BAL,RB,13,68,292,4.3,4,10,8,114,0,1,1,4.8,62.6
54,Carlos Hyde,SF,RB,14,83,333,4,4,16,12,68,0,1,1,4.4,62.1
55,Toby Gerhart,JAX,RB,14,102,326,3.2,2,24,20,186,0,1,1,4.4,61.2
56,Theo Riddick,DET,RB,14,20,51,2.6,0,50,34,316,4,0,0,4.3,60.7
57,Anthony Dixon,BUF,RB,16,105,432,4.1,2,9,8,49,0,1,0,3.8,60.1
58,Robert Turbin,SEA,RB,16,74,310,4.2,0,20,16,186,2,1,1,3.7,59.6
59,James Starks,GB,RB,16,85,333,3.9,2,29,18,140,0,1,0,3.7,59.3
60,Ryan Mathews,LAC,RB,6,74,330,4.5,3,10,9,69,0,1,0,9.6,57.9
61,Devonta Freeman,ATL,RB,16,65,248,3.8,1,38,30,225,1,1,1,3.6,57.3
62,Khiry Robinson,NO,RB,10,76,362,4.8,3,11,8,63,0,2,2,5.6,56.5
63,Stepfan Taylor,ARI,RB,14,63,208,3.3,1,15,11,79,3,0,0,3.9,54.7
64,Dan Herron,IND,RB,16,78,351,4.5,1,26,21,173,0,2,2,3.4,54.4
65,Jacquizz Rodgers,ATL,RB,16,58,217,3.7,1,40,29,173,1,1,0,3.2,51
66,Joseph Randle,DAL,RB,16,51,343,6.7,3,5,4,23,0,2,2,3.2,50.6
67,Shonn Greene,TEN,RB,13,94,392,4.2,2,3,1,13,0,1,1,3.9,50.5
68,Jordan Todman,JAX,RB,16,32,186,5.8,1,37,25,198,1,0,0,3.2,50.4
69,Stevan Ridley,NE,RB,6,94,340,3.6,2,5,4,20,0,0,0,8,48
70,Juwan Thompson,DEN,RB,15,54,272,5,3,7,4,25,0,1,0,3.2,47.7
71,Bernard Pierce,BAL,RB,13,93,363,3.9,2,6,2,13,0,1,1,3.7,47.6
72,Zac Stacy,LAR,RB,13,76,293,3.9,1,23,18,152,0,2,2,3.6,46.5
73,CJ Spiller,BUF,RB,9,77,299,3.9,0,22,19,125,1,3,1,5.2,46.4
74,Donald Brown,LAC,RB,13,85,223,2.6,0,41,29,211,0,0,0,3.3,43.4
75,Chris Polk,PHI,RB,14,46,172,3.7,4,3,2,16,0,1,0,3.1,42.8
76,Charles Sims,TB,RB,8,66,185,2.8,1,27,19,190,0,2,1,5.2,41.5
77,Daniel Thomas,MIA,RB,12,44,168,3.8,2,19,13,121,0,1,1,3.4,40.9
78,Darrel Young,WAS,FB,16,9,22,2.4,3,14,11,81,2,0,0,2.5,40.3
79,Marcel Reece,OAK,FB,15,21,85,4,0,59,37,265,1,1,1,2.6,39
80,Damien Williams,MIA,RB,16,36,122,3.4,0,27,21,187,1,0,0,2.3,36.9
81,Dexter McCluster,TEN,RB,14,40,131,3.3,0,36,26,197,1,1,1,2.6,36.8
82,Travaris Cadet,NO,RB,15,10,32,3.2,0,51,38,296,1,2,2,2.3,34.8
83,Fozzy Whittaker,CAR,RB,10,32,145,4.5,1,6,5,60,1,0,0,3.2,32.5
84,Leon Washington,TEN,RB,16,13,57,4.4,0,31,22,159,2,3,1,2,31.6
84,Lance Dunbar,DAL,RB,16,29,99,3.4,0,22,18,217,0,0,0,2,31.6
86,Bruce Miller,SF,FB,16,6,9,1.5,0,25,18,189,2,1,1,1.9,29.8
87,Bilal Powell,NYJ,RB,15,33,141,4.3,1,15,11,92,0,0,0,2,29.3
88,Bryce Brown,BUF,RB,7,36,126,3.5,0,25,16,176,0,1,1,4,28.2
89,Montee Ball,DEN,RB,5,55,172,3.1,1,13,9,62,0,1,1,5.5,27.4
90,Kerwynn Williams,ARI,RB,4,53,246,4.6,0,6,2,11,0,1,0,6.4,25.7
91,DeAngelo Williams,CAR,RB,6,63,219,3.5,0,6,5,44,0,1,1,4,24.3
92,Silas Redd,WAS,RB,15,16,75,4.7,1,10,8,107,0,1,0,1.6,24.2
93,Jonathan Grimes,HOU,RB,16,39,153,3.9,0,8,6,86,0,0,0,1.5,23.9
94,Knowshon Moreno,MIA,RB,3,31,148,4.8,1,1,1,8,0,0,0,7.2,21.6
95,Ka'Deem Carey,CHI,RB,14,36,158,4.4,0,6,5,57,0,0,0,1.5,21.5
96,Peyton Hillis,NYG,RB,9,26,115,4.4,0,16,10,87,0,0,0,2.2,20.2
96,Kyle Juszczyk,BAL,FB,16,0,0,0,0,27,19,182,1,2,2,1.3,20.2
96,Storm Johnson,JAX,RB,6,29,86,3,2,1,1,-4,0,0,0,3.4,20.2
99,Joe McKnight,KC,RB,2,1,3,3,0,7,6,64,2,0,0,9.4,18.7
99,Christine Michael,SEA,RB,10,34,175,5.1,0,2,1,12,0,1,0,1.9,18.7
101,Mike Tolbert,CAR,FB,8,37,78,2.1,0,17,12,93,0,0,0,2.1,17.1
102,John Kuhn,GB,FB,16,24,85,3.5,1,4,4,23,0,0,0,1,16.8
103,Maurice Jones-Drew,OAK,RB,12,43,96,2.2,0,16,11,71,0,1,0,1.4,16.7
104,Brandon Bolden,NE,RB,16,28,89,3.2,1,6,2,8,0,0,0,1,15.7
105,Robert Hughes,ARI,FB,16,7,11,1.6,0,12,8,140,0,0,0,0.9,15.1
106,Joe Banyard,MIN,RB,15,21,88,4.2,0,11,9,62,0,0,0,1,15
107,Zurlon Tipton,IND,RB,6,10,18,1.8,0,6,6,68,1,0,0,2.4,14.6
108,Anthony Sherman,KC,FB,16,2,8,4,0,14,10,71,1,0,0,0.9,13.9
109,Jamize Olawale,OAK,FB,16,2,0,0,0,6,5,18,2,0,0,0.9,13.8
110,Rex Burkhead,CIN,RB,9,9,27,3,1,10,7,49,0,0,0,1.5,13.6
111,Orleans Darkwa,NYG,RB,11,9,23,2.6,1,6,5,48,0,0,0,1.2,13.1
112,Marion Grice,ARI,RB,10,15,41,2.7,1,11,7,29,0,0,0,1.3,13
113,Patrick DiMarco,ATL,FB,16,0,0,0,0,14,9,62,1,0,0,0.8,12.2
114,Jonathan Dwyer,ARI,RB,2,16,51,3.2,1,3,2,8,0,0,0,6,11.9
115,Jed Collins,DET,FB,16,8,19,2.4,0,6,5,39,1,0,0,0.7,11.8
116,John Conner,NYJ,FB,12,6,20,3.3,0,3,2,35,1,0,0,1,11.5
117,Chris Ogbonnaya,NYG,RB,7,14,50,3.6,1,1,0,0,0,0,0,1.6,11
118,Darrin Reaves,CAR,RB,6,32,77,2.4,0,8,5,31,0,0,0,1.8,10.8
119,Ronnie Brown,LAC,RB,10,20,63,3.2,0,8,5,44,0,0,0,1.1,10.7
120,Chris Thompson,WAS,RB,2,3,12,4,0,7,6,27,1,0,0,5,9.9
121,Jackie Battle,TEN,FB,16,5,9,1.8,1,5,5,28,0,0,0,0.6,9.7
121,Austin Johnson,NO,FB,7,8,22,2.8,0,2,2,15,1,0,0,1.4,9.7
123,Adrian Peterson,MIN,RB,1,21,75,3.6,0,3,2,18,0,0,0,9.3,9.3
124,Cyrus Gray,KC,RB,9,8,31,3.9,1,0,0,0,0,0,0,1,9.1
125,Derrick Coleman,SEA,FB,5,0,0,0,0,2,2,29,1,0,0,1.8,8.9
126,Jerome Felton,MIN,FB,16,4,27,6.8,1,2,0,0,0,0,0,0.5,8.7
127,Frank Summers,BUF,FB,10,6,17,2.8,1,8,5,9,0,0,0,0.9,8.6
128,Will Ta'ufo'ou,JAX,FB,16,0,0,0,0,8,7,81,0,0,0,0.5,8.1
129,DuJuan Harris,GB,RB,13,16,64,4,0,2,1,11,0,0,0,0.6,7.5
129,Keith Smith,DAL,FB,10,0,0,0,0,0,0,0,0,0,0,0.8,7.5
131,George Winn,DET,RB,12,19,73,3.8,0,3,0,0,0,0,0,0.6,7.3
132,Danny Woodhead,LAC,RB,3,15,38,2.5,0,6,5,34,0,0,0,2.4,7.2
133,Erik Lorig,NO,FB,10,3,4,1.3,0,10,9,27,1,1,1,0.7,7.1
134,Cedric Peerman,CIN,RB,16,15,43,2.9,0,5,3,27,0,1,0,0.4,7
135,Dri Archer,PIT,RB,12,10,40,4,0,10,7,23,0,0,0,0.5,6.3
136,Jorvorskie Lane,TB,FB,9,3,58,19.3,0,1,1,3,0,0,0,0.7,6.1
136,James White,NE,RB,3,9,38,4.2,0,5,5,23,0,0,0,2,6.1
138,James Develin,NE,RB,16,3,5,1.7,0,8,6,43,0,1,0,0.3,4.8
138,Trey Watts,LAR,RB,14,7,30,4.3,0,4,3,18,0,0,0,0.3,4.8
140,Michael Cox,NYG,RB,4,4,33,8.2,0,3,2,9,0,0,0,1,4.2
141,Will Johnson,PIT,FB,16,2,0,0,0,10,6,41,0,0,0,0.3,4.1
142,Fitzgerald Toussaint,BAL,RB,4,6,12,2,0,6,3,27,0,0,0,1,3.9
143,Tommy Bohanon,NYJ,FB,4,1,3,3,0,2,2,30,0,0,0,0.8,3.3
144,Mike James,TB,RB,11,19,37,1.9,0,1,1,-5,0,0,0,0.3,3.2
145,Alfonso Smith,SF,RB,6,7,19,2.7,0,4,3,11,0,0,0,0.5,3
146,Jay Prosch,HOU,FB,16,0,0,0,0,4,1,24,0,0,0,0.2,2.4
147,Jeremy Stewart,DEN,RB,6,6,22,3.7,0,0,0,0,0,0,0,0.4,2.2
148,Shaun Draughn,CLE,RB,10,10,19,1.9,0,0,0,0,0,0,0,0.2,1.9
149,Ray Agnew,CLE,FB,12,2,2,1,0,9,3,15,0,0,0,0.1,1.7
150,Josh Harris,PIT,RB,4,9,16,1.8,0,0,0,0,0,0,0,0.4,1.6
151,Brian Leonard,NO,RB,1,0,0,0,0,1,1,15,0,0,0,1.5,1.5
152,Henry Hynoski,NYG,FB,16,7,13,1.9,0,0,0,0,0,0,0,0.1,1.3
153,Antonio Andrews,TEN,RB,4,0,0,0,0,2,2,11,0,0,0,0.3,1.1
154,LaMichael James,MIA,RB,3,5,9,1.8,0,1,0,0,0,0,0,0.3,0.9
155,Will Tukuafu,SEA,FB,9,1,2,2,0,2,1,4,0,0,0,0.1,0.6
156,David Johnson,LAC,RB,14,0,0,0,0,1,1,4,0,0,0,0,0.4
157,Edwin Baker,NO,RB,3,1,2,2,0,0,0,0,0,0,0,0.1,0.2
158,Tyler Clutts,DAL,FB,16,0,0,0,0,1,1,1,0,0,0,0,0.1
159,Montell Owens,CHI,FB,6,0,0,0,0,0,0,0,0,0,0,0,0
159,Tony Fiammetta,CHI,FB,1,0,0,0,0,0,0,0,0,0,0,0,0
159,Jalen Parmele,ARI,RB,1,1,0,0,0,0,0,0,0,0,0,0,0
159,Nick Bellore,NYJ,RB,16,0,0,0,0,0,0,0,0,0,0,0,0
159,Taiwan Jones,OAK,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
159,Phillip Tanner,SF,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
159,Richie Brockel,CAR,FB,4,0,0,0,0,0,0,0,0,0,0,0,0
159,Zach Line,MIN,FB,1,0,0,0,0,0,0,0,0,0,0,0,0
159,Chase Reynolds,LAR,RB,15,0,0,0,0,0,0,0,0,0,0,0,0
159,J Adams,HOU,RB,2,0,0,0,0,0,0,0,0,0,0,0,0
159,Charcandrick West,KC,RB,6,0,0,0,0,1,0,0,0,0,0,0,0
159,George Atkinson,OAK,RB,5,0,0,0,0,0,0,0,0,0,0,0,0
159,Jerome Smith,ATL,RB,1,0,0,0,0,0,0,0,0,0,0,0,0
159,Kiero Small,CLE,FB,3,0,0,0,0,0,0,0,0,0,0,0,0
159,Glenn Winston,CLE,RB,5,0,0,0,0,0,0,0,0,0,0,0,0
174,Senorise Perry,CHI,RB,16,0,0,0,0,1,1,-1,0,0,0,0,-0.1
175,Marcus Thigpen,BUF,RB,9,0,0,0,0,1,0,0,0,2,1,-0.2,-2
175,Tauren Poole,CAR,RB,1,1,0,0,0,0,0,0,0,1,1,-2,-2
