Rank,Name,Team,Position,Played,SoloTackles,AssistedTackles,TacklesForLoss,Sacks,SackYards,QuarterbackHits,PassesDefended,Interceptions,FumblesForced,FumblesRecovered,DefensiveTouchdowns,FantasyPointsPerGame,FantasyPoints
26,Eric Berry,KC,FS,15,66,7,11,3.5,26,8,10,3,1,2,2,9.2,138.1
27,Chad Greenway,MIN,OLB,16,83,51,6,3,15,4,3,3,0,0,0,8.6,138
28,Greg Hardy,CAR,DE,16,39,20,17,15,98,28,1,0,1,0,0,8.6,137.8
28,Chandler Jones,NE,DE,16,40,39,14,11.5,73,22,0,0,1,1,1,8.6,137.8
30,TJ Ward,CLE,SS,16,75,37,9,1.5,12,2,7,2,0,1,2,8.5,136.7
31,Kevin Burnett,OAK,OLB,16,81,22,12,2.5,21,4,4,1,3,1,0,8.4,134.1
32,Bobby Wagner,SEA,ILB,14,71,48,4,5,36,6,6,2,0,1,0,9.5,133.6
33,Antrel Rolle,NYG,SS,16,77,18,4,2,21,1,12,6,1,1,0,8.3,133.1
34,D'Qwell Jackson,CLE,ILB,16,75,65,1,1.5,14,4,7,1,1,1,0,8.3,132.9
35,Erin Henderson,MIN,ILB,14,69,43,12,4,25,7,3,2,1,0,0,9.4,132
36,Brian Orakpo,WAS,OLB,15,43,17,16,10,67,18,4,1,0,2,1,8.7,131.2
37,Justin Tuck,NYG,DE,16,41,22,15,11,65,21,4,1,2,0,0,8.1,129.5
38,Perry Riley,WAS,ILB,16,69,43,7,3,18,9,9,1,0,1,0,8.1,129.3
39,Calais Campbell,ARI,DE,16,45,14,14,9.5,56,21,6,0,1,2,0,8,128.6
40,Tamba Hali,KC,OLB,15,38,7,11,11,78,12,1,1,4,2,2,8.6,128.3
41,Kyle Williams,BUF,DT,16,42,26,14,10.5,77,22,1,0,1,1,0,7.9,126.7
42,Jared Allen,MIN,OLB,16,33,19,13,12.5,80,26,6,0,2,0,0,7.9,126.5
43,James Anderson,CHI,ILB,16,85,17,10,4,27,5,4,0,0,1,0,7.9,126.2
44,Charles Woodson,OAK,SS,16,75,22,5,2,18,2,3,1,3,2,1,7.9,125.8
45,Eric Weddle,LAC,FS,16,78,25,5,1,6,2,10,2,1,2,0,7.8,125.5
46,Curtis Lofton,NO,ILB,16,82,43,6,2,19,2,5,0,1,0,0,7.8,125.4
46,Mason Foster,TB,ILB,15,62,28,6,2,24,6,7,3,1,0,2,8.4,125.4
48,Rob Ninkovich,NE,OLB,16,42,49,10,8,38,17,0,0,2,2,0,7.8,125.3
49,Philip Wheeler,MIA,OLB,16,84,34,6,1,5,5,7,0,0,1,0,7.8,124.5
50,Patrick Willis,SF,ILB,14,82,22,10,3,32,5,1,0,2,0,0,8.9,124.2
51,Cameron Jordan,NO,DE,16,28,18,13,12.5,101,22,5,0,2,2,0,7.8,124.1
52,Muhammad Wilkerson,NYJ,DE,16,43,21,13,10.5,62,18,3,1,2,0,0,7.7,123.7
53,DeAngelo Hall,WAS,FS,16,57,21,1,0,0,0,13,4,3,1,3,7.7,123.5
54,Terrell Suggs,BAL,DE,16,47,33,13,10,48,19,0,0,0,1,0,7.7,123.3
55,Zach Brown,TEN,ILB,16,71,19,9,4,26,7,5,1,1,1,0,7.6,121.1
56,Carlos Dunlap,CIN,DE,16,39,19,8,7.5,40,23,6,0,4,1,0,7.5,119.5
57,Ahmad Brooks,SF,OLB,16,52,8,12,8.5,72,14,7,1,1,0,0,7.4,119.2
58,Reshad Jones,MIA,FS,16,84,23,3,1.5,9,3,4,1,0,0,1,7.4,118.4
59,Antoine Bethea,IND,SS,16,78,30,3,1,12,4,6,2,0,1,0,7.4,118.2
60,William Moore,ATL,SS,16,66,19,3,2,25,1,8,3,3,2,0,7.4,118
61,Ryan Kerrigan,WAS,OLB,16,47,19,15,8.5,74,7,3,0,4,0,0,7.4,117.9
62,David Harris,NYJ,LB,16,70,52,8,2,8,5,1,0,1,0,0,7.4,117.8
63,Tramon Williams,GB,FS,16,61,22,4,2.5,16,3,11,3,2,2,0,7.4,117.6
64,Josh Wilson,WAS,CB,16,64,24,5,2,24,5,7,1,2,3,0,7.3,117.4
65,Earl Thomas,SEA,FS,16,75,25,0,0,0,0,8,5,2,0,0,7.3,116.5
66,Paul Worrilow,ATL,OLB,16,79,48,4,2,7,3,1,0,0,0,0,7.2,115.7
67,James Ihedigbo,BAL,SS,16,61,37,5,0,0,2,11,3,1,2,0,7.2,115.5
68,Sean Lee,DAL,OLB,11,68,31,3,0,0,1,6,4,0,1,1,10.4,114.5
69,Bernard Pollard,TEN,SS,16,77,22,3,0.5,4,3,10,3,0,0,0,7.2,114.4
70,Lamarr Houston,OAK,OLB,16,56,13,10,6,52,15,0,0,2,1,0,7.1,113.7
71,Tashaun Gipson,CLE,SS,16,63,31,2,0,0,0,12,5,0,0,1,7.1,113.5
72,Daryl Washington,ARI,ILB,12,59,16,8,3,13,12,10,2,0,1,0,9.4,113.3
72,Junior Galette,NO,OLB,16,28,12,14,12,83,22,2,0,1,2,0,7.1,113.3
74,Troy Polamalu,PIT,SS,16,50,19,7,2,5,1,11,2,5,1,1,7.1,113
75,Captain Munnerlyn,CAR,DB,16,48,25,4,3,20,4,12,2,1,1,2,7,112.5
76,Dannell Ellerbe,MIA,ILB,15,70,31,3,1,5,4,5,2,0,2,0,7.5,112
77,John Abraham,ARI,OLB,16,31,6,14,11.5,99,14,3,0,4,0,0,7,111.9
78,Justin Houston,KC,OLB,11,41,3,11,11,75,15,4,0,1,2,0,10.1,111
79,Adrian Clayborn,TB,DE,16,44,20,19,6,46,14,1,0,2,0,0,6.9,110.6
80,Trent Cole,PHI,OLB,16,43,12,12,8,63,12,4,0,3,0,0,6.9,110.3
