Rank,Name,Team,Position,Played,SoloTackles,AssistedTackles,TacklesForLoss,Sacks,SackYards,QuarterbackHits,PassesDefended,Interceptions,FumblesForced,FumblesRecovered,DefensiveTouchdowns,FantasyPointsPerGame,FantasyPoints
272,Janoris Jenkins,NYG,CB,9,27,4,0,0,0,0,9,3,1,0,2,6.9,62
274,Muhammad Wilkerson,NYJ,DE,13,26,20,4.5,3.5,13.5,6,4,1,0,0,0,4.8,61.85
275,Kyle Williams,BUF,DT,16,21,20,3,3,17,9,2,0,0,1,0,3.9,61.8
276,Lardarius Webb,BAL,FS,16,37,2,4,2,17,2,3,2,1,0,0,3.9,61.7
277,Sheldon Richardson,SEA,DT,15,27,17,3.5,1,5,7,1,1,1,2,0,4.1,61.5
277,Matt Milano,BUF,OLB,16,31,16,3.5,0,0,2,2,1,1,1,1,3.8,61.5
279,Shelby Harris,DEN,NT,16,22,12,7,5.5,33,9,3,0,0,0,0,3.8,61.3
280,Tramon Williams,ARI,FS,13,39,2,0,0,0,0,12,2,0,1,0,4.7,61
280,Jimmy Smith,BAL,CB,12,26,2,1,0,0,0,9,3,0,1,2,5.1,61
282,Robert Ayers Jr,TB,DE,12,21,11,5,2,14,18,0,0,2,0,0,5.1,60.9
283,Bobby McCain,MIA,CB,16,34,12,3.5,1,13,1,7,2,0,0,0,3.8,60.8
284,Eli Apple,NYG,CB,11,41,8,0.5,0,0,1,8,0,0,2,0,5.5,60.5
284,Nicholas Morrow,OAK,OLB,16,39,21,5,0,0,2,4,0,0,0,0,3.8,60.5
286,Lawrence Guy,NE,DT,16,34,24,6.5,1,3,4,1,0,0,0,0,3.7,59.8
286,Deatrich Wise Jr,NE,DE,16,16,10,5,5,38,19,1,0,0,0,0,3.7,59.8
288,Bennie Logan,KC,DT,15,34,17,9,1.5,9.5,3,1,0,0,0,0,4,59.45
289,Emmanuel Ogbah,CLE,DE,10,18,11,8,4,18,6,6,0,1,1,0,5.9,59.3
290,Tyrone Crawford,DAL,DT,16,18,9,5.5,4,30,12,2,0,1,1,0,3.7,59
290,Cory James,OAK,OLB,10,42,14,6,0,0,0,1,0,1,0,0,5.9,59
292,Jaquiski Tartt,SF,SS,9,37,17,4,0.5,3,2,3,1,0,0,0,6.5,58.8
293,Jayon Brown,TEN,ILB,16,37,14,1.5,1.5,1.5,3,4,0,0,1,0,3.7,58.65
294,Byron Maxwell,SEA,CB,9,39,7,0,0,0,0,7,1,2,0,0,6.5,58.5
294,Nevin Lawson,DET,CB,15,38,7,0,0,0,1,4,0,1,1,1,3.9,58.5
296,Stephon Tuitt,PIT,DE,12,19,6,9.5,3,22,13,2,0,1,0,0,4.8,57.7
296,Matt Longacre,LAR,OLB,14,16,6,6,5.5,27,13,0,0,1,1,0,4.1,57.7
298,Prince Amukamara,CHI,CB,14,46,3,0,0,0,0,7,0,0,1,0,4.1,57.5
298,Zach Vigil,WAS,ILB,7,41,18,2.5,0,0,0,2,0,0,1,0,8.2,57.5
300,Vic Beasley,ATL,DE,14,23,6,8,5,30,5,2,0,1,0,0,4.1,57
