Rank,PlayerID,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,14005,T.Y. Hilton,IND,WR,9,HOU,0,0,0,0,0,5,175,2,0,29.5,29.5
2,17922,Jared Goff,LAR,QB,9,NYG,311,4,0,0,0,0,0,0,0,28.4,28.44
3,12831,Tyrod Taylor,BUF,QB,9,NYJ,285,2,0,35,1,0,0,0,1,26.9,26.9
4,18055,Dak Prescott,DAL,QB,9,KC,249,2,0,27,1,0,0,0,0,26.7,26.66
5,18878,Alvin Kamara,NO,RB,9,TB,0,0,0,68,1,6,84,1,1,25.2,25.2
6,17920,Carson Wentz,PHI,QB,9,DEN,199,4,0,8,0,0,0,0,0,24.8,24.76
7,19548,Corey Clement,PHI,RB,9,DEN,0,0,0,51,2,1,15,1,0,24.6,24.6
8,8972,Jay Cutler,MIA,QB,9,OAK,311,3,0,0,0,0,0,0,0,24.4,24.44
9,14536,Russell Wilson,SEA,QB,9,WAS,297,2,2,77,0,0,0,0,0,23.6,23.58
10,13870,Marvin Jones,DET,WR,9,GB,0,0,0,0,0,7,107,2,0,22.7,22.7
11,9038,Matthew Stafford,DET,QB,9,GB,361,2,0,0,0,0,0,0,0,22.4,22.44
12,16771,Todd Gurley,LAR,RB,9,NYG,0,0,0,59,2,2,45,0,0,22.4,22.4
13,2699,Matt Forte,NYJ,RB,9,BUF,0,0,0,77,2,4,19,0,0,21.6,21.6
14,14187,Alshon Jeffery,PHI,WR,9,DEN,0,0,0,0,0,6,84,2,0,20.4,20.4
15,13320,Cam Newton,CAR,QB,9,ATL,137,0,0,86,1,0,0,0,0,20.1,20.08
16,18018,Jacoby Brissett,IND,QB,9,HOU,308,2,0,12,0,0,0,0,1,19.5,19.52
17,14871,Robert Woods,LAR,WR,9,NYG,0,0,0,0,0,4,70,2,0,19,19
18,7242,Drew Brees,NO,QB,9,TB,263,2,0,2,0,0,0,0,0,18.7,18.72
19,732,Matt Ryan,ATL,QB,9,CAR,313,2,1,-1,0,0,0,0,0,18.4,18.42
19,6739,Alex Smith,KC,QB,9,DAL,263,2,1,19,0,0,0,0,0,18.4,18.42
21,12386,Marshawn Lynch,OAK,RB,9,MIA,0,0,0,57,2,2,6,0,0,18.3,18.3
22,16907,Brett Hundley,GB,QB,9,DET,245,0,0,22,1,0,0,0,0,18,18
23,18973,CJ Beathard,SF,QB,9,ARI,294,0,1,16,1,0,0,0,0,17.4,17.36
24,5282,Josh McCown,NYJ,QB,9,BUF,140,1,0,13,1,0,0,0,0,16.9,16.9
25,13460,Doug Baldwin,SEA,WR,9,WAS,0,0,0,0,0,7,108,1,0,16.8,16.8
26,16245,Blake Bortles,JAX,QB,9,CIN,259,1,0,20,0,0,0,0,0,16.4,16.36
27,18877,Christian McCaffrey,CAR,RB,9,ATL,0,0,0,66,1,5,28,0,0,15.4,15.4
28,16763,Marcus Mariota,TEN,QB,9,BAL,218,2,1,6,0,0,0,0,0,15.3,15.32
29,17923,Ezekiel Elliott,DAL,RB,9,KC,0,0,0,93,1,0,0,0,0,15.3,15.3
30,611,Joe Flacco,BAL,QB,9,TEN,261,2,2,7,0,0,0,0,0,15.1,15.14
31,4807,Adrian Peterson,ARI,RB,9,SF,0,0,0,159,0,2,8,0,1,14.7,14.7
32,14986,DeAndre Hopkins,HOU,WR,9,IND,0,0,0,0,0,6,86,1,0,14.6,14.6
33,13027,Julius Thomas,MIA,TE,9,OAK,0,0,0,0,0,6,84,1,0,14.4,14.4
33,14141,Cole Beasley,DAL,WR,9,KC,0,0,0,0,0,4,24,2,0,14.4,14.4
35,4737,Drew Stanton,ARI,QB,9,SF,201,2,1,2,0,0,0,0,0,14.2,14.24
36,13856,Deonte Thompson,BUF,WR,9,NYJ,0,0,0,0,0,7,81,1,0,14.1,14.1
36,15088,Terrance Williams,DAL,WR,9,KC,0,0,0,0,0,9,141,0,0,14.1,14.1
38,18451,Rob Kelley,WAS,RB,9,SEA,0,0,0,18,2,0,0,0,0,13.8,13.8
39,16311,Derek Carr,OAK,QB,9,MIA,300,1,1,-3,0,0,0,0,0,13.7,13.7
39,16909,Jay Ajayi,PHI,RB,9,DEN,0,0,0,77,1,0,0,0,0,13.7,13.7
41,16258,Marqise Lee,JAX,WR,9,CIN,0,0,0,0,0,8,75,1,0,13.5,13.5
42,15048,Travis Kelce,KC,TE,9,DAL,0,0,0,0,0,7,73,1,0,13.3,13.3
42,18082,Tyreek Hill,KC,WR,9,DAL,0,0,0,9,0,2,64,1,0,13.3,13.3
44,11197,Demaryius Thomas,DEN,WR,9,PHI,0,0,0,0,0,8,70,1,0,13,13
44,13788,Rishard Matthews,TEN,WR,9,BAL,0,0,0,0,0,4,70,1,0,13,13
44,18912,Evan Engram,NYG,TE,9,LAR,0,0,0,0,0,4,70,1,0,13,13
47,4932,Eli Manning,NYG,QB,9,LAR,220,2,1,0,0,0,0,0,1,12.8,12.8
48,16003,Sammy Watkins,LAR,WR,9,NYG,0,0,0,0,0,1,67,1,0,12.7,12.7
49,8534,Jared Cook,OAK,TE,9,MIA,0,0,0,0,0,8,126,0,0,12.6,12.6
50,16668,Carlos Hyde,SF,RB,9,ARI,0,0,0,41,0,9,84,0,0,12.5,12.5
50,16886,Javorius Allen,BAL,RB,9,TEN,0,0,0,21,0,7,44,1,0,12.5,12.5
52,16031,Damien Williams,MIA,RB,9,OAK,0,0,0,14,0,6,47,1,0,12.1,12.1
53,12109,Ted Ginn,NO,WR,9,TB,0,0,0,0,0,4,59,1,0,11.9,11.9
54,13291,Julio Jones,ATL,WR,9,CAR,0,0,0,0,0,6,118,0,0,11.8,11.8
55,11611,Golden Tate,DET,WR,9,GB,0,0,0,0,0,7,113,0,0,11.3,11.3
55,18926,Zay Jones,BUF,WR,9,NYJ,0,0,0,0,0,6,53,1,0,11.3,11.3
57,18187,Robby Anderson,NYJ,WR,9,BUF,0,0,0,0,0,4,48,1,0,10.8,10.8
58,16211,Tom Savage,HOU,QB,9,IND,219,1,0,0,0,0,0,0,1,10.8,10.76
59,18858,Joe Mixon,CIN,RB,9,JAX,0,0,0,31,1,3,15,0,0,10.6,10.6
60,12239,Chris Ivory,JAX,RB,9,CIN,0,0,0,70,0,3,34,0,0,10.4,10.4
60,18003,Kenyan Drake,MIA,RB,9,OAK,0,0,0,69,0,6,35,0,1,10.4,10.4
60,18241,Johnny Holton,OAK,WR,9,MIA,0,0,0,0,0,1,44,1,0,10.4,10.4
63,15965,Trey Burton,PHI,TE,9,DEN,0,0,0,0,0,2,41,1,0,10.1,10.1
64,8914,Jeremy Maclin,BAL,WR,9,TEN,0,0,0,0,0,8,98,0,0,9.8,9.8
65,8283,Ryan Fitzpatrick,TB,QB,9,NO,68,1,0,30,0,0,0,0,0,9.7,9.72
66,16815,Ameer Abdullah,DET,RB,9,GB,0,0,0,48,1,1,9,0,1,9.7,9.7
67,17959,Derrick Henry,TEN,RB,9,BAL,0,0,0,26,1,2,10,0,0,9.6,9.6
68,15038,Tavarres King,NYG,WR,9,LAR,0,0,0,0,0,3,33,1,0,9.3,9.3
69,16020,Jarvis Landry,MIA,WR,9,OAK,0,0,0,0,0,6,32,1,0,9.2,9.2
69,18995,Jamaal Williams,GB,RB,9,DET,0,0,0,1,1,2,31,0,0,9.2,9.2
71,13791,Lamar Miller,HOU,RB,9,IND,0,0,0,57,0,3,34,0,0,9.1,9.1
72,16802,Devin Funchess,CAR,WR,9,ATL,0,0,0,0,0,5,86,0,0,8.6,8.6
73,16834,Tevin Coleman,ATL,RB,9,CAR,0,0,0,5,0,1,19,1,0,8.4,8.4
74,14053,Brock Osweiler,DEN,QB,9,PHI,208,1,2,0,0,0,0,0,0,8.3,8.32
75,11026,Jermaine Gresham,ARI,TE,9,SF,0,0,0,0,0,2,23,1,0,8.3,8.3
75,13878,Mohamed Sanu,ATL,WR,9,CAR,0,0,0,0,0,3,23,1,0,8.3,8.3
77,14252,Kirk Cousins,WAS,QB,9,SEA,247,0,0,4,0,0,0,0,1,8.3,8.28
78,11182,Eric Decker,TEN,WR,9,BAL,0,0,0,0,0,3,21,1,0,8.1,8.1
79,8529,Mike Wallace,BAL,WR,9,TEN,0,0,0,0,0,4,19,1,0,7.9,7.9
79,13337,Mark Ingram,NO,RB,9,TB,0,0,0,77,0,1,2,0,0,7.9,7.9
79,16008,Orleans Darkwa,NYG,RB,9,LAR,0,0,0,71,0,2,8,0,0,7.9,7.9
79,16846,Tyler Kroft,CIN,TE,9,JAX,0,0,0,0,0,2,79,0,0,7.9,7.9
83,5820,Frank Gore,IND,RB,9,HOU,0,0,0,51,0,3,26,0,0,7.7,7.7
84,16775,Devante Parker,MIA,WR,9,OAK,0,0,0,0,0,5,76,0,0,7.6,7.6
85,12800,Bilal Powell,NYJ,RB,9,BUF,0,0,0,74,0,0,0,0,0,7.4,7.4
86,11270,Dez Bryant,DAL,WR,9,KC,0,0,0,0,0,6,73,0,0,7.3,7.3
86,13370,Luke Stocker,TB,TE,9,NO,0,0,0,0,0,2,13,1,0,7.3,7.3
86,15126,Theo Riddick,DET,RB,9,GB,0,0,0,11,0,4,62,0,0,7.3,7.3
89,5084,Vernon Davis,WAS,TE,9,SEA,0,0,0,0,0,6,72,0,0,7.2,7.2
90,7175,Delanie Walker,TEN,TE,9,BAL,0,0,0,0,0,5,71,0,0,7.1,7.1
91,5571,Larry Fitzgerald,ARI,WR,9,SF,0,0,0,0,0,5,70,0,0,7,7
91,15263,Luke Willson,SEA,TE,9,WAS,0,0,0,0,0,1,10,1,0,7,7
91,17050,Thomas Rawls,SEA,RB,9,WAS,0,0,0,39,0,2,31,0,0,7,7
91,17961,Sterling Shepard,NYG,WR,9,LAR,0,0,0,0,0,5,70,0,0,7,7
95,14865,Marquise Goodwin,SF,WR,9,ARI,0,0,0,0,0,2,68,0,0,6.8,6.8
95,18032,Tyler Higbee,LAR,TE,9,NYG,0,0,0,0,0,1,8,1,0,6.8,6.8
97,17960,Michael Thomas,NO,WR,9,TB,0,0,0,0,0,8,65,0,0,6.5,6.5
98,16524,Devonta Freeman,ATL,RB,9,CAR,0,0,0,46,0,4,18,0,0,6.4,6.4
99,15509,Jaron Brown,ARI,WR,9,SF,0,0,0,0,0,1,3,1,0,6.3,6.3
99,15602,Jack Doyle,IND,TE,9,HOU,0,0,0,0,0,8,63,0,0,6.3,6.3
