Rank,PlayerID,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,14536,Russell Wilson,SEA,QB,8,HOU,452,4,1,30,0,0,0,0,0,35.1,35.08
2,18857,Deshaun Watson,HOU,QB,8,SEA,402,4,3,67,0,0,0,0,0,32.8,32.78
3,14986,DeAndre Hopkins,HOU,WR,8,SEA,0,0,0,0,0,8,224,1,0,28.4,28.4
4,17923,Ezekiel Elliott,DAL,RB,8,WAS,0,0,0,150,2,1,4,0,1,25.4,25.4
5,18883,JuJu Smith-Schuster,PIT,WR,8,DET,0,0,0,0,0,7,193,1,0,25.3,25.3
6,17916,Will Fuller,HOU,WR,8,SEA,0,0,0,0,0,5,125,2,0,24.5,24.5
7,11932,LeSean McCoy,BUF,RB,8,OAK,0,0,0,151,1,6,22,0,0,23.3,23.3
8,16694,Paul Richardson,SEA,WR,8,HOU,0,0,0,0,0,6,105,2,0,22.5,22.5
9,16510,Jerick McKinnon,MIN,RB,8,CLE,0,0,0,50,1,6,72,0,0,20.2,20.2
10,16776,Melvin Gordon,LAC,RB,8,NE,0,0,0,132,1,1,7,0,0,19.9,19.9
11,13791,Lamar Miller,HOU,RB,8,SEA,0,0,0,54,1,3,19,1,0,19.3,19.3
11,15048,Travis Kelce,KC,TE,8,DEN,0,0,0,0,0,7,133,1,0,19.3,19.3
13,12841,Andy Dalton,CIN,QB,8,IND,243,2,0,10,0,0,0,0,0,18.7,18.72
14,5282,Josh McCown,NYJ,QB,8,ATL,257,2,0,0,0,0,0,0,0,18.3,18.28
15,15602,Jack Doyle,IND,TE,8,CIN,0,0,0,0,0,12,121,1,0,18.1,18.1
16,9038,Matthew Stafford,DET,QB,8,PIT,423,0,0,11,0,0,0,0,0,18,18.02
17,4314,Tom Brady,NE,QB,8,LAC,333,1,0,2,0,0,0,0,0,17.5,17.52
17,15694,Case Keenum,MIN,QB,8,CLE,288,2,1,0,0,0,0,0,0,17.5,17.52
19,17920,Carson Wentz,PHI,QB,8,SF,211,2,1,7,0,0,0,0,0,17.1,17.14
20,12831,Tyrod Taylor,BUF,QB,8,OAK,165,1,0,1,1,0,0,0,0,16.7,16.7
21,18187,Robby Anderson,NYJ,WR,8,ATL,0,0,0,1,0,6,104,1,0,16.5,16.5
22,18018,Jacoby Brissett,IND,QB,8,CIN,233,2,1,6,0,0,0,0,0,15.9,15.92
23,11488,Jimmy Graham,SEA,TE,8,HOU,0,0,0,0,0,4,39,2,0,15.9,15.9
24,732,Matt Ryan,ATL,QB,8,NYJ,254,2,0,17,0,0,0,0,2,15.9,15.86
25,15534,Adam Thielen,MIN,WR,8,CLE,0,0,0,0,0,5,98,1,0,15.8,15.8
25,16127,Isaiah Crowell,CLE,RB,8,MIN,0,0,0,64,1,4,54,0,1,15.8,15.8
27,18868,Deshone Kizer,CLE,QB,8,MIN,179,0,0,18,1,0,0,0,0,15,14.96
28,3807,Ben Roethlisberger,PIT,QB,8,DET,317,1,1,-2,0,0,0,0,0,14.5,14.48
29,18088,Alex Collins,BAL,RB,8,MIA,0,0,0,113,0,2,30,0,0,14.3,14.3
30,14187,Alshon Jeffery,PHI,WR,8,SF,0,0,0,0,0,2,62,1,0,14.2,14.2
31,13887,Travis Benjamin,LAC,WR,8,NE,0,0,0,14,0,5,64,1,0,13.8,13.8
