Rank,PlayerID,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,11056,Antonio Brown,PIT,WR,11,TEN,0,0,0,0,0,10,144,3,0,32.4,32.4
2,14536,Russell Wilson,SEA,QB,11,ATL,258,2,1,86,1,0,0,0,1,30.9,30.92
3,3807,Ben Roethlisberger,PIT,QB,11,TEN,299,4,0,10,0,0,0,0,0,29,28.96
4,15076,Keenan Allen,LAC,WR,11,BUF,0,0,0,3,0,12,159,2,0,28.2,28.2
5,14252,Kirk Cousins,WAS,QB,11,NO,322,3,0,11,0,0,0,0,0,26,25.98
6,4314,Tom Brady,NE,QB,11,OAK,340,3,0,0,0,0,0,0,0,25.6,25.6
7,11932,LeSean McCoy,BUF,RB,11,LAC,0,0,0,114,1,1,12,1,0,24.6,24.6
8,15196,Kenny Stills,MIA,WR,11,TB,0,0,0,0,0,7,180,1,0,24,24
9,7242,Drew Brees,NO,QB,11,WAS,385,2,1,2,0,0,0,0,0,21.6,21.6
9,15071,Latavius Murray,MIN,RB,11,LAR,0,0,0,95,2,1,1,0,0,21.6,21.6
11,13337,Mark Ingram,NO,RB,11,WAS,0,0,0,134,1,3,21,0,0,21.5,21.5
12,16568,Brandin Cooks,NE,WR,11,OAK,0,0,0,0,0,6,149,1,0,20.9,20.9
13,17920,Carson Wentz,PHI,QB,11,DAL,168,2,0,13,0,0,0,0,0,20,20.02
14,18957,D'Onta Foreman,HOU,RB,11,ARI,0,0,0,65,2,3,15,0,0,20,20
15,8283,Ryan Fitzpatrick,TB,QB,11,MIA,275,2,0,9,0,0,0,0,0,19.9,19.9
16,18878,Alvin Kamara,NO,RB,11,WAS,0,0,0,42,0,6,74,1,0,19.6,19.6
17,12982,Blaine Gabbert,ARI,QB,11,HOU,257,3,2,13,0,0,0,0,0,19.6,19.58
18,18993,Samaje Perine,WAS,RB,11,NO,0,0,0,117,1,1,9,0,0,18.6,18.6
19,12841,Andy Dalton,CIN,QB,11,DEN,154,3,0,4,0,0,0,0,0,18.6,18.56
20,18067,Jordan Howard,CHI,RB,11,DET,0,0,0,125,1,0,0,0,0,18.5,18.5
21,15534,Adam Thielen,MIN,WR,11,LAR,0,0,0,0,0,6,123,1,0,18.3,18.3
22,9038,Matthew Stafford,DET,QB,11,CHI,299,2,0,3,0,0,0,0,1,18.3,18.26
23,12831,Tyrod Taylor,BUF,QB,11,LAC,158,1,0,38,1,0,0,0,1,18.1,18.12
24,8244,Philip Rivers,LAC,QB,11,BUF,251,2,0,0,0,0,0,0,0,18,18.04
25,19410,Ricky Seals-Jones,ARI,TE,11,HOU,0,0,0,0,0,3,54,2,0,17.4,17.4
26,13788,Rishard Matthews,TEN,WR,11,PIT,0,0,0,0,0,5,113,1,0,17.3,17.3
27,15694,Case Keenum,MIN,QB,11,LAR,280,1,0,20,0,0,0,0,0,17.2,17.2
28,732,Matt Ryan,ATL,QB,11,SEA,195,2,0,12,0,0,0,0,0,17,17
29,5834,Matt Moore,MIA,QB,11,TB,282,1,0,0,0,0,0,0,0,15.3,15.28
30,5571,Larry Fitzgerald,ARI,WR,11,HOU,0,0,0,0,0,9,91,1,0,15.1,15.1
31,16008,Orleans Darkwa,NYG,RB,11,KC,0,0,0,74,1,2,16,0,0,15,15
32,12708,Dion Lewis,NE,RB,11,OAK,0,0,0,60,0,4,28,1,0,14.8,14.8
33,16763,Marcus Mariota,TEN,QB,11,PIT,306,1,4,5,1,0,0,0,0,14.7,14.74
34,14187,Alshon Jeffery,PHI,WR,11,DAL,0,0,0,0,0,4,67,1,0,14.7,14.7
35,14053,Brock Osweiler,DEN,QB,11,CIN,254,1,1,24,0,0,0,0,0,14.6,14.56
36,13870,Marvin Jones,DET,WR,11,CHI,0,0,0,0,0,4,85,1,0,14.5,14.5
37,18811,Mitch Trubisky,CHI,QB,11,DET,179,1,0,53,0,0,0,0,1,14.5,14.46
38,13791,Lamar Miller,HOU,RB,11,ARI,0,0,0,61,0,4,22,1,0,14.3,14.3
39,16776,Melvin Gordon,LAC,RB,11,BUF,0,0,0,80,1,0,0,0,0,14,14
40,11488,Jimmy Graham,SEA,TE,11,ATL,0,0,0,0,0,7,58,1,0,13.8,13.8
41,14986,DeAndre Hopkins,HOU,WR,11,ARI,0,0,0,0,0,4,76,1,0,13.6,13.6
42,16020,Jarvis Landry,MIA,WR,11,TB,0,0,0,0,0,6,95,1,1,13.5,13.5
42,16211,Tom Savage,HOU,QB,11,ARI,230,2,1,3,0,0,0,0,1,13.5,13.5
44,16311,Derek Carr,OAK,QB,11,NE,237,1,1,0,0,0,0,0,0,13.5,13.48
45,18088,Alex Collins,BAL,RB,11,GB,0,0,0,49,1,4,22,0,0,13.1,13.1
46,19548,Corey Clement,PHI,RB,11,DAL,0,0,0,50,1,0,0,0,0,13,13
47,9906,Danny Amendola,NE,WR,11,OAK,0,0,0,0,0,8,66,1,0,12.6,12.6
47,16470,Davante Adams,GB,WR,11,BAL,0,0,0,0,0,8,126,0,0,12.6,12.6
47,16838,Duke Johnson,CLE,RB,11,JAX,0,0,0,10,0,4,56,1,0,12.6,12.6
50,11197,Demaryius Thomas,DEN,WR,11,CIN,0,0,0,0,0,5,64,1,0,12.4,12.4
51,16411,Ryan Grant,WAS,WR,11,NO,0,0,0,0,0,3,59,1,0,11.9,11.9
51,19003,Tarik Cohen,CHI,RB,11,DET,0,0,0,44,1,4,15,0,0,11.9,11.9
53,16834,Tevin Coleman,ATL,RB,11,SEA,0,0,0,43,1,1,15,0,0,11.8,11.8
53,18803,Leonard Fournette,JAX,RB,11,CLE,0,0,0,111,0,2,7,0,0,11.8,11.8
53,19562,Austin Ekeler,LAC,RB,11,BUF,0,0,0,40,1,2,18,0,0,11.8,11.8
56,8529,Mike Wallace,BAL,WR,11,GB,0,0,0,0,0,4,56,1,0,11.6,11.6
56,16771,Todd Gurley,LAR,RB,11,MIN,0,0,0,37,1,3,19,0,0,11.6,11.6
58,18901,OJ Howard,TB,TE,11,MIA,0,0,0,0,0,3,52,1,0,11.2,11.2
59,12845,AJ Green,CIN,WR,11,DEN,0,0,0,0,0,4,50,1,0,11,11
60,14967,Le'Veon Bell,PIT,RB,11,TEN,0,0,0,46,0,9,57,0,0,10.3,10.3
61,16031,Damien Williams,MIA,RB,11,TB,0,0,0,78,0,1,24,0,0,10.2,10.2
61,18197,Alex Erickson,CIN,WR,11,DEN,0,0,0,0,0,2,42,1,0,10.2,10.2
63,16909,Jay Ajayi,PHI,RB,11,DAL,0,0,0,91,0,1,10,0,0,10.1,10.1
63,18931,Adam Shaheen,CHI,TE,11,DET,0,0,0,0,0,4,41,1,0,10.1,10.1
65,13460,Doug Baldwin,SEA,WR,11,ATL,0,0,0,0,0,2,40,1,0,10,10
66,17922,Jared Goff,LAR,QB,11,MIN,225,0,0,8,0,0,0,0,0,9.8,9.8
66,17970,Devontae Booker,DEN,RB,11,CIN,0,0,0,44,0,5,54,0,0,9.8,9.8
68,13878,Mohamed Sanu,ATL,WR,11,SEA,0,0,0,3,0,3,34,1,0,9.7,9.7
69,15020,CJ Anderson,DEN,RB,11,CIN,0,0,0,37,1,2,19,0,1,9.6,9.6
70,16815,Ameer Abdullah,DET,RB,11,CHI,0,0,0,22,0,2,13,1,0,9.5,9.5
70,18995,Jamaal Williams,GB,RB,11,BAL,0,0,0,57,0,4,38,0,0,9.5,9.5
72,15102,Chris Thompson,WAS,RB,11,NO,0,0,0,17,0,1,16,1,0,9.3,9.3
73,611,Joe Flacco,BAL,QB,11,GB,183,1,1,-1,0,0,0,0,0,9.2,9.22
74,7175,Delanie Walker,TEN,TE,11,PIT,0,0,0,0,0,6,92,0,0,9.2,9.2
74,16597,Mike Evans,TB,WR,11,MIA,0,0,0,0,0,5,92,0,0,9.2,9.2
76,13997,Coby Fleener,NO,TE,11,WAS,0,0,0,0,0,5,91,0,0,9.1,9.1
76,14269,Alfred Morris,DAL,RB,11,PHI,0,0,0,91,0,0,0,0,0,9.1,9.1
76,15378,Levine Toilolo,ATL,TE,11,SEA,0,0,0,0,0,2,31,1,0,9.1,9.1
76,17960,Michael Thomas,NO,WR,11,WAS,0,0,0,0,0,6,91,0,0,9.1,9.1
80,15048,Travis Kelce,KC,TE,11,NYG,0,0,1,0,0,8,109,0,0,8.9,8.9
81,3943,DeSean Jackson,TB,WR,11,MIA,0,0,0,0,0,2,28,1,0,8.8,8.8
81,12830,Torrey Smith,PHI,WR,11,DAL,0,0,0,0,0,3,28,1,0,8.8,8.8
81,16765,Amari Cooper,OAK,WR,11,NE,0,0,0,0,0,3,28,1,0,8.8,8.8
84,4932,Eli Manning,NYG,QB,11,KC,205,0,0,5,0,0,0,0,0,8.7,8.7
85,3061,Marcedes Lewis,JAX,TE,11,CLE,0,0,0,0,0,2,26,1,0,8.6,8.6
85,15185,Kenjon Barner,PHI,RB,11,DAL,0,0,0,4,1,1,22,0,0,8.6,8.6
87,16245,Blake Bortles,JAX,QB,11,CLE,154,1,0,4,0,0,0,0,1,8.6,8.56
88,18082,Tyreek Hill,KC,WR,11,NYG,0,0,0,16,0,7,68,0,0,8.4,8.4
