Rank,PlayerID,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,13320,Cam Newton,CAR,QB,10,MIA,254,4,0,95,0,0,0,0,0,35.7,35.66
2,13337,Mark Ingram,NO,RB,10,BUF,0,0,0,131,3,0,0,0,0,31.1,31.1
3,14871,Robert Woods,LAR,WR,10,HOU,0,0,0,0,0,8,171,2,0,29.1,29.1
4,14252,Kirk Cousins,WAS,QB,10,MIN,327,1,1,5,2,0,0,0,0,27.6,27.58
5,17922,Jared Goff,LAR,QB,10,HOU,355,3,0,3,0,0,0,0,0,26.5,26.5
6,13124,DeMarco Murray,TEN,RB,10,CIN,0,0,0,42,2,4,30,1,0,25.2,25.2
7,18973,CJ Beathard,SF,QB,10,NYG,288,2,1,15,1,0,0,0,0,25,25.02
8,15694,Case Keenum,MIN,QB,10,WAS,304,4,2,-1,0,0,0,0,0,24.1,24.06
9,18868,Deshone Kizer,CLE,QB,10,DET,232,1,1,57,1,0,0,0,0,23,22.98
10,4314,Tom Brady,NE,QB,10,DEN,266,3,0,0,0,0,0,0,0,22.6,22.64
11,15534,Adam Thielen,MIN,WR,10,WAS,0,0,0,0,0,8,166,1,0,22.6,22.6
12,19562,Austin Ekeler,LAC,RB,10,JAX,0,0,0,42,0,5,77,2,1,21.9,21.9
13,9038,Matthew Stafford,DET,QB,10,CLE,249,3,1,17,0,0,0,0,0,21.7,21.66
14,16802,Devin Funchess,CAR,WR,10,MIA,0,0,0,0,0,5,92,2,0,21.2,21.2
15,18878,Alvin Kamara,NO,RB,10,BUF,0,0,0,106,1,5,32,0,0,19.8,19.8
16,14536,Russell Wilson,SEA,QB,10,ARI,238,2,0,19,0,0,0,0,0,19.4,19.42
17,3807,Ben Roethlisberger,PIT,QB,10,IND,236,2,1,5,0,0,0,0,0,17.9,17.94
18,16763,Marcus Mariota,TEN,QB,10,CIN,264,1,1,51,0,0,0,0,0,17.7,17.66
19,12845,AJ Green,CIN,WR,10,TEN,0,0,0,0,0,5,115,1,0,17.5,17.5
20,18877,Christian McCaffrey,CAR,RB,10,MIA,0,0,0,23,1,3,27,1,0,17,17
21,4932,Eli Manning,NYG,QB,10,SF,273,2,0,0,0,0,0,0,1,16.9,16.92
22,18361,Chester Rogers,IND,WR,10,PIT,0,0,0,3,0,6,104,1,0,16.7,16.7
23,16245,Blake Bortles,JAX,QB,10,LAC,273,1,2,34,0,0,0,0,0,16.3,16.32
24,14865,Marquise Goodwin,SF,WR,10,NYG,0,0,0,18,0,1,83,1,0,16.1,16.1
25,18811,Mitch Trubisky,CHI,QB,10,GB,297,1,0,0,0,0,0,0,0,15.9,15.88
26,11611,Golden Tate,DET,WR,10,CLE,0,0,0,0,0,6,97,1,0,15.7,15.7
26,18883,JuJu Smith-Schuster,PIT,WR,10,IND,0,0,0,0,0,5,97,1,0,15.7,15.7
28,18018,Jacoby Brissett,IND,QB,10,PIT,222,2,1,7,0,0,0,0,0,15.6,15.58
29,11463,Brandon LaFell,CIN,WR,10,TEN,0,0,0,0,0,6,95,1,0,15.5,15.5
29,16127,Isaiah Crowell,CLE,RB,10,DET,0,0,0,90,1,1,5,0,0,15.5,15.5
31,8244,Philip Rivers,LAC,QB,10,JAX,235,2,1,-1,0,0,0,0,0,15.3,15.3
32,18003,Kenyan Drake,MIA,RB,10,CAR,0,0,0,82,1,2,10,0,0,15.2,15.2
33,4737,Drew Stanton,ARI,QB,10,SEA,273,1,0,1,0,0,0,0,0,15,15.02
34,16470,Davante Adams,GB,WR,10,CHI,0,0,0,0,0,5,90,1,0,15,15
