Rank,PlayerID,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,14008,Andrew Luck,IND,QB,13,NYJ,278,4,0,26,0,0,0,0,0,29.7,29.72
2,18067,Jordan Howard,CHI,RB,13,SF,0,0,0,117,3,0,0,0,0,29.7,29.7
3,16847,David Johnson,ARI,RB,13,WAS,0,0,0,84,1,9,91,1,0,29.5,29.5
4,611,Joe Flacco,BAL,QB,13,MIA,381,4,1,0,0,0,0,0,0,29.2,29.24
5,13987,Dwayne Allen,IND,TE,13,NYJ,0,0,0,0,0,4,72,3,0,25.2,25.2
6,2428,Carson Palmer,ARI,QB,13,WAS,300,3,0,-1,0,0,0,0,0,23.9,23.9
7,9038,Matthew Stafford,DET,QB,13,NO,341,2,0,22,0,0,0,0,0,23.8,23.84
8,17050,Thomas Rawls,SEA,RB,13,CAR,0,0,0,106,2,1,12,0,0,23.8,23.8
9,15071,Latavius Murray,OAK,RB,13,BUF,0,0,0,82,2,3,23,0,0,22.5,22.5
9,16524,Devonta Freeman,ATL,RB,13,KC,0,0,0,56,2,4,49,0,0,22.5,22.5
11,12841,Andy Dalton,CIN,QB,13,PHI,332,2,0,9,0,0,0,0,0,22.2,22.18
12,16311,Derek Carr,OAK,QB,13,BUF,260,2,0,4,0,0,0,0,0,20.8,20.8
13,11611,Golden Tate,DET,WR,13,NO,0,0,0,0,0,8,145,1,0,20.5,20.5
14,16776,Melvin Gordon,LAC,RB,13,TB,0,0,0,84,1,4,54,0,0,19.8,19.8
14,16830,Tyler Lockett,SEA,WR,13,CAR,0,0,0,75,1,5,63,0,0,19.8,19.8
16,11932,LeSean McCoy,BUF,RB,13,OAK,0,0,0,130,0,7,61,0,0,19.1,19.1
17,11017,Dennis Pitta,BAL,TE,13,MIA,0,0,0,0,0,9,90,2,1,19,19
18,16142,Terrance West,BAL,RB,13,MIA,0,0,0,50,1,3,18,1,0,18.8,18.8
19,14053,Brock Osweiler,HOU,QB,13,GB,202,2,0,20,0,0,0,0,0,18.1,18.08
20,4556,Jordy Nelson,GB,WR,13,HOU,0,0,0,0,0,8,118,1,0,17.8,17.8
21,3807,Ben Roethlisberger,PIT,QB,13,NYG,289,2,1,0,0,0,0,0,0,17.6,17.56
22,15261,Spencer Ware,KC,RB,13,ATL,0,0,0,29,1,3,23,1,0,17.2,17.2
23,14122,Ladarius Green,PIT,TE,13,NYG,0,0,0,0,0,6,110,1,0,17,17
24,14872,Mike Gillislee,BUF,RB,13,OAK,0,0,0,49,2,0,0,0,0,16.9,16.9
25,14252,Kirk Cousins,WAS,QB,13,ARI,271,1,1,0,1,0,0,0,1,16.8,16.84
26,17923,Ezekiel Elliott,DAL,RB,13,MIN,0,0,0,86,1,4,19,0,0,16.5,16.5
27,16308,Albert Wilson,KC,WR,13,ATL,0,0,0,55,1,4,48,0,0,16.3,16.3
28,14967,Le'Veon Bell,PIT,RB,13,NYG,0,0,0,118,0,6,64,0,1,16.2,16.2
29,732,Matt Ryan,ATL,QB,13,KC,297,1,1,23,0,0,0,0,0,16.2,16.18
30,14536,Russell Wilson,SEA,QB,13,CAR,277,1,1,29,0,0,0,0,0,16,15.98
31,2593,Aaron Rodgers,GB,QB,13,HOU,209,2,0,16,0,0,0,0,1,16,15.96
32,11463,Brandon LaFell,CIN,WR,13,PHI,0,0,0,0,0,5,95,1,0,15.5,15.5
33,16762,Jameis Winston,TB,QB,13,LAC,280,1,1,1,0,0,0,0,0,15.3,15.3
34,11527,Sam Bradford,MIN,QB,13,DAL,247,1,0,10,0,0,0,0,0,14.9,14.88
35,4314,Tom Brady,NE,QB,13,LAR,269,1,0,1,0,0,0,0,0,14.9,14.86
36,8244,Philip Rivers,LAC,QB,13,TB,225,2,2,18,0,0,0,0,0,14.8,14.8
36,12296,LeGarrette Blount,NE,RB,13,LAR,0,0,0,88,1,0,0,0,0,14.8,14.8
38,12109,Ted Ginn,CAR,WR,13,SEA,0,0,0,6,0,5,80,1,0,14.6,14.6
38,14005,T.Y. Hilton,IND,WR,13,NYJ,0,0,0,0,0,9,146,0,0,14.6,14.6
38,16593,Cameron Brate,TB,TE,13,LAC,0,0,0,0,0,6,86,1,0,14.6,14.6
41,11270,Dez Bryant,DAL,WR,13,MIN,0,0,0,0,0,4,84,1,0,14.4,14.4
42,15048,Travis Kelce,KC,TE,13,ATL,0,0,0,0,0,8,140,0,0,14,14
43,14856,Zach Ertz,PHI,TE,13,CIN,0,0,0,0,0,9,79,1,0,13.9,13.9
44,9331,Michael Crabtree,OAK,WR,13,BUF,0,0,0,0,0,7,74,1,0,13.4,13.4
45,14385,Doug Martin,TB,RB,13,LAC,0,0,0,45,1,1,23,0,0,12.8,12.8
46,8532,Kenny Britt,LAR,WR,13,NE,0,0,0,0,0,2,67,1,0,12.7,12.7
47,12831,Tyrod Taylor,BUF,QB,13,OAK,191,0,1,30,1,0,0,0,1,12.6,12.64
48,17920,Carson Wentz,PHI,QB,13,CIN,308,1,3,16,0,1,7,0,0,12.6,12.62
49,6739,Alex Smith,KC,QB,13,ATL,270,1,0,-3,0,0,0,0,1,12.5,12.5
50,13320,Cam Newton,CAR,QB,13,SEA,182,1,0,12,0,0,0,0,0,12.5,12.48
51,11488,Jimmy Graham,SEA,TE,13,CAR,0,0,0,0,0,6,63,1,0,12.3,12.3
52,18187,Robby Anderson,NYJ,WR,13,IND,0,0,0,0,0,4,61,1,0,12.1,12.1
53,16765,Amari Cooper,OAK,WR,13,BUF,0,0,0,0,0,2,59,1,0,11.9,11.9
53,16787,Breshad Perriman,BAL,WR,13,MIA,0,0,0,0,0,2,59,1,0,11.9,11.9
55,14986,DeAndre Hopkins,HOU,WR,13,GB,0,0,0,0,0,3,58,1,0,11.8,11.8
56,4932,Eli Manning,NYG,QB,13,PIT,195,2,2,-1,0,0,0,0,0,11.7,11.7
57,16510,Jerick McKinnon,MIN,RB,13,DAL,0,0,0,41,0,5,14,1,0,11.5,11.5
58,11056,Antonio Brown,PIT,WR,13,NYG,0,0,0,0,0,6,54,1,0,11.4,11.4
59,8649,Rashad Jennings,NYG,RB,13,PIT,0,0,0,19,0,6,34,1,0,11.3,11.3
59,13291,Julio Jones,ATL,WR,13,KC,0,0,0,0,0,7,113,0,0,11.3,11.3
61,18055,Dak Prescott,DAL,QB,13,MIN,139,1,0,37,0,0,0,0,1,11.3,11.26
62,6198,Darren Sproles,PHI,RB,13,CIN,0,0,0,14,1,6,35,0,0,10.9,10.9
62,16728,Dontrelle Inman,LAC,WR,13,TB,0,0,0,0,0,2,49,1,0,10.9,10.9
64,17048,Tyrell Williams,LAC,WR,13,TB,0,0,0,0,0,2,47,1,0,10.7,10.7
65,12787,Nick Bellore,SF,RB,13,CHI,0,0,0,0,0,0,0,0,0,10.5,10.5
65,14795,Josh Bellamy,CHI,WR,13,SF,0,0,0,12,0,4,93,0,0,10.5,10.5
65,16112,Jeremy Hill,CIN,RB,13,PHI,0,0,0,33,1,2,12,0,0,10.5,10.5
68,16866,Jamison Crowder,WAS,WR,13,ARI,0,0,0,0,0,3,42,1,0,10.2,10.2
68,16919,JJ Nelson,ARI,WR,13,WAS,0,0,0,0,0,1,42,1,0,10.2,10.2
70,16245,Blake Bortles,JAX,QB,13,DEN,181,0,2,29,1,0,0,0,1,10.1,10.14
71,8355,Julian Edelman,NE,WR,13,LAR,0,0,0,0,0,8,101,0,0,10.1,10.1
72,16389,Odell Beckham Jr,NYG,WR,13,PIT,0,0,0,0,0,10,100,0,0,10,10
73,16668,Carlos Hyde,SF,RB,13,CHI,0,0,0,92,0,1,6,0,0,9.8,9.8
74,17970,Devontae Booker,DEN,RB,13,JAX,0,0,0,35,1,1,2,0,0,9.7,9.7
75,16775,Devante Parker,MIA,WR,13,BAL,0,0,0,0,0,3,34,1,0,9.4,9.4
76,16909,Jay Ajayi,MIA,RB,13,BAL,0,0,0,61,0,6,26,0,0,8.7,8.7
77,13997,Coby Fleener,NO,TE,13,DET,0,0,0,0,0,5,86,0,0,8.6,8.6
77,16020,Jarvis Landry,MIA,WR,13,BAL,0,0,0,-1,0,11,87,0,0,8.6,8.6
77,16232,Donte Moncrief,IND,WR,13,NYJ,0,0,0,0,0,4,26,1,0,8.6,8.6
80,14918,Tyler Eifert,CIN,TE,13,PHI,0,0,0,0,0,2,25,1,0,8.5,8.5
81,14828,Chris Hogan,NE,WR,13,LAR,0,0,0,0,0,4,23,1,0,8.3,8.3
82,16797,TJ Yeldon,JAX,RB,13,DEN,0,0,0,55,0,3,27,0,0,8.2,8.2
82,18034,Malcolm Mitchell,NE,WR,13,LAR,0,0,0,0,0,8,82,0,0,8.2,8.2
84,17961,Sterling Shepard,NYG,WR,13,PIT,0,0,0,0,0,4,21,1,0,8.1,8.1
85,18596,Paul Turner,PHI,WR,13,CIN,0,0,0,0,0,6,80,0,0,8,8
86,14855,Matt Barkley,CHI,QB,13,SF,192,0,0,3,0,0,0,0,0,8,7.98
87,2699,Matt Forte,NYJ,RB,13,IND,0,0,0,25,0,3,54,0,0,7.9,7.9
87,5820,Frank Gore,IND,RB,13,NYJ,0,0,0,79,0,0,0,0,0,7.9,7.9
87,13227,Randall Cobb,GB,WR,13,HOU,0,0,0,0,0,3,19,1,0,7.9,7.9
