Rank,PlayerID,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,18890,Patrick Mahomes,KC,QB,13,OAK,295,4,0,52,0,0,0,0,0,33,33
2,19801,Josh Allen,BUF,QB,13,MIA,231,2,2,135,0,0,0,0,0,28.7,28.74
3,16771,Todd Gurley,LAR,RB,13,DET,0,0,0,132,2,3,33,0,0,28.5,28.5
4,20128,Phillip Lindsay,DEN,RB,13,CIN,0,0,0,157,2,1,2,0,0,27.9,27.9
5,15048,Travis Kelce,KC,TE,13,OAK,0,0,0,0,0,12,168,2,1,26.8,26.8
6,14536,Russell Wilson,SEA,QB,13,SF,185,4,0,14,0,0,0,0,0,24.8,24.8
7,19854,Dante Pettis,SF,WR,13,SEA,0,0,0,-2,0,5,129,2,0,24.7,24.7
8,16311,Derek Carr,OAK,QB,13,KC,285,3,0,8,0,0,0,0,0,24.2,24.2
9,8244,Philip Rivers,LAC,QB,13,PIT,299,2,0,0,0,0,0,0,0,24,23.96
10,15076,Keenan Allen,LAC,WR,13,PIT,0,0,0,0,0,14,148,1,0,22.8,22.8
11,16762,Jameis Winston,TB,QB,13,CAR,249,2,0,48,0,0,0,0,0,22.8,22.76
12,19330,Nick Mullens,SF,QB,13,SEA,414,2,1,1,0,0,0,0,0,22.7,22.66
13,19003,Tarik Cohen,CHI,RB,13,NYG,1,1,0,30,0,12,156,0,0,22.6,22.64
14,18877,Christian McCaffrey,CAR,RB,13,TB,0,0,0,106,0,9,55,1,0,22.1,22.1
15,16763,Marcus Mariota,TEN,QB,13,NYJ,282,2,1,43,0,0,0,0,0,21.6,21.58
16,11056,Antonio Brown,PIT,WR,13,LAC,0,0,0,0,0,10,154,1,0,21.4,21.4
17,18926,Zay Jones,BUF,WR,13,MIA,0,0,0,0,0,4,67,2,0,20.7,20.7
18,17920,Carson Wentz,PHI,QB,13,WAS,306,2,1,-4,0,0,0,0,0,19.8,19.84
19,17923,Ezekiel Elliott,DAL,RB,13,NO,0,0,0,76,0,6,60,1,0,19.6,19.6
20,18983,James Conner,PIT,RB,13,LAC,0,0,0,60,2,3,14,0,0,19.4,19.4
21,15509,Jaron Brown,SEA,WR,13,SF,0,0,0,0,0,3,67,2,0,18.7,18.7
22,19919,Chase Edmonds,ARI,RB,13,GB,0,0,0,53,2,2,13,0,0,18.6,18.6
23,3807,Ben Roethlisberger,PIT,QB,13,LAC,281,2,1,0,0,0,0,0,0,17.2,17.24
24,11611,Golden Tate,PHI,WR,13,WAS,0,0,0,0,0,7,85,1,0,16.5,16.5
24,19781,Lamar Jackson,BAL,QB,13,ATL,125,0,0,75,1,0,0,0,1,16.5,16.5
26,18880,Chris Godwin,TB,WR,13,CAR,0,0,0,0,0,5,101,1,0,16.1,16.1
27,8534,Jared Cook,OAK,TE,13,KC,0,0,0,0,0,7,100,1,0,16,16
28,18857,Deshaun Watson,HOU,QB,13,CLE,224,1,0,30,0,0,0,0,0,16,15.96
29,4807,Adrian Peterson,WAS,RB,13,PHI,0,0,0,98,1,0,0,0,0,15.8,15.8
30,16389,Odell Beckham Jr,NYG,WR,13,CHI,49,1,0,0,0,3,35,1,0,15.5,15.46
31,2593,Aaron Rodgers,GB,QB,13,ARI,233,1,0,20,0,0,0,0,0,15.3,15.32
32,13320,Cam Newton,CAR,QB,13,TB,300,2,4,33,0,0,0,0,0,15.3,15.3
32,16470,Davante Adams,GB,WR,13,ARI,0,0,0,0,0,8,93,1,0,15.3,15.3
34,13799,Ryan Tannehill,MIA,QB,13,BUF,137,3,1,-5,0,0,0,0,0,15,14.98
35,4314,Tom Brady,NE,QB,13,MIN,311,1,1,5,0,0,0,0,0,14.9,14.94
36,19766,Saquon Barkley,NYG,RB,13,CHI,0,0,0,125,0,3,21,0,0,14.6,14.6
37,19800,Courtland Sutton,DEN,WR,13,CIN,0,0,0,0,0,4,85,1,0,14.5,14.5
38,20064,Justin Jackson,LAC,RB,13,PIT,0,0,0,63,1,1,19,0,0,14.2,14.2
39,18055,Dak Prescott,DAL,QB,13,NO,248,1,0,22,0,0,0,0,1,14.1,14.12
