Rank,PlayerID,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,18811,Mitch Trubisky,CHI,QB,4,TB,354,6,0,53,0,0,0,0,0,43.5,43.46
2,17922,Jared Goff,LAR,QB,4,MIN,465,5,0,7,0,0,0,0,0,39.3,39.3
3,18878,Alvin Kamara,NO,RB,4,NYG,0,0,0,134,3,5,47,0,0,36.1,36.1
4,14008,Andrew Luck,IND,QB,4,HOU,464,4,0,11,0,0,0,0,1,35.7,35.66
5,14252,Kirk Cousins,MIN,QB,4,LAR,422,3,0,28,0,0,0,0,1,31.7,31.68
6,16311,Derek Carr,OAK,QB,4,CLE,437,4,2,1,0,0,0,0,0,31.6,31.58
7,18857,Deshaun Watson,HOU,QB,4,IND,375,2,1,41,1,0,0,0,0,31.1,31.1
8,16763,Marcus Mariota,TEN,QB,4,PHI,344,2,1,46,1,0,0,0,0,30.4,30.36
9,17923,Ezekiel Elliott,DAL,RB,4,DET,0,0,0,152,0,4,88,1,0,30,30
10,732,Matt Ryan,ATL,QB,4,CIN,419,3,0,5,0,0,0,0,0,29.3,29.26
11,18882,Cooper Kupp,LAR,WR,4,MIN,0,0,0,0,0,9,162,2,0,28.2,28.2
12,11611,Golden Tate,DET,WR,4,DAL,0,0,0,0,0,8,132,2,0,25.2,25.2
13,12841,Andy Dalton,CIN,QB,4,ATL,337,3,1,13,0,0,0,0,0,24.8,24.78
14,16887,Mike Davis,SEA,RB,4,ARI,0,0,0,101,2,4,23,0,0,24.4,24.4
15,16245,Blake Bortles,JAX,QB,4,NYJ,388,2,1,28,0,0,0,0,0,24.3,24.32
16,16776,Melvin Gordon,LAC,RB,4,SF,0,0,0,104,0,7,55,1,0,23.9,23.9
17,18944,Kareem Hunt,KC,RB,4,DEN,0,0,0,121,1,3,54,0,0,23.5,23.5
18,16129,Taylor Gabriel,CHI,WR,4,TB,0,0,0,10,0,7,104,2,0,23.4,23.4
18,19003,Tarik Cohen,CHI,RB,4,TB,0,0,0,53,0,7,121,1,0,23.4,23.4
