Rank,PlayerID,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,18877,Christian McCaffrey,CAR,RB,12,SEA,0,0,0,125,1,11,112,1,0,35.7,35.7
2,16765,Amari Cooper,DAL,WR,12,WAS,0,0,0,0,0,8,180,2,0,30,30
3,18857,Deshaun Watson,HOU,QB,12,TEN,210,2,0,70,1,0,0,0,0,29.4,29.4
4,14252,Kirk Cousins,MIN,QB,12,GB,342,3,0,17,0,0,0,0,0,27.4,27.38
5,18055,Dak Prescott,DAL,QB,12,WAS,289,2,0,18,1,0,0,0,0,27.4,27.36
6,19801,Josh Allen,BUF,QB,12,JAX,160,1,0,99,1,0,0,0,0,26.3,26.3
7,19766,Saquon Barkley,NYG,RB,12,PHI,0,0,0,101,1,7,41,1,0,26.2,26.2
8,19790,Baker Mayfield,CLE,QB,12,CIN,258,4,0,-4,0,0,0,0,0,25.9,25.92
9,18883,JuJu Smith-Schuster,PIT,WR,12,DEN,0,0,0,0,0,13,189,1,0,24.9,24.9
10,19798,Nick Chubb,CLE,RB,12,CIN,0,0,0,84,1,3,44,1,0,24.8,24.8
11,16763,Marcus Mariota,TEN,QB,12,HOU,303,2,0,28,0,0,0,0,0,22.9,22.92
12,16762,Jameis Winston,TB,QB,12,SF,312,2,0,24,0,0,0,0,0,22.9,22.88
13,18803,Leonard Fournette,JAX,RB,12,BUF,0,0,0,95,2,3,13,0,0,22.8,22.8
14,13791,Lamar Miller,HOU,RB,12,TEN,0,0,0,162,1,1,5,0,0,22.7,22.7
15,14008,Andrew Luck,IND,QB,12,MIA,343,3,2,5,0,1,4,0,0,22.6,22.62
16,13320,Cam Newton,CAR,QB,12,SEA,256,2,1,63,0,0,0,0,0,22.5,22.54
17,12296,LeGarrette Blount,DET,RB,12,CHI,0,0,0,88,2,1,15,0,0,22.3,22.3
18,14536,Russell Wilson,SEA,QB,12,CAR,339,2,0,4,0,0,0,0,0,22,21.96
19,18003,Kenyan Drake,MIA,RB,12,IND,0,0,0,32,1,5,64,1,0,21.6,21.6
20,732,Matt Ryan,ATL,QB,12,NO,377,2,1,16,0,0,0,0,1,20.7,20.68
21,8244,Philip Rivers,LAC,QB,12,ARI,259,3,0,3,0,0,0,0,1,20.7,20.66
22,19828,Sony Michel,NE,RB,12,NYJ,0,0,0,133,1,2,12,0,0,20.5,20.5
23,7242,Drew Brees,NO,QB,12,ATL,171,4,1,-4,0,0,0,0,0,20.4,20.44
24,17923,Ezekiel Elliott,DAL,RB,12,WAS,0,0,0,121,1,5,22,0,0,20.3,20.3
25,3807,Ben Roethlisberger,PIT,QB,12,DEN,462,1,2,18,0,0,0,0,0,20.3,20.28
26,19781,Lamar Jackson,BAL,QB,12,OAK,178,1,2,71,1,0,0,0,0,20.2,20.22
27,18879,Corey Davis,TEN,WR,12,HOU,0,0,0,39,0,4,96,1,0,19.5,19.5
28,4314,Tom Brady,NE,QB,12,NYJ,283,2,0,-1,0,0,0,0,0,19.2,19.22
29,16776,Melvin Gordon,LAC,RB,12,ARI,0,0,0,61,2,2,5,0,0,18.6,18.6
30,15534,Adam Thielen,MIN,WR,12,GB,0,0,0,0,0,8,125,1,0,18.5,18.5
31,9902,Chase Daniel,CHI,QB,12,DET,230,2,0,4,0,1,8,0,0,18.4,18.4
32,13799,Ryan Tannehill,MIA,QB,12,IND,204,2,0,14,0,0,0,0,0,17.6,17.56
33,18123,Jeff Driskel,CIN,QB,12,CLE,155,1,0,9,1,0,0,0,0,17.1,17.1
34,20128,Phillip Lindsay,DEN,RB,12,PIT,0,0,0,110,1,0,0,0,0,17,17
35,16451,Eric Ebron,IND,TE,12,MIA,0,0,0,0,0,5,45,2,0,16.5,16.5
35,16830,Tyler Lockett,SEA,WR,12,CAR,0,0,0,-2,0,5,107,1,0,16.5,16.5
37,20075,Josh Adams,PHI,RB,12,NYG,0,0,0,84,1,0,0,0,0,16.4,16.4
38,19120,David Moore,SEA,WR,12,CAR,0,0,0,0,0,4,103,1,0,16.3,16.3
38,19562,Austin Ekeler,LAC,RB,12,ARI,0,0,0,35,1,10,68,0,0,16.3,16.3
40,11197,Demaryius Thomas,HOU,WR,12,TEN,0,0,0,0,0,4,38,2,0,15.8,15.8
41,15694,Case Keenum,DEN,QB,12,PIT,197,2,0,-3,0,0,0,0,0,15.6,15.58
42,5282,Josh McCown,NYJ,QB,12,NE,276,1,1,25,0,0,0,0,0,15.5,15.54
43,11047,Colt McCoy,WAS,QB,12,DAL,268,2,3,28,0,0,0,0,0,15.5,15.52
44,18858,Joe Mixon,CIN,RB,12,CLE,0,0,0,89,0,7,66,0,0,15.5,15.5
45,20250,Robert Foster,BUF,WR,12,JAX,0,0,0,0,0,2,94,1,0,15.4,15.4
46,19045,Aaron Jones,GB,RB,12,MIN,0,0,0,72,1,3,21,0,0,15.3,15.3
47,14856,Zach Ertz,PHI,TE,12,NYG,0,0,0,0,0,7,91,1,0,15.1,15.1
48,16906,Stefon Diggs,MIN,WR,12,GB,0,0,0,12,0,8,77,1,0,14.9,14.9
49,18992,Dede Westbrook,JAX,WR,12,BUF,0,0,0,43,0,3,44,1,0,14.7,14.7
50,11063,Emmanuel Sanders,DEN,WR,12,PIT,0,0,0,0,0,7,86,1,0,14.6,14.6
51,17986,Tyler Boyd,CIN,WR,12,CLE,0,0,0,0,0,7,85,1,0,14.5,14.5
51,18914,Mike Williams,LAC,WR,12,ARI,0,0,0,0,0,4,25,2,0,14.5,14.5
53,8355,Julian Edelman,NE,WR,12,NYJ,0,0,0,0,0,4,84,1,0,14.4,14.4
54,19319,Matt Breida,SF,RB,12,TB,0,0,0,106,0,3,34,0,0,14,14
55,4932,Eli Manning,NYG,QB,12,PHI,297,1,1,0,0,0,0,0,0,13.9,13.88
56,19854,Dante Pettis,SF,WR,12,TB,0,0,0,0,0,4,77,1,0,13.7,13.7
57,18872,Dalvin Cook,MIN,RB,12,GB,0,0,0,29,0,3,47,1,0,13.6,13.6
58,18014,Leonte Carroo,MIA,WR,12,IND,0,0,0,0,0,1,74,1,0,13.4,13.4
59,5084,Vernon Davis,WAS,TE,12,DAL,0,0,0,0,0,2,73,1,0,13.3,13.3
59,19802,Calvin Ridley,ATL,WR,12,NO,0,0,0,0,0,8,93,1,1,13.3,13.3
61,17920,Carson Wentz,PHI,QB,12,NYG,236,1,0,-2,0,0,0,0,0,13.2,13.24
62,14385,Doug Martin,OAK,RB,12,BAL,0,0,0,51,1,3,21,0,0,13.2,13.2
62,15076,Keenan Allen,LAC,WR,12,ARI,0,0,0,0,0,7,72,1,0,13.2,13.2
64,16470,Davante Adams,GB,WR,12,MIN,0,0,0,0,0,5,69,1,0,12.9,12.9
65,13291,Julio Jones,ATL,WR,12,NO,0,0,0,1,0,11,147,0,1,12.8,12.8
66,14749,Jermaine Kearse,NYJ,WR,12,NE,0,0,0,0,0,6,66,1,0,12.6,12.6
67,14005,T.Y. Hilton,IND,WR,12,MIA,0,0,0,0,0,7,125,0,0,12.5,12.5
68,18375,Peyton Barber,TB,RB,12,SF,0,0,0,47,1,2,16,0,0,12.3,12.3
68,18876,David Njoku,CLE,TE,12,CIN,0,0,0,0,0,5,63,1,0,12.3,12.3
68,18990,Jonnu Smith,TEN,TE,12,HOU,0,0,0,0,0,2,63,1,0,12.3,12.3
68,19119,Chris Carson,SEA,RB,12,CAR,0,0,0,55,1,2,8,0,0,12.3,12.3
72,19917,Antonio Callaway,CLE,WR,12,CIN,0,0,0,0,0,4,62,1,0,12.2,12.2
73,2593,Aaron Rodgers,GB,QB,12,MIN,198,1,0,0,0,0,0,0,0,11.9,11.92
74,19003,Tarik Cohen,CHI,RB,12,DET,0,0,0,14,0,7,45,1,0,11.9,11.9
75,20239,Gus Edwards,BAL,RB,12,OAK,0,0,0,118,0,0,0,0,0,11.8,11.8
76,10974,Rob Gronkowski,NE,TE,12,NYJ,0,0,0,0,0,3,56,1,0,11.6,11.6
76,16597,Mike Evans,TB,WR,12,SF,0,0,0,0,0,6,116,0,0,11.6,11.6
78,17290,Adam Humphries,TB,WR,12,SF,0,0,0,0,0,6,54,1,0,11.4,11.4
79,19659,Dan Arnold,NO,TE,12,ATL,0,0,0,0,0,4,45,1,0,10.5,10.5
80,18928,Curtis Samuel,CAR,WR,12,SEA,0,0,0,25,0,2,17,1,0,10.2,10.2
