Rank,PlayerID,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,8283,Ryan Fitzpatrick,TB,QB,1,NO,417,4,0,36,1,0,0,0,0,42.3,42.28
2,18878,Alvin Kamara,NO,RB,1,TB,0,0,0,29,2,9,112,1,0,34.1,34.1
3,7242,Drew Brees,NO,QB,1,TB,439,3,0,0,0,0,0,0,0,31.6,31.56
4,18082,Tyreek Hill,KC,WR,1,LAC,0,0,0,4,0,7,169,2,0,29.3,29.3
5,18983,James Conner,PIT,RB,1,CLE,0,0,0,135,2,5,57,0,1,29.2,29.2
6,8244,Philip Rivers,LAC,QB,1,KC,424,3,1,0,0,0,0,0,0,29,28.96
7,18890,Patrick Mahomes,KC,QB,1,LAC,256,4,0,21,0,0,0,0,0,28.3,28.34
8,3943,DeSean Jackson,TB,WR,1,NO,0,0,0,0,0,5,146,2,0,26.6,26.6
9,2593,Aaron Rodgers,GB,QB,1,CHI,286,3,0,15,0,0,0,0,0,24.9,24.94
10,12831,Tyrod Taylor,CLE,QB,1,PIT,197,1,1,77,1,0,0,0,0,23.6,23.58
11,15196,Kenny Stills,MIA,WR,1,TEN,0,0,0,0,0,4,106,2,0,22.6,22.6
12,16127,Isaiah Crowell,NYJ,RB,1,DET,0,0,0,102,2,0,0,0,0,22.2,22.2
13,17960,Michael Thomas,NO,WR,1,TB,0,0,0,0,0,16,180,1,1,22,22
14,611,Joe Flacco,BAL,QB,1,BUF,236,3,0,3,0,0,0,0,0,21.7,21.74
15,4314,Tom Brady,NE,QB,1,HOU,277,3,1,2,0,0,0,0,0,21.3,21.28
16,18858,Joe Mixon,CIN,RB,1,IND,0,0,0,95,1,5,54,0,0,20.9,20.9
17,16597,Mike Evans,TB,WR,1,NO,0,0,0,0,0,7,147,1,0,20.7,20.7
17,16771,Todd Gurley,LAR,RB,1,OAK,0,0,0,108,0,3,39,1,0,20.7,20.7
19,4807,Adrian Peterson,WAS,RB,1,ARI,0,0,0,96,1,2,70,0,1,20.6,20.6
20,14536,Russell Wilson,SEA,QB,1,DEN,298,3,2,5,0,0,0,0,0,20.4,20.42
21,14252,Kirk Cousins,MIN,QB,1,SF,244,2,0,26,0,0,0,0,0,20.4,20.36
22,13227,Randall Cobb,GB,WR,1,CHI,0,0,0,0,0,9,142,1,0,20.2,20.2
22,16909,Jay Ajayi,PHI,RB,1,ATL,0,0,0,62,2,0,0,0,0,20.2,20.2
24,6739,Alex Smith,WAS,QB,1,ARI,255,2,0,14,0,0,0,0,0,19.6,19.6
25,11063,Emmanuel Sanders,DEN,WR,1,SEA,0,0,0,0,0,10,135,1,0,19.5,19.5
26,14008,Andrew Luck,IND,QB,1,CIN,319,2,1,7,0,0,0,0,0,19.5,19.46
27,15694,Case Keenum,DEN,QB,1,SEA,329,3,3,0,0,0,0,0,0,19.2,19.16
28,15102,Chris Thompson,WAS,RB,1,ARI,0,0,0,65,0,6,63,1,0,18.8,18.8
28,19766,Saquon Barkley,NYG,RB,1,JAX,0,0,0,106,1,2,22,0,0,18.8,18.8
30,16776,Melvin Gordon,LAC,RB,1,KC,0,0,0,64,0,9,102,0,0,18.6,18.6
30,19562,Austin Ekeler,LAC,RB,1,KC,0,0,0,39,0,5,87,1,0,18.6,18.6
32,13320,Cam Newton,CAR,QB,1,DAL,161,0,0,58,1,0,0,0,0,18.2,18.24
33,8534,Jared Cook,OAK,TE,1,LAR,0,0,0,0,0,9,180,0,0,18,18
33,13291,Julio Jones,ATL,WR,1,PHI,0,0,0,11,0,10,169,0,0,18,18
35,17922,Jared Goff,LAR,QB,1,OAK,233,2,0,-1,0,0,0,0,0,17.2,17.22
36,12708,Dion Lewis,TEN,RB,1,MIA,0,0,0,75,1,5,35,0,0,17,17
37,15076,Keenan Allen,LAC,WR,1,KC,0,0,0,0,0,8,108,1,0,16.8,16.8
38,12841,Andy Dalton,CIN,QB,1,IND,243,2,1,8,0,0,0,0,0,16.5,16.52
39,19950,Will Dissly,SEA,TE,1,DEN,0,0,0,0,0,3,105,1,0,16.5,16.5
40,10974,Rob Gronkowski,NE,TE,1,HOU,0,0,0,0,0,7,123,1,1,16.3,16.3
41,20128,Phillip Lindsay,DEN,RB,1,SEA,0,0,0,71,0,2,31,1,0,16.2,16.2
42,11056,Antonio Brown,PIT,WR,1,CLE,0,0,0,0,0,9,93,1,0,15.3,15.3
42,12109,Ted Ginn,NO,WR,1,TB,0,0,0,5,0,5,68,1,0,15.3,15.3
44,16470,Davante Adams,GB,WR,1,CHI,0,0,0,0,0,5,88,1,0,14.8,14.8
45,17923,Ezekiel Elliott,DAL,RB,1,CAR,0,0,0,69,1,3,17,0,0,14.6,14.6
46,18811,Mitch Trubisky,CHI,QB,1,GB,171,0,0,32,1,0,0,0,1,14,14.04
47,11611,Golden Tate,DET,WR,1,NYJ,0,0,0,0,0,7,79,1,0,13.9,13.9
48,19812,Sam Darnold,NYJ,QB,1,DET,198,2,1,-1,0,0,0,0,0,13.8,13.82
49,13799,Ryan Tannehill,MIA,QB,1,TEN,230,2,2,4,0,0,0,0,0,13.6,13.6
50,16245,Blake Bortles,JAX,QB,1,NYG,176,1,1,42,0,0,0,0,0,13.2,13.24
51,12845,AJ Green,CIN,WR,1,IND,0,0,0,0,0,6,92,1,1,13.2,13.2
52,16797,TJ Yeldon,JAX,RB,1,NYG,0,0,0,51,0,3,18,1,0,12.9,12.9
52,18269,Geronimo Allison,GB,WR,1,CHI,0,0,0,0,0,5,69,1,0,12.9,12.9
54,18882,Cooper Kupp,LAR,WR,1,OAK,0,0,0,16,0,5,52,1,0,12.8,12.8
55,16847,David Johnson,ARI,RB,1,WAS,0,0,0,37,1,5,30,0,0,12.7,12.7
56,16790,Phillip Dorsett,NE,WR,1,HOU,0,0,0,0,0,7,66,1,0,12.6,12.6
57,16668,Carlos Hyde,CLE,RB,1,PIT,0,0,0,62,1,1,3,0,0,12.5,12.5
58,11197,Demaryius Thomas,DEN,WR,1,SEA,0,0,0,0,0,6,63,1,0,12.3,12.3
58,16063,Quincy Enunwa,NYJ,WR,1,DET,0,0,0,0,0,6,63,1,0,12.3,12.3
60,19854,Dante Pettis,SF,WR,1,MIN,0,0,0,0,0,2,61,1,0,12.1,12.1
61,16830,Tyler Lockett,SEA,WR,1,DEN,0,0,0,0,0,3,59,1,0,11.9,11.9
61,18883,JuJu Smith-Schuster,PIT,WR,1,CLE,0,0,0,0,0,5,119,0,0,11.9,11.9
63,16056,James White,NE,RB,1,HOU,0,0,0,18,0,4,38,1,0,11.6,11.6
64,18977,Kenny Golladay,DET,WR,1,NYJ,0,0,0,0,0,7,114,0,0,11.4,11.4
65,16451,Eric Ebron,IND,TE,1,CIN,0,0,0,0,0,4,51,1,0,11.1,11.1
65,16906,Stefon Diggs,MIN,WR,1,SF,0,0,0,8,0,3,43,1,0,11.1,11.1
67,18857,Deshaun Watson,HOU,QB,1,NE,176,1,1,40,0,0,0,0,1,11,11.04
68,16389,Odell Beckham Jr,NYG,WR,1,JAX,0,0,0,-1,0,11,111,0,0,11,11
69,12386,Marshawn Lynch,OAK,RB,1,LAR,0,0,0,41,1,2,8,0,0,10.9,10.9
69,13791,Lamar Miller,HOU,RB,1,NE,0,0,0,98,0,1,11,0,0,10.9,10.9
69,16141,Willie Snead,BAL,WR,1,BUF,0,0,0,0,0,4,49,1,0,10.9,10.9
72,15100,Jordan Reed,WAS,TE,1,ARI,0,0,0,0,0,4,48,1,0,10.8,10.8
73,18067,Jordan Howard,CHI,RB,1,GB,0,0,0,82,0,5,25,0,0,10.7,10.7
74,11667,Brandon Marshall,SEA,WR,1,DEN,0,0,0,0,0,3,46,1,0,10.6,10.6
74,14005,T.Y. Hilton,IND,WR,1,CIN,0,0,0,0,0,5,46,1,0,10.6,10.6
74,16020,Jarvis Landry,CLE,WR,1,PIT,0,0,0,0,0,7,106,0,0,10.6,10.6
77,16640,John Brown,BAL,WR,1,BUF,0,0,0,1,0,3,44,1,0,10.5,10.5
77,16834,Tevin Coleman,ATL,RB,1,PHI,0,0,0,19,1,1,26,0,0,10.5,10.5
79,17969,Kenneth Dixon,BAL,RB,1,BUF,0,0,0,44,1,0,0,0,0,10.4,10.4
80,15534,Adam Thielen,MIN,WR,1,SF,0,0,0,0,0,6,102,0,0,10.2,10.2
81,18880,Chris Godwin,TB,WR,1,NO,0,0,0,0,0,3,41,1,0,10.1,10.1
82,9331,Michael Crabtree,BAL,WR,1,BUF,0,0,0,0,0,3,38,1,0,9.8,9.8
83,16664,Bruce Ellington,HOU,WR,1,NE,0,0,0,0,0,4,37,1,0,9.7,9.7
84,13418,Anthony Sherman,KC,FB,1,LAC,0,0,0,0,0,1,36,1,0,9.6,9.6
84,16189,Alfred Blue,HOU,RB,1,NE,0,0,0,36,1,0,0,0,0,9.6,9.6
86,16568,Brandin Cooks,LAR,WR,1,OAK,0,0,0,6,0,5,87,0,0,9.3,9.3
87,16886,Javorius Allen,BAL,RB,1,BUF,0,0,0,17,1,5,15,0,0,9.2,9.2
87,18187,Robby Anderson,NYJ,WR,1,DET,0,0,0,-9,0,1,41,1,0,9.2,9.2
89,16041,Jimmy Garoppolo,SF,QB,1,MIN,261,1,3,6,0,0,0,0,0,9,9.04
90,3807,Ben Roethlisberger,PIT,QB,1,CLE,335,1,3,16,0,0,0,0,2,9,9
90,19063,George Kittle,SF,TE,1,MIN,0,0,0,0,0,5,90,0,0,9,9
92,732,Matt Ryan,ATL,QB,1,PHI,251,0,1,8,0,0,0,0,0,8.8,8.84
93,18055,Dak Prescott,DAL,QB,1,CAR,170,0,0,19,0,0,0,0,1,8.7,8.7
94,18914,Mike Williams,LAC,WR,1,KC,0,0,0,0,0,5,81,0,0,8.1,8.1
95,9038,Matthew Stafford,DET,QB,1,NYJ,286,1,4,6,0,0,0,0,0,8,8.04
