Rank,PlayerID,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,7242,Drew Brees,NO,QB,3,ATL,396,3,0,7,2,0,0,0,0,40.5,40.54
2,732,Matt Ryan,ATL,QB,3,NO,374,5,0,12,0,0,0,0,0,40.2,40.16
3,19802,Calvin Ridley,ATL,WR,3,NO,0,0,0,9,0,7,146,3,0,33.5,33.5
4,13320,Cam Newton,CAR,QB,3,CIN,150,2,0,36,2,0,0,0,0,29.6,29.6
5,19801,Josh Allen,BUF,QB,3,MIN,196,1,0,39,2,0,0,0,0,27.7,27.74
6,13799,Ryan Tannehill,MIA,QB,3,OAK,289,3,0,26,0,0,0,0,0,26.2,26.16
7,17922,Jared Goff,LAR,QB,3,LAC,354,3,1,14,0,0,0,0,0,25.6,25.56
8,18890,Patrick Mahomes,KC,QB,3,SF,314,3,0,7,0,0,0,0,0,25.3,25.26
9,8283,Ryan Fitzpatrick,TB,QB,3,PIT,411,3,3,27,0,0,0,0,0,25.1,25.14
10,18857,Deshaun Watson,HOU,QB,3,NYG,385,2,1,36,0,0,0,0,0,25,25
11,3807,Ben Roethlisberger,PIT,QB,3,TB,353,3,1,-1,0,0,0,0,0,24,24.02
12,4807,Adrian Peterson,WAS,RB,3,GB,0,0,0,120,2,0,0,0,0,24,24
13,14871,Robert Woods,LAR,WR,3,LAC,0,0,0,13,0,10,104,2,0,23.7,23.7
14,4556,Jordy Nelson,OAK,WR,3,MIA,0,0,0,0,0,6,173,1,0,23.3,23.3
15,16041,Jimmy Garoppolo,SF,QB,3,KC,251,2,0,23,0,0,0,0,0,22.3,22.34
16,16668,Carlos Hyde,CLE,RB,3,NYJ,0,0,0,98,2,2,5,0,0,22.3,22.3
17,18914,Mike Williams,LAC,WR,3,LAR,0,0,0,0,0,4,81,2,0,20.1,20.1
18,2593,Aaron Rodgers,GB,QB,3,WAS,265,2,0,13,0,0,0,0,0,19.9,19.9
19,4932,Eli Manning,NYG,QB,3,HOU,297,2,0,-1,0,0,0,0,0,19.8,19.78
20,16597,Mike Evans,TB,WR,3,PIT,0,0,0,0,0,6,137,1,0,19.7,19.7
20,17986,Tyler Boyd,CIN,WR,3,CAR,0,0,0,5,0,6,132,1,0,19.7,19.7
22,16771,Todd Gurley,LAR,RB,3,LAC,0,0,0,105,1,5,51,0,1,19.6,19.6
23,16308,Albert Wilson,MIA,WR,3,OAK,52,1,0,0,0,2,74,1,0,19.5,19.48
24,18877,Christian McCaffrey,CAR,RB,3,CIN,0,0,0,184,0,2,10,0,0,19.4,19.4
25,18103,Jakeem Grant,MIA,WR,3,OAK,0,0,0,0,0,2,70,2,0,19,19
25,18878,Alvin Kamara,NO,RB,3,ATL,0,0,0,66,0,15,124,0,0,19,19
27,19119,Chris Carson,SEA,RB,3,DAL,0,0,0,102,1,2,22,0,0,18.4,18.4
28,19766,Saquon Barkley,NYG,RB,3,HOU,0,0,0,82,1,5,35,0,0,17.7,17.7
29,9038,Matthew Stafford,DET,QB,3,NE,262,2,1,10,0,0,0,0,0,17.5,17.48
30,15239,Vance McDonald,PIT,TE,3,TB,0,0,0,0,0,4,112,1,0,17.2,17.2
31,16127,Isaiah Crowell,NYJ,RB,3,CLE,0,0,0,34,2,2,17,0,0,17.1,17.1
32,8244,Philip Rivers,LAC,QB,3,LAR,226,2,0,0,0,0,0,0,0,17,17.04
33,6739,Alex Smith,WAS,QB,3,GB,220,2,1,20,0,0,0,0,0,16.8,16.8
34,18944,Kareem Hunt,KC,RB,3,SF,0,0,0,44,2,0,0,0,0,16.4,16.4
35,17916,Will Fuller,HOU,WR,3,NYG,0,0,0,0,0,5,101,1,0,16.1,16.1
36,14536,Russell Wilson,SEA,QB,3,DAL,192,2,0,-1,0,0,0,0,0,15.6,15.58
37,611,Joe Flacco,BAL,QB,3,DEN,277,1,0,2,0,0,0,0,0,15.3,15.28
38,18070,Wendell Smallwood,PHI,RB,3,IND,0,0,0,56,1,3,35,0,0,15.1,15.1
39,12386,Marshawn Lynch,OAK,RB,3,MIA,0,0,0,64,1,3,22,0,0,14.6,14.6
39,14916,Giovani Bernard,CIN,RB,3,CAR,0,0,0,61,1,5,25,0,0,14.6,14.6
39,16886,Javorius Allen,BAL,RB,3,DEN,0,0,0,7,1,3,19,1,0,14.6,14.6
42,16776,Melvin Gordon,LAC,RB,3,LAR,0,0,0,80,1,2,4,0,0,14.4,14.4
43,16830,Tyler Lockett,SEA,WR,3,DAL,0,0,0,5,0,4,77,1,0,14.2,14.2
44,18067,Jordan Howard,CHI,RB,3,ARI,0,0,0,61,1,2,20,0,0,14.1,14.1
45,12841,Andy Dalton,CIN,QB,3,CAR,352,2,4,0,0,0,0,0,0,14.1,14.08
46,17961,Sterling Shepard,NYG,WR,3,HOU,0,0,0,0,0,6,80,1,0,14,14
47,14008,Andrew Luck,IND,QB,3,PHI,164,1,0,33,0,0,0,0,0,13.9,13.86
48,16311,Derek Carr,OAK,QB,3,MIA,345,1,2,-2,0,0,0,0,0,13.6,13.6
48,18269,Geronimo Allison,GB,WR,3,WAS,0,0,0,0,0,2,76,1,0,13.6,13.6
50,16003,Sammy Watkins,KC,WR,3,SF,0,0,0,20,0,5,55,1,0,13.5,13.5
51,18088,Alex Collins,BAL,RB,3,DEN,0,0,0,68,1,3,6,0,0,13.4,13.4
52,11063,Emmanuel Sanders,DEN,WR,3,BAL,0,0,0,35,1,5,38,0,0,13.3,13.3
52,19863,Dallas Goedert,PHI,TE,3,IND,0,0,0,0,0,7,73,1,0,13.3,13.3
54,13870,Marvin Jones,DET,WR,3,NE,0,0,0,0,0,4,69,1,0,12.9,12.9
54,17960,Michael Thomas,NO,WR,3,ATL,0,0,0,0,0,10,129,0,0,12.9,12.9
56,18882,Cooper Kupp,LAR,WR,3,LAC,0,0,0,-3,0,4,71,1,0,12.8,12.8
57,14269,Alfred Morris,SF,RB,3,KC,0,0,0,67,1,0,0,0,0,12.7,12.7
57,16802,Devin Funchess,CAR,WR,3,CIN,0,0,0,0,0,4,67,1,0,12.7,12.7
59,12239,Chris Ivory,BUF,RB,3,MIN,0,0,0,56,0,3,70,0,0,12.6,12.6
60,16020,Jarvis Landry,CLE,WR,3,NYJ,0,0,0,0,0,8,103,0,0,12.3,12.3
61,15196,Kenny Stills,MIA,WR,3,OAK,0,0,0,0,0,3,61,1,0,12.1,12.1
61,16847,David Johnson,ARI,RB,3,CHI,0,0,0,31,0,4,30,1,0,12.1,12.1
63,17923,Ezekiel Elliott,DAL,RB,3,SEA,0,0,0,127,0,3,11,0,1,11.8,11.8
