Rank,PlayerID,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,FumblesLost,FantasyPointsPerGame,FantasyPoints
1,3807,Ben Roethlisberger,PIT,QB,2,KC,452,3,0,9,1,0,0,0,0,39,38.98
2,18890,Patrick Mahomes,KC,QB,2,PIT,326,6,0,18,0,0,0,0,0,38.8,38.84
3,14252,Kirk Cousins,MIN,QB,2,GB,425,4,1,5,0,0,0,0,0,33.5,33.5
4,16245,Blake Bortles,JAX,QB,2,NE,376,4,1,35,0,0,0,0,0,32.5,32.54
5,732,Matt Ryan,ATL,QB,2,CAR,272,2,1,18,2,0,0,0,0,30.7,30.68
6,8283,Ryan Fitzpatrick,TB,QB,2,PHI,402,4,1,-1,0,0,0,0,0,30,29.98
7,16771,Todd Gurley,LAR,RB,2,ARI,0,0,0,42,3,3,31,0,0,29.3,29.3
8,13320,Cam Newton,CAR,QB,2,ATL,335,3,1,42,0,0,0,0,0,27.6,27.6
9,16906,Stefon Diggs,MIN,WR,2,GB,0,0,0,1,0,9,128,2,0,26.9,26.9
10,12841,Andy Dalton,CIN,QB,2,BAL,265,4,0,0,0,0,0,0,0,26.6,26.6
11,12845,AJ Green,CIN,WR,2,BAL,0,0,0,0,0,5,69,3,0,24.9,24.9
12,9038,Matthew Stafford,DET,QB,2,SF,347,3,0,8,0,0,0,0,1,24.7,24.68
13,16776,Melvin Gordon,LAC,RB,2,BUF,0,0,0,28,1,6,38,2,0,24.6,24.6
14,15048,Travis Kelce,KC,TE,2,PIT,0,0,0,0,0,7,109,2,0,22.9,22.9
15,18857,Deshaun Watson,HOU,QB,2,TEN,310,2,1,44,0,0,0,0,0,22.8,22.8
16,8244,Philip Rivers,LAC,QB,2,BUF,256,3,0,5,0,0,0,0,0,22.7,22.74
17,19319,Matt Breida,SF,RB,2,DET,0,0,0,138,1,3,21,0,0,21.9,21.9
18,16920,Jesse James,PIT,TE,2,KC,0,0,0,0,0,5,138,1,0,19.8,19.8
19,15534,Adam Thielen,MIN,WR,2,GB,0,0,0,0,0,12,131,1,0,19.1,19.1
20,3943,DeSean Jackson,TB,WR,2,PHI,0,0,0,0,0,4,129,1,0,18.9,18.9
20,17960,Michael Thomas,NO,WR,2,CLE,0,0,0,0,0,12,89,2,1,18.9,18.9
22,17922,Jared Goff,LAR,QB,2,ARI,354,1,1,2,0,0,0,0,0,18.4,18.36
23,18883,JuJu Smith-Schuster,PIT,WR,2,KC,0,0,0,0,0,13,121,1,0,18.1,18.1
24,611,Joe Flacco,BAL,QB,2,CIN,376,2,2,8,0,0,0,0,1,17.8,17.84
25,7242,Drew Brees,NO,QB,2,CLE,243,2,0,-1,0,0,0,0,0,17.6,17.62
26,19514,Keelan Cole,JAX,WR,2,NE,0,0,0,0,0,7,116,1,0,17.6,17.6
27,17916,Will Fuller,HOU,WR,2,TEN,0,0,0,0,0,8,113,1,0,17.3,17.3
